Abraham	Abrahám
zfanfrnit	zfanfrnět
zfanfrnět	zfanfrnit
zfirnovatět	firnovatět
zgeneralisovat	rozgeneralisovat,vygeneralisovat,generalisovat
zgermanisovat	germanisovat
zharmonisovat	harmonisovat
zhistorisovat	historisovat
zhloupět	zhlupět
zhlupit	zhlupět
zhlupět	zhlupit,zhloupět
zhládnout	vyhládnout
zhlédat	hlédat,rozhlédat,vyhlédat
zhmotnit	zhmotnět
zhmotnět	zhmotnit
zhojnit	zhojnět,rozhojnit
zhojnět	zhojnit
zhorečnit	zhorečnět
zhorečnět	zhorečnit
zhoupnout	rozhoupnout,houpnout
zhranatit	zhranatět
zhranatět	zhranatit
zhrdinštit	zhrdinštět
zhrdinštět	zhrdinštit
zhrubit	zhrubět
zhrubět	zhrubit
zhumanisovat	humanisovat
zhvězdit	vyhvězdit
zhybnit	zhybnět
zhybnět	zhybnit
zima	Zimák
zindustrialisovat	industrialisovat
zinicialisovat	rozinicialisovat,inicialisovat,doinicialisovat,odinicialisovat,nainicialisovat
zintensivnit	zintensivnět,zintensivňovat
zintensivnět	zintensivnit,zintensivňovat
zintensivňovat	zintensivnit,zintensivnět
zintenzivnět	zintenzívnět,zintenzivňovat
zintenzivňovat	zintenzivnět
zintenzívnit	zintenzívnět
zintenzívnět	zintenzívnit,zintenzivnět
zintimnit	zintimnět
zintimnět	zintimnit
zinventarisovat	inventarisovat
zjařit	rozjařit
zjednostranit	zjednostranět
zjednostranět	zjednostranit
zjednotvárnit	zjednotvárnět
zjednotvárnět	zjednotvárnit
zjednoznačnit	odjednoznačnit
zkapitalisovat	kapitalisovat
zkatalogisovat	katalogisovat,zakatalogisovat
zklasicisovat	klasicisovat
zklasičtit	zklasičtět
zklasičtět	zklasičtit
zklihnout	uklihnout
zklihovatět	klihovatět
zkmotrovatět	kmotrovatět
zkolonisovat	kolonisovat
zkondensovat	kondensovat
zkonkretisovat	konkretisovat
zkonkrétnit	zkonkrétnět,konkrétní
zkonkrétnět	zkonkrétnit
zkonservovat	konservovat,zakonservovat
zkonvenčnit	zkonvenčnět
zkonvenčnět	zkonvenčnit
zkonzervativnět	konzervativní
zkouzelnit	zkouzelnět
zkouzelnět	zkouzelnit
zkrabit	zakrabit
zkrepatět	krepatět
zkrouhnout	okrouhnout
zkrvavit	zkrvit,okrvavit,ukrvavit
zkrvit	zkrvavit
zkrystalisovat	vykrystalisovat
zkulturnit	zkulturnět
zkulturnět	zkulturnit
zkvítat	rozkvítat,dokvítat
zlacinit	zlacinět
zlacinět	zlacinit
zlahodnit	zlahodnět
zlahodnět	zlahodnit
zlakotnit	zlakotnět
zlakotnět	zlakotnit
zlehkomyslnět	lehkomyslný
zliterárnit	zliterárnět
zliterárnět	zliterárnit
zlogičtit	zlogičtět
zlogičtět	zlogičtit
zludračet	zludračit
zludračit	zludračet
zlyričtit	zlyričtět
zlyričtět	zlyričtit
zlíbeznit	zlíbeznět
zlíbeznět	zlíbeznit
zlínět	Zlín
zlít	zlítit
zlítit	zlít
zmalichernit	zmalichernět
zmalichernět	zmalichernit
zmalit	zmálit
zmalomocnit	zmalomocnět
zmalomocnět	zmalomocnit
zmanout	vymanout
zmatnit	zmatnět
zmatnět	zmatnit
zmačknout	rozmáčknout
zmdlet	omdlet
zmechanisovat	mechanisovat
zmelodičtit	zmelodičtět
zmelodičtět	zmelodičtit
zmezinárodnit	zmezinárodnět,mezinárodní
zmezinárodnět	zmezinárodnit
zmije	Zmij
zmilosrdnit	zmilosrdnět
zmilosrdnět	zmilosrdnit
zmilostnit	zmilostnět
zmilostnět	zmilostnit
zmléčnit	zmléčnět
zmléčnět	zmléčnit
zmnohonásobit	zmnohonásobnit,mnohonásobek
zmnohonásobnit	zmnohonásobit
zmobilisovat	rozmobilisovat,umobilisovat,omobilisovat,promobilisovat,vymobilisovat,přemobilisovat,mobilisovat,domobilisovat,pomobilisovat
zmocnit	zmocnět
zmocnět	zmocnit
zmodernisovat	modernisovat
zmonopolisovat	monopolisovat
zmotorisovat	motorisovat
zmrzat	rozmrzat
zmrzoutět	zmrzutět
zmrzutět	zmrzoutět
zmráčit	omráčit
zmutýrovat	vymutýrovat
zmužštit	zmužštět
zmužštět	zmužštit
zmálit	zmalit
změdlit	vymědlit
změlčet	změlčit
změlčit	změlčet
změšťáčtit	změšťáčtět
změšťáčtět	změšťáčtit
znamenat	znamení
znamení	znamenat
znatel	znát
znaturalisovat	naturalisovat
znecitlivit	znecitlivět
znecitlivět	znecitlivit
znedůvěřit	znedůvěřivět
znedůvěřivět	znedůvěřit
znegativnět	negativní
znehybnit	znehybnět
znehybnět	znehybnit
zneklidnit	zneklidnět
zneklidnět	zneklidnit
znemravnit	znemravnět
znemravnět	znemravnit
znepravidelnit	znepravidelnět
znepravidelnět	znepravidelnit
zneprůchodnit	zneprůchodnět
zneprůchodnět	zneprůchodnit
znepříjemnit	znepříjemnět
znepříjemnět	znepříjemnit
znepřítomnět	znepřítomňovat
znepřítomňovat	znepřítomnět
znervosnit	znervosnět,znervosňovat
znervosnět	znervosnit
znervosňovat	znervosnit
znervóznět	nervóznit
zneutralisovat	neutralisovat
znevolnit	znevolničit
znevolničit	znevolnit
znicotnět	znicotňovat
znicotňovat	znicotnět
zniternit	zniternět
zniternět	zniternit
znobilisovat	nobilisovat
znoj	znojit
znojit	znoj
znormalisovat	normalisovat
znovubudovat	znovuzbudovat
znovudosadit	znovuosadit
znovuosadit	znovudosadit
znovuvybudovat	znovuzbudovat
znovuzbudovat	znovuvybudovat,znovubudovat
znádhernit	znádhernět
znádhernět	znádhernit
znát	znatel
zněkolikanásobit	zněkolikanásobnit
zněkolikanásobnit	zněkolikanásobit
zněmit	zněmět
zněmět	zněmit
zněžnit	zněžnět
zněžnět	zněžnit,rozněžnět
zobjektisovat	zobjektivisovat
zobjektivisovat	zobjektisovat
zobloučit	vyobloučit
zobyčejnit	zobyčejnět
zobyčejnět	zobyčejnit
zobčanštit	zobčanštět
zobčanštět	zobčanštit
zodbornit	zodbornět
zodborničtit	zodborničtět
zodborničtět	zodborničtit
zodbornět	zodbornit
zoficiálnit	zoficiálnět
zoficiálnět	zoficiálnit
zohebnit	zohebnět
zohebnět	zohebnit
zohnit	rozohnit
zohyzdnit	zohyzdnět
zohyzdnět	zohyzdnit
zootechnika	technika
zoptimalisovat	optimalisovat
zoufat	doufat
zout	out,dout
zpadesátinásobit	zpadesátinásobnit
zpadesátinásobnit	zpadesátinásobit
zparalysovat	paralysovat
zparchantit	zparchantět
zparchantět	zparchantit
zpartykařit	zapartykařit,vypartykařit
zpasivnit	zpasivnět
zpasivnět	zpasivnit
zpateronásobit	zpateronásobnit
zpateronásobnit	zpateronásobit
zpersiflovat	persiflovat
zpestřet	zpestřit
zpestřit	pestřit,zpestřet
zpeřit	vypeřit
zpikantnit	zpikantnět,pikantní
zpikantnět	zpikantnit
zplacatit	zplacatět
zplacatět	zplacatit
zplamenit	zplamenět,rozplamenit
zplamenět	zplamenit
zplanit	vyplanit
zplastičtit	zplastičtět
zplastičtět	zplastičtit
zplavět	vyplavět
zplodnit	zplodnět
zplodnět	zplodnit
zploštit	oploštit,sploštit
zploštět	oploštět
zplynět	plynit
zpodobit	vypodobit,napodobit
zpodobnit	vypodobnit
zpodstatnit	zpodstatnět,přepodstatnit
zpodstatnět	zpodstatnit
zpolarisovat	polarisovat
zpolitisovat	zapolitisovat
zpopruhovatět	zpruhovatět
zpopularisovat	popularisovat
zpopulárnit	zpopulárnět,populární
zpopulárnět	zpopulárnit
zposvátnit	zposvátnět
zposvátnět	zposvátnit
zpovrchnit	zpovrchnět
zpovrchnět	zpovrchnit
zpovšechnit	zpovšechnět,upovšechnit
zpovšechnět	zpovšechnit
zprahat	vyprahat
zpraktičtit	zpraktičtět
zpraktičtět	zpraktičtit
zpravdit	upravdit
zpravděpodobnit	pravděpodobný
zpravidelnit	zpravidelnět
zpravidelnět	zpravidelnit
zprimitisovat	zprimitivisovat
zprimitivisovat	zprimitisovat
zprimitivnit	zprimitivnět
zprimitivnět	zprimitivnit
zprofesionalisovat	profesionalisovat
zprostit	oprostit,vyprostit
zprostit	oprostit,vyprostit
zprostonárodnit	zprostonárodnět
zprostonárodnět	zprostonárodnit
zprotivnět	zprotivňovat
zprotivňovat	zprotivnět
zpruhovatět	zpopruhovatět
zpružnit	zpružnět
zpružnět	zpružnit
zpráhnout	zapráhnout
zprůchodnit	zprůchodnět
zprůchodnět	zprůchodnit
zprůmyslnit	zprůmyslnět,odprůmyslnit
zprůmyslnět	zprůmyslnit,odprůmyslnit
zprůzračnit	zprůzračnět
zprůzračnět	zprůzračnit
zpsychologisovat	zapsychologisovat
zptýlit	rozptýlit
zpychat	zpýchat
zpíčit	vypíčit
zpórovatět	pórovatět
zpýchat	zpychat
zpěknit	zpěknět
zpěknět	zpěknit
zpět	zpětit
zpětit	zpět
zpěčit	zpěčovat
zpěčovat	zpěčit,vzpěčovat
zpříjemnět	příjemnit
zpřírodnit	odpřírodnit
zpřístupnit	zpřístupnět
zpřístupnět	zpřístupnit
zpřítomnit	zpřítomnět
zpřítomnět	zpřítomnit
zpřízvučnit	zpřízvučnět
zpřízvučnět	zpřízvučnit
zpříšernit	zpříšernět
zpříšernět	zpříšernit
způvabnit	způvabnět
způvabnět	způvabnit
zrabiátnit	zrabiátnět
zrabiátnět	zrabiátnit
zradostnit	zradostnět
zradostnět	rozradostnět,zradostnit
zrašelinět	zrašeliňovat
zrašeliňovat	zrašelinět
zrealisovat	realisovat
zrealističtit	zrealističtět
zrealističtět	zrealističtit
zreorganisovat	reorganisovat,přeorganisovat
zresonovat	rozresonovat,vyresonovat
zrevolucionisovat	revolucionisovat
zreálnit	zreálnět
zreálnět	zreálnit
zrohatit	zrohatět
zrohatět	zrohatit
zromantičtit	zromantičtět
zromantičtět	zromantičtit
zrozkošnit	zrozkošnět
zrozkošnět	zrozkošnit
zsinavět	zesinavět
ztajemnit	ztajemnět
ztajemnět	ztajemnit
zteatrálnit	zteatrálnět
zteatrálnět	zteatrálnit
ztechničtit	ztechničtět
ztechničtět	ztechničtit
ztekutit	ztekutět
ztekutět	ztekutit
zteplit	vyteplit
zterorisovat	terorisovat
ztisíceronásobit	ztisíceronásobnit
ztisíceronásobnit	ztisíceronásobit
ztitěrnit	ztitěrnět
ztitěrnět	ztitěrnit
ztrojit	roztrojit
ztrojnásobit	ztrojnásobnit
ztrojnásobnit	ztrojnásobit
ztrpčet	ztrpčit
ztrpčit	roztrpčit,ztrpčet
ztrudnit	ztrudnět
ztrudnět	ztrudnit
zuhelnit	zuhelnět
zuhelnět	zuhelnit
zumělečtit	zumělečtět
zumělečtět	zumělečtit
zunkat	zuňkat
zupat	supat
zutilisovat	utilisovat
zutrakvisovat	utrakvisovat
zuňkat	zunkat
zvedat	nazvedat
zvelebnit	velebník
zvisitovat	visitovat
zvisitýrovat	visitýrovat
zvitaminisovat	ovitaminisovat,vitaminisovat,navitaminisovat,odvitaminisovat
zvniternit	zvniternět
zvniternět	zvniternit
zvnitřnit	zvnitřnět
zvnitřnět	zvnitřnit
zvrhat	vyvrhat
zvulgárnit	zvulgárnět
zvulgárnět	zvulgárnit
zvulkanisovat	vulkanisovat,zavulkanisovat
zvážnit	zvážnět
zvážnět	zvážnit
zvýraznit	zvýraznět
zvýraznět	zvýraznit
zvýznamnit	zvýznamnět
zvýznamnět	zvýznamnit
zvěcnit	zvěcnět
zvěcnět	zvěcnit
zvědečtit	zvědečtět
zvědečtět	zvědečtit
zvědomit	uvědomit
zvěr	zvěř
zvěř	zvěr
záhoř	záhoří
záhoří	záhoř
záhumenka	záhumení
záhumení	záhumenka
zájemný	vzájemný
zájezdný	přejezdný
základ	základna
základna	základ
zámečničit	Zámečník
zápas	pas
zásvětný	zásvětí
zásvětí	zásvětný
závoj	závojnatý
závojnatý	závoj
závorář	Závora
zázvor	Zázvora
zírat	vyzírat
zíta	Zita
zúrodnit	zúrodnět
zúrodnět	zúrodnit
zútulnět	útulnit
zúzkostnit	zúzkostnět
zúzkostnět	zúzkostnit
zčechisovat	čechisovat
zčlověčit	zčlověčtit,učlověčit
zčlověčtit	zčlověčit
zřemeslnit	řemeslnět
zřít	pozřít
zšedat	ušedat
zšesteronásobit	zešesteronásobit
zživotnit	uživotnit
Ábel	Zábel
Ázerbajdžán	Ázerbájdžán
Ázerbájdžán	Ázerbajdžán
úchylka	úchylkařit
úchylkařit	úchylka
úhoř	úhořit
úhořit	úhoř
ústupkařit	ústupkář
ústupkář	ústupkařit
útulnit	zútulnět,útulný
útulný	útulnit
úvodníkařit	úvodníkář
úvodníkář	úvodníkařit
Čech	Čechov
Čechov	Čech
Čechák	čecháček
Černo	černý,Černov
Černov	Černo
Čihák	čihač
Čunek	čuník
čachrařit	čachrář
čachrář	čachrařit
časomíra	časoměr
časoměr	časomíra,časoměřič
časoměřič	časoměr
častý	část
čechisovat	zčechisovat
čecháček	Čechák
čerchman	čerchmant
čerchmant	čerchman
černý	Černo
čihač	Čihák
čin	čina
čina	čin
čistý	číst
čiřit	čířit
čmuchat	dočmuchat,pročmuchat
čnít	čnět
čnět	čnít
čouhat	vyčouhat
črtat	načrtat
čtyřnásobek	čtyřnásobit
čtyřnásobit	čtyřnásobek
čuník	Čunek
čurat	očurat
část	častý
čísnout	pročísnout
číst	čistý
čířit	čiřit
Řek	řeka
Řihák	Říhák
Říhák	Řihák
řeka	Řek
řemeslnět	zřemeslnit
Šamánek	šaman
Šan	Šanov,šanovat
Šanov	Šan,šanovat
Šima	Šimák,Šíma
Šimon	Šimoník
Šimoník	Šimon,Šimůnek
Šimák	Šima
Šimůnek	Šimoník
Špetík	špetka
Špina	špína,Špinar,špice,špicl
Špinar	Špina
Štýr	štír
Štětkař	štětkář,štětina
Šíma	Šima
šaman	Šamánek
šanovat	Šan,Šanov
šat	šaty,šátek
šaty	šat
škrob	škrobit
škrobit	škrob
škvíra	škvířit
škvířit	škvíra
šlak	šlakovat
šlakovat	šlak
šmelc	šmelcovat
šmelcovat	šmelc
šmírař	šmírařit,šmírovat
šmírařit	šmírař
šmírovat	šmírař
šohaj	šohajík
šohajík	šohaj
špendlík	špendlíkář
špendlíkář	špendlík
špetka	Špetík,špetnout
špetnout	špetka
špic	špice,špicl
špice	špicl,špic,Špina
špicl	špice,špic,Špina
špína	Špina
šrot	šrotit
šrotit	šrot
štrachat	vyštráchat
štípit	vštípit
štír	štířit,Štýr
štít	štítit,štět,dštít
štítit	štít,štět,štětina
štířit	štír
štěnice	štěně
štěně	štěnice
štět	štít,štětina,štítit,štětkář
štětina	štětkář,štět,Štětkař,štítit
štětkář	Štětkař,štětina,štět
šukat	ušukat
šupinkovatět	zešupinkovatět
šál	šálit
šálit	šál
šátek	šat
šťouchat	pošťouchat
ťapat	ťápat
ťupat	oťupat,poťupat
ťápat	ťapat
Žitný	žito
Živkov	živit
Žižka	Žižkov
Žižkov	Žižka
žal	žalost
žalost	žal
žalud	žaludek
žaludek	žalud
žalář	žalářit
žalářit	žalář
žduchat	žďuchat
žito	Žitný,žít
živit	Živkov
žokej	hokej
žvastat	žvástat
žvástat	žvastat
žít	žito
žďuchat	žduchat
