Abraham	Abrahám
káva	kát,kat,kakat,kakao
kázat	vokázat,kazit
kýkat	kýč
kýč	kýkat
křapat	křápat
křen	křeč
křepelka	Křepela
křest	křeček,křeč
křeč	křeček,křivý,Křen,křen,křest
křeček	křeč,křest
křik	křivý,Křivák
křivý	Křiva,Křivák,Křivan,křik,křeč
křižovník	Křiž,kříž,Kříž
křápat	křapat
křísit	křísnout
křísnout	křísit
kříž	Křiž,křižovník
kůl	kolo
kůr	kůra
kůra	kůr,kora
kůň	konec,konev
ladit	Lada
lahev	láhev
laicisovat	zlaicisovat
lajdat	lajdačit
lajdačit	lajdat
lak	láčka
lakotit	Lakota
lakýr	lakýrna
lakýrna	lakýr
lampa	lampas
lampas	lampa
lano	Laník,Lange
lasice	laso
laso	lasice
lata	látka,latina,látat,lát,láce
latina	lata,látka
laureát	Laurent
lavice	lavina
lavina	lavice
lačný	láčka
laškovat	Laškov
lať	lát
lebedit	Lebeda
led	Ledeč
lednit	Ledeč
ledví	Ledvina
legalisovat	zlegalisovat
legie	legovat,legista
legista	legie
legovat	legie
lehkomyslný	zlehkomyslnět
lehký	lež
len	Lenin,Lena,lenit,Lennon,léno
lenit	Lenin,Lena,len
lepit	Lepík
leptat	leptař
leptař	leptat
lesnit	nalesnit,dolesnit
letnit	letět,letovat
letovat	Letov,letět,letnit
letět	letovat,Letov,letnit
lev	levý,levný,Levit,level
level	levný,levý,lev
levitovat	Levit
levný	levý,lev,level,Levit
levý	lev,Levit,levný,level
lešení	Leš
lež	lehký
lhůta	Lhota
libý	Libye,Liba
lid	lidnit,Lída
lidnit	lid
likvida	likvidovat,zlikvidnit
likvidovat	likvida
likér	likérník
likérník	likér
lilek	lilie,liliář
lilie	lilek,liliář
liliář	lilie,lilek
linie	linout,linkař
linkař	linkařit,linout,linie
linkařit	linkař
linout	linie,linkař,líný
lis	lísa
list	lísa
litec	litice,Litva,lít,lítý
litice	litec,Litva,litr
litografie	litografovat
litografovat	litografie
litr	litice
liška	lišta
lišta	liška
lob	Lobeč
loděnka	Lodín
log	logika,login
logika	log
login	log
lokalisovat	zlokalisovat
lokat	lokální
lokální	lokat
lombard	Lombardie
lomit	Lomič
los	losos,Loos,nos,Nos
losos	los
loudat	loudit
loudit	loudat
louh	louže
louka	Loučka,Loučný,loučit
loupat	loupit,lupat
loupit	loupat
louskat	luskat
loutka	loutna
loutna	loutka
loučit	Loučka,Loučný,louka,Louny
louže	louh
loď	Lodín
lucerna	Lucern
luh	Lužice,Luženice
lupat	loupat
lupenitý	lupenka
lupenka	lupenitý
luskat	louskat
lustr	lustrovat
lustrovat	lustr
lysat	Lysák
láce	látka,láčka,lát,lata
ládovat	Lada
láhev	lahev
lán	Láník,Laník
lát	látka,látat,láce,látro,lata,lať
látat	lát,látka,lata
látka	lata,lát,láce,látat,latina,látro,láčka
látro	lát,látka
láčka	láce,lak,Lačina,látka,lačný
lék	léč
léno	Lena,len
lézt	nalézt
léč	lék
líc	lícit
lícit	líc
líh	líhnout,líhat
líhat	líhnout,vylíhat,dolíhat,líhňař,líh,rozlíhat,nalíhat
líhnout	líhat,líhňař,líh
líhňař	líhnout,líhat
línat	líný
líný	línat,linout
lípa	lípat
lípat	lípa
lísa	lísat,list,lis
lísat	lísa
lít	lítý,líto,litec,zlít
líto	lítý,lít
lítostnit	zlítostnět
lítý	lít,líto,litec
lízat	Lízal,rozlízat,podlízat
lýko	Lyko
lůj	Lojza
macecha	macek
macek	macecha
magie	Magic
magnet	magnát
magnát	magnet
malina	Mali,Malín
malomyslný	zmalomyslnit
maltárna	Malta
malátný	Malát,Malák
malý	Mali
mamografie	demografie
man	Mann,Manet,mánie,Mání,mánička,manko
mandant	mandát
mandel	mandle,mandl
mandl	mandle,mandel
mandle	mandl,mandel
mandát	mandant
manko	man
maral	maran
maran	maral
mariáš	Maria
mariňák	Maria,Marie
market	Markéta,markovat
markovat	Markovič,market,markýz,markýrovat,Marek
markýrovat	markovat
markýz	markovat
masa	maso,Masný,mast
masař	Masár,Masaj,Masný
masiv	masív
maso	masa
mast	mást,Mastný,Masný,masa
masterovat	Masters
masáž	Masaj
masív	masiv
mat	matka
matematika	tematika
mateř	Mater
matika	matka
matka	mat,matika
matricovat	matrika
matrika	matricovat
maximum	Maxim
mazat	Mazák
mařit	Marie,Maria
mech	mechovatý
mechanisovat	zmechanisovat
mechovatý	mech
med	Méd,Medek
medicina	medicína,Medina,Medicej,medit
medicína	medicina,biomedicína,Medicej
medit	Medina,Medek,meditovat,medicina
meditovat	medit
membrána	zeměbrana
mentalismus	sentimentalismus
menšina	menšit,Menšík
menšit	Menšík,menšina
merk	merčit,Meroe
merčit	merk
metalika	metalista
metalista	metalika
metan	metanář
metanář	metan
metat	zmetat,vymetat
metla	metlář
metlář	metla,pometlář
mezinárodní	zmezinárodnit
meč	míč
migrovat	emigrovat
mikulášenec	Mikuláš
milice	milý,míle,Míla
militarisovat	remilitarisovat
milý	milice,Míla
mimika	mimikry,mimino
mimikry	mimika,mimino
mimino	mimikry,mimika
mina	minuta,Mináč,Mína,minus,Minos,Ming,mince
mince	mina
minimalismus	minimalisovat
minimalisovat	minimalismus
ministr	ministrovat
ministrovat	ministr
minus	Minos,mina,minuta,Mináč
minuta	mina,minus,Mináč,Minos,Mína
misie	mísit,mísa
mléko	mléčit
mléčit	mléko
mnich	Mnichov
mnohonásobek	zmnohonásobit,zmnohonásobnit
mnohý	množný
množný	mnohý
mobilisovat	namobilisovat,vymobilisovat,domobilisovat,zamobilisovat,přemobilisovat,pomobilisovat,zmobilisovat,omobilisovat,promobilisovat,rozmobilisovat,umobilisovat,odmobilisovat,přimobilisovat,demobilisovat
moc	moci
moci	moc
modernisovat	zmodernisovat
modifikovat	dekomodifikovat
modrý	Modra
mok	moč,Močik
moneta	Monet
monografie	fonografie
monopolisovat	zmonopolisovat
montovat	Montana
morfologie	geomorfologie
most	mošt
motor	motorika,motorismus
motorika	motorismus,motor
motorismus	motorika,motor,motorisovat
motorisovat	zmotorisovat,motorismus
motýl	Motýlek,motýlkář,motýlář
motýlkář	motýl,Motýlek,motýlář
motýlář	motýl,motýlkář
moč	mok,Močik,močka,močůvka
močka	moč
močůvka	moč
mošt	most
mravenec	mravenčit
mravenčit	mravenec
mrcasatit	mrcasatět
mrcasatět	mrcasatit
mrskat	odmrskat
mrštit	Mrštík
multiprogram	multiprogramovat
multiprogramovat	multiprogram
muzikologie	etnomuzikologie
muškař	muškát
muškát	muškař
muž	Mužík
mykat	domykat,promykat,přimykat
máchat	Mácha
máma	mámit
mámit	máma
mánie	mánička,man,Mání
mánička	mánie,Mání,man,Mánes
máry	Maryna
mást	mast
mést	místo,Mesa
míle	Míla,mělký,Mílek,milice
mínit	měnit,Mína
mír	mířit
mísa	mísit,Mesa,místo,misie
mísit	mísa,místo,misie
místo	mísit,mísa,město,mést
míč	meč
mířit	mír,měřit
mýt	mýto,mýtit
mýtit	mýt
mýto	mýt
mělký	míle,Mělník,Míla,mělnit,Mílek
mělnit	Mělník,mělký
měnit	mínit,měňavý
městnat	zaměstnat
město	měsíc,místo
měsíc	město
měňavý	měnit
měřit	mířit
nabahňovat	pobahňovat,přibahňovat
nabob	bob,Bob
nabádat	bádat
nacensurovat	zacensurovat,vycensurovat,censurovat,přicensurovat,přecensurovat
nachcat	přechcat,chcát,zechcat
nachomýtat	ochomýtat
nadbíhat	podbíhat,odbíhat
nadcházet	podcházet
nadeběhnout	podeběhnout,předeběhnout
nadlábnout	vydlábnout
nadpraporčík	podpraporčík
nadrat	zadrat
nadzdvihat	nazdvihat,zdvihat
nadzvedat	nazvedat
nadít	vnadit
nahlédat	hlédat,hledat
nainicialisovat	inicialisovat,doinicialisovat,zinicialisovat,přeinicialisovat,rozinicialisovat,odinicialisovat,reinicialisovat
naklopotit	klopotit
nakmínovat	kmín
nakolejit	vykolejit
nakrakonošovat	dokrakonošovat,Krakonoš
nakročit	zakročit,kročit,vykročit,ukročit,přikročit
nakvartýrovat	kvartýr
nakárovat	zkárovat
nalejvat	přelejvat
nalesnit	lesnit
nalodit	přelodit
nalétat	nalétnout
nalétat	nalétnout
nalétnout	nalétat,nalétat,vylétnout
nalézt	lézt
nalíhat	zalíhat,líhat
nalítnout	přelítnout,zalítnout
namanout	vymanout,zamanout,zmanout
namobilisovat	mobilisovat,pomobilisovat,zamobilisovat,vymobilisovat,domobilisovat,přemobilisovat,zmobilisovat,omobilisovat,promobilisovat,rozmobilisovat,umobilisovat
namokat	zamokat
namrzat	vymrzat,zamrzat
namátnout	pomátnout,zmátnout
namáčknout	vymáčknout
namítat	vymítat
napchat	zapchat
napodobit	zpodobit,vypodobit,vypodobnit
napomínat	zapomínat,opomínat,pozapomínat,připomínat,vzpomínat
naprat	uprat
napuchnout	puchnout
napájet	pájet
napřahat	vypřahat,zapřahat,odpřahat,přepřahat
naschránit	uschránit,schránět
naskýtat	skýtat,vyskýtat
naslepičit	Slepička,slepičář
nasmrádnout	vysmrádnout
nastabilisovat	stabilisovat,zastabilisovat,ustabilisovat,dostabilisovat,přistabilisovat
nastehnout	zastehnout,přistehnout
nastrukturalisovat	strukturalisovat,dostrukturalisovat,zastrukturalisovat
nastýlat	zastýlat,ustýlat,vystýlat,přestýlat
nastřihat	střihat,zastřihat,dostřihat,přestřihat,přistřihat,vostříhat,nastříhnout,odstřihat
nastříhnout	stříhnout,ustříhnout,přestříhnout,zastříhnout,dostříhnout,vostříhat,nastřihat
nasynchronisovat	usynchronisovat,dosynchronisovat,přisynchronisovat,přesynchronisovat,sesynchronisovat,synchron,resynchronisovat
nasystematisovat	systematisovat,dosystematisovat,přesystematisovat,rozsystematisovat
naturalisovat	znaturalisovat
naturismus	turismus
nauhličit	zuhličit
navaselinovat	vaselinovat,dovaselinovat
navitaminisovat	vitaminisovat,zvitaminisovat,ovitaminisovat,odvitaminisovat,dovitaminisovat
navlhat	zavlhat,vlhat
navléknout	navlíknout,vyvléknout
navlíknout	zavlíknout,navléknout
navrtit	vyvrtit,zavrtit
navykat	vykat
nazdvihat	nadzdvihat,zdvihat,nazdvíhat
nazdvíhat	nazdvihat
nazvedat	zvedat,nadzvedat,přizvedat
načrtat	črtat
načít	začít,začít,začít,zaonačit,čít,počít
naškicnout	oškicnout,doškicnout,přeškicnout
našpekovat	vyšpekovat
neckař	necky
necky	Nick,nový,neckař,Nat,nit,nést
negativní	znegativnět
nehet	nehetnatý
nehetnatý	nehet
neobolševik	bolševik
neofašismus	fašismus,novofašismus
neogaullista	gaullista
neohegelovský	novohegelovský
neoklasický	novoklasický
neokomunizmus	komunismus
neokonzervativní	zkonzervativnět,konzervativní
neonacionalismus	neonacismus
neonacismus	neonacionalismus
neonatologie	etologie
neosurrealizmus	surrealismus
nervóza	nervóznit
nervóznit	znervóznět,nervóza
neutralisovat	zneutralisovat
nevěrec	nevěrník
nevěrník	nevěrec
nešťastník	znešťastnět
nikl	Nick
niob	Ob
nit	nový,Nick,nítit,ničit,znít,Nil,Novák,Nat,nitro,necky
nitrace	Nitran,nitro
nitro	nitrace,nit
nivelizovat	nivelovat
nivelovat	novela,nivelizovat
ničit	nit,Nick
nobilis	nobilisovat
nobilisovat	nobilis,znobilisovat
nok	dok
nora	Nor,donor
norma	Norman
normalisovat	donormalisovat,přenormalisovat,pronormalisovat,znormalisovat
nos	los
nouze	Zuza
novela	Vela,nivelovat
novelisovat	znivelisovat
novinařit	vinařit
novofašismus	neofašismus
novohegelovský	neohegelovský
novoklasický	neoklasický
novoplatonský	Platon
nový	Novák,nit,Nick,Nat,necky,Onan,Nil,Don,zen,vně,znít
nuda	nudle
nudle	nuda
nynat	Nat
nádoba	doba
nápoj	nápojář
nápojář	nápoj
národohospodář	vodohospodář
národopis	rodopis
násilnit	posilnit,zesilnit
násobit	dvojnásobit,působit
nést	necky
nítit	nit,zanítit,vznítit,roznítit,znít
nýt	výt
nýt	výt
obdukovat	subdukovat
obec	Ob
obejvat	bejvat
obhlédat	zhlédat,rozhlédat
objasnit	zjasnit
oblbit	zblbit
obohatit	bohatý
obrana	brána
obíhat	dobíhat,probíhat,odbíhat,ubíhat,zbíhat
oběsit	zběsit,vyběsit,běs
ocel	Vocel
ochcat	prochcat,chcát,vochcat,přechcat,zechcat
ochlupit	odchlupit
ochládat	prochládat,zchládat
ochmýřit	zachmýřit
ochomýtat	nachomýtat
ochrnout	poloochrnout
ochutit	dochutit,přichutit,přechutit
ocitat	procitat
odautomatisovat	zautomatisovat,doautomatisovat,automatisovat,přeautomatisovat
odblešit	zablešit
odbožštit	zbožštit
odbuzovat	dobuzovat
odbíhat	podbíhat,nadbíhat,obíhat
odcensurovat	zcensurovat,docensurovat,censurovat,vycensurovat,procensurovat,rozcensurovat,zacensurovat
odchlupit	ochlupit
odchlípit	rozchlípit
odcukernit	vycukernit,zcukernit,zcukernět
odcírkevnit	zcírkevnit
oddivadelnit	zdivadelnit
oddupat	dupat
odebíhat	podeběhnout
odendat	rozendat
odeprat	předeprat
odeslat	předeslat
odestlat	podestlat
odestýlat	podestýlat
odestřít	podestřít
odinicialisovat	doinicialisovat,rozinicialisovat,inicialisovat,zinicialisovat,nainicialisovat,reinicialisovat,přeinicialisovat
odjednoznačnit	zjednoznačnit
odklimatisovat	doklimatisovat,zaklimatisovat,klimatisovat
odkládat	dokládat,rozkládat,předkládat,přikládat
odkrouhnout	zkrouhnout,okrouhnout,zakrouhnout
odkrvit	vykrvit,zkrvit
odkvítat	zkvítat,dokvítat,rozkvítat
odkysličit	okysličit,prokysličit
odkřemenit	zkřemenět
odkřesťanit	odkřesťanštit
odkřesťanštit	odkřesťanit
odlehčit	vylehčit
odlistit	zalistit,olistit,odlistnit
odlistnit	odlistit
odlétnout	podlétnout,podlétávat,předlétnout
odlítat	přilítat
odmetat	podmetat
odmobilisovat	omobilisovat,vymobilisovat,zmobilisovat,umobilisovat,domobilisovat,rozmobilisovat,promobilisovat,mobilisovat,demobilisovat,zamobilisovat,přimobilisovat,přemobilisovat,pomobilisovat
odmrskat	mrskat
odmíchat	podmíchat
odmítat	omítat
odmývat	podmývat
odnacisovat	znacisovat
odnárodnit	znárodnět
odolat	udolat,zdolat
odplevelit	plevelit
odpovědný	opovědný
odprdelit	vyprdelit,uprdelit
odprůmyslnit	zprůmyslnit,zprůmyslnět
odpínat	podpínat,předpínat,rozpínat
odpřahat	vypřahat,spřahat,zapřahat,rozpřahat,připřahat,přepřahat,napřahat
odpřírodnit	zpřírodnit
odrat	prodrat,udrat,drát,drát
odresonovat	zresonovat,doresonovat,vyresonovat
odsadit	podsadit,sadit
odsedat	dosedat
odsignalisovat	signalisovat,dosignalisovat,zasignalisovat,prosignalisovat
odsrat	usrat,přesrat,přisrat,dosrat
odstředit	středit
odstřihat	dostřihat,střihat,nastřihat
odtučnit	vytučnit
odtínat	podtínat,roztínat
odundat	zadundat,vydundat
oduševnit	produševnit,zduševnit,zduševnět
odvitaminisovat	ovitaminisovat,dovitaminisovat,zvitaminisovat,vitaminisovat,přivitaminisovat,navitaminisovat
odvlíknout	zavlíknout,dovlíknout
odvykat	vykat
odvzdušnit	vzdušnit
odzemkář	pozemkář
odzírat	vyzírat,zírat
odželezit	odželeznit
odželeznit	odželezit
oficiant	oficiální,oficiál
oficiál	oficiální,oficiant
oficiální	oficiál,oficiant
oflitrovat	flitrovat,poflitrovat
ohloupit	prohloupit
ohlášet	vyhlášet
ohlédat	hlédat,zhlédat,dohlédat,prohlédat,uhlédat,vyhlédat,hledat,zahlédat
ohrubovat	vyhrubovat,zhrubit,zhrubět
ohvězdit	vyhvězdit,ohvězdnit,zhvězdit
ohvězdnit	ohvězdit
oháknout	vyháknout
oj	vně,ujec,Nat,jíní,jiný,voj,ovce,zajíc,vát
okno	knot
oko	cé,sto
okrojit	dokrojit,prokrojit,krojit
okrouhnout	zkrouhnout,zakrouhnout,odkrouhnout
okrvavit	zkrvavit,ukrvavit,dokrvit,zakrvavit
oktan	oktáva
oktáva	oktan
okurka	kur
okus	okusit
okusit	zkusit,okus,zakusit
okysličit	prokysličit,odkysličit,překysličit
okřídlit	rozkřídlit,zakřídlit
olistit	odlistit,zalistit
olovo	Ola
omdlet	zmdlet
omobilisovat	umobilisovat,promobilisovat,zmobilisovat,odmobilisovat,domobilisovat,zamobilisovat,mobilisovat,vymobilisovat,pomobilisovat,rozmobilisovat,přemobilisovat,namobilisovat,přimobilisovat,vmobilisovat
omrzat	promrzat,zmrzat,umrzat
omráčit	zmráčit
omítat	promítat,odmítat
onikat	vnikat,unikat,pronikat,znikat,zanikat,vynikat
op	Pop,pop,upír,Sup
opak	opakovat,pak,Opasek
opakovat	opak
opat	pat
operovat	opeřit
opeřit	zpeřit,vypeřit,operovat
oplavovat	plavat,vzplavovat
oploštit	zploštit,sploštit,oploštět,zploštět
oploštět	zploštět,oploštit,zploštit
opláchnout	pláchnout,propláchnout,vypláchnout,spláchnout
opláknout	upláknout,vypláknout
opláštit	přepláštit
oplítat	proplítat,uplítat,zaplítat,přeplítat,splítat,rozplítat,vyplítat,doplítat,připlítat,vplítat
opomínat	napomínat,zapomínat,pozapomínat,připomínat
oponovat	proponovat,suponovat
opora	rozpora,prapor
opovrhat	povrhat
opovědný	odpovědný
oprostit	zprostit,zprostit,vyprostit,sprostit
optimalisovat	zoptimalisovat
opylit	zapylit
opál	opálka
opálka	opál
opět	zpět,pět
opřádat	zapřádat,upřádat,dopřádat,vypřádat,rozpřádat,spřádat,vpřádat
orace	orat,orátor
orat	orace,orátor,proorat
orchestr	orchestrovat
orchestrovat	orchestr
ordinovat	ordinář
ordinář	ordinovat
organik	organizovat
organisovat	reorganisovat,přeorganisovat,zreorganisovat,zorganisovat
organizovat	organik
orient	orientovat
orientovat	orient
orloj	orlojář,Orlov
orlojář	orloj
ornament	ornamentální
ornamentální	ornament
orodovat	orodovník
orodovník	orodovat
orátor	orat,orace
osa	vosa,rosa
osemenit	vysemenit
osev	Oset
osivo	sivý
osliznout	přisliznout
oslnit	zaslnit
osma	Osman
osobit	usobit
ostat	dostat
ostrov	ostrý
ostruha	struha
ostrý	ostrov
osud	sud,soda
osvětář	Osvětim,světnice
osychat	dosychat,prosychat,osýchat,přisychat,sesychat,rozsychat,zasychat,vysychat,dosýchat,přesychat,prosýchat,rozesychat,přisýchat
osýchat	dosýchat,prosýchat,osychat,usýchat,přisýchat,rozsýchat,vysýchat,dosychat,přesýchat,zasýchat,prosychat
otec	Ota,Telč,tele,cé
otep	tep
otipnout	tipnout
otleskat	tleskat
otrok	strok
otrsat	trsat
otruby	Votruba
out	dout,zout
ovadat	uvadat,zavadat,zvadat,povadat
ovce	vně,oj,cé,Vey,vát,zet
oves	ves,ověs
ovitaminisovat	dovitaminisovat,vitaminisovat,odvitaminisovat,přivitaminisovat,zvitaminisovat,navitaminisovat
ověs	oves
ozdravět	zdravět
ozvláštnit	zvláštňovat
ozón	zóna
očurat	čurat
ořech	Ořechov
ošatka	Košatka
oškicnout	doškicnout,naškicnout,přeškicnout,skicnout
ošklíbat	pošklíbat,ušklíbat,zašklíbat,vyšklíbat
ošpláchnout	vyšpláchnout,špláchat
oťupat	ťupat,poťupat
oždibovat	vyždibovat
ožehat	vyžehat,zažehat,vžehat
ožvykovat	požvykovat,užvykovat,rozžvykovat
pac	Pacov
pacht	pachtit
pachtit	pacht
pacifikovat	Pacifik
padat	vypadat
pak	opak,Pásek
pakt	pást,Paka,past
palatin	Palata,palatála
palatála	Palata,palatin
palec	palice
paleničář	páleničář
palice	Palin,Palec,palec,pálit
palác	Palata,Palán
pan	pán,propan,pánev
panašovat	pašovat
panel	pánev
panika	Panák
panorama	panoráma
panoráma	panorama
panoš	Panuš
papat	papá,papája,Papák
papá	papat,papája,Papák
papája	papá,papat
papír	pápěra
parafin	parafín
parafín	parafin
paralysovat	zparalysovat
parazit	parazitit
parazitit	parazit
parkovat	párkář
parodie	parodont
parodont	parodie
part	parta,partie,parter
parta	part,Sparta,partie,Parth,partner
parter	partie,part
partie	part,parta,parter
partner	partneřit,parta
partneřit	partner
paráda	parádovat
parádovat	paráda
pas	pás,zápas,pasovat
pasivní	pasivovat,zpasivnit,pasovat
pasivovat	pasivní
pasovat	pas,pasivní
pasparta	Sparta
past	pást,pasta,pastvit,pakt
pasta	past,pastvit,pást
pastorovat	Pastor
pastvinář	pastvit
pastvit	pasta,past,pastvinář
pat	pata,opat,pátek,zupat,supat
pata	Zapata,pat,patina,pátek
patent	patentář
patentář	patent
patetika	patina
patina	pata,patetika
patro	patrona,pátrat,patron
patrola	patrona,patron
patron	patrona,patro,patrola
patrona	patron,patro,patrola
pavlač	Pavlát,Pavlov
pazderník	Pazdera
paňák	Panák
paša	pašák
pašovat	panašovat
paštika	Pašta
pašák	paša
pažit	vypažit
pec	Peck,pecka,Pecina
pecka	Peck,pec,Pecina
pelichat	přepelichat
pendl	pendlovat
pendlovat	pendl
pendrek	pendrekář
pendrekář	pendrek
pentan	pentle
pentle	pentan,pentlit,penále
pentlit	pentle
penze	peníz
penále	pentle
peníz	penze
pepa	pepř
pepř	Pepa,pepa
percipovat	apercipovat
pernikář	perník
perník	pero,pernikář
pero	perník,Peřina,Perout
persekuovat	perzekuovat
persiflovat	zpersiflovat
perzekuovat	persekuovat
pes	pesík
pestřit	zpestřit,zpestřet
pesík	pes
petržel	Petržela,Petržil
pevný	zpevnět
piano	Piave
pikantní	zpikantnit,zpikantnět
pikart	zpikartit
pikat	pikovat,piknik
pikhart	zpikhartit
piklit	piklovat
piklovat	piklit
piknik	pikat,pikovat
pikovat	pikat,piknik
pila	píle,Pilát
pindat	rozpindat
pivoň	Pivoňka
placatý	plácat,poplacat,zplacatit,zplacatět
plachta	Placht,plachtařit
plachtařit	plachta
plakat	plakát
plakát	plakat
plantat	plantáž
plantáž	plantat
plasknout	splasknout
plast	plastika
plastika	plast
platina	platit
platit	platina
platonik	Platon
plavat	oplavovat,zplavnit
plemenit	plemeno
plemeno	plemenit
plena	plenit,plenta,plečka
plenit	plena
plenta	plena
pleskat	plískat
plevelit	odplevelit
plečka	plečkař,plést,Plečnik,plena
plečkař	plečka
plnomocný	zplnomocnit
pluh	plužit
plužit	pluh
plyn	plynit,zaplynout
plynit	zplynět,plyn
plácat	placatý,poplacat
pláchnout	vypláchnout,opláchnout,propláchnout,spláchnout
plán	Plánka,Plávka
plát	plátno
plát	plátno
plátno	plát,plát,Plávka
plést	plečka
plíce	plít,plít
plíseň	plísnit
plískat	pleskat
plísnit	plíseň
plít	plíce,záplet
plít	plíce,záplet
pneumatika	pneumatizovat
pneumatizovat	pneumatika
pnout	pnít
pnít	pnout
pobahňovat	nabahňovat
pochroumat	zchroumat
pochvístnout	vychvístnout
pocpat	procpat,docpat
podbíhat	nadbíhat,odbíhat
podcházet	nadcházet
podeběhnout	odebíhat,nadeběhnout
podestlat	odestlat
podestýlat	odestýlat
podestřít	odestřít
podhorák	Podhora
podjímat	rozjímat
podloudničit	podloudný
podloudný	podloudničit
podlétnout	odlétnout,podlétávat
podlétávat	podlétnout,odlétnout
podlízat	lízat
podlý	zlý
podmetat	odmetat
podmíchat	odmíchat
podmítka	podmět
podmývat	odmývat
podmět	podmítka
podolí	dole
podplítat	vyplítat,proplítat,zaplítat,doplítat
podpořit	spořit
podpraporčík	nadpraporčík
podpínat	odpínat,předpínat,rozpínat
podsada	podsadit
podsadit	podsada,odsadit
podsekretář	sekretář
podtínat	odtínat
podvléknout	provléknout,vyvléknout
poetolog	etologie
poevropštit	zevropštit
poflitrovat	oflitrovat,flitrovat
pohan	Johan
pohodnout	dohodnout,rozhodnout
pohár	požár,Požár
pokatoličit	pokatoličtit
pokatoličtit	pokatoličit,zkatoličtit
poker	pokérovat
poklekat	přiklekat,zaklekat
pokérovat	poker
polarisovat	zpolarisovat
polda	poldovák
poldovák	polda
pole	polní,Polsko,police,půl
poledne	Poledník
polehat	poléhat
polemisovat	zapolemisovat
poleno	Polena
police	policie,políček,pole,Polsko
policie	police
polní	pole,polovat,Polsko
poloochrnout	ochrnout
polovat	polní
poléhat	polehat
polétat	zapolétat,popolétnout
políknout	zalíknout,políček
políček	police,políknout
polštář	vypolštářit
pomejšlet	domejšlet,promejšlet
pometlář	metlář
pomník	pomníkář,pomnít
pomníkář	pomník
pomnít	pomník,zapomnět,pomněnka
pomněnka	pomnít
pomobilisovat	mobilisovat,domobilisovat,namobilisovat,zmobilisovat,rozmobilisovat,omobilisovat,promobilisovat,zamobilisovat,přemobilisovat,vymobilisovat,umobilisovat,odmobilisovat,přimobilisovat
pomologie	etymologie
pomoučit	zmoučit
pompa	pumpa
pomátnout	namátnout,zmátnout
ponoukat	poňoukat
poník	Pozník,poníkář,Nick
poníkář	poník
poněmčit	zněmčit
poohlížet	zahlížet
pop	op
popel	popelka
popelka	Popel,popel
poplacat	placatý,zplacatět,zplacatit,plácat
popolétnout	polétat
popolštit	zpolštit
poposedat	posedat
popostoupit	stoupit
popularisovat	zpopularisovat
populární	zpopulárnit,zpopulárnět
porce	port
porichtovat	zrichtovat
porota	porotce
porotce	porota
port	porta,porce
porta	Portnoy,port
portugal	Portugalsko
poruštit	zruštit
posedat	dosedat,poposedat,přisedat
posilnit	násilnit
poslat	doslat
posmekat	smekat
pospat	spát
pospíchat	spíchat,spěchat
pospíšit	uspíšit,přispíšit
postlat	dostlat
postupný	postupář
postupář	postupný
postřehnout	zastřehnout,ustřehnout,vystřehnout
posunek	posuněk
posuněk	posunek
posíknout	síknout
pot	půst,cé,Nat,Poe
potakat	přitakat
potentovat	vytentovat,utentovat
potkat	protkat,vytkat
poturčenec	poturčit
poturčit	poturčenec
poustevna	Pousta
pouto	pouť
pouzdrař	pouzdřit
pouzdřit	pouzdrař
pouť	pouto
povadat	uvadat,ovadat
povrhat	vrhat,zvrhat,opovrhat,vyvrhat
povrtit	dovrtit,uvrtit
povíjet	víjet
pozapomínat	zapomínat,opomínat,napomínat,připomínat
pozdě	Pozdník
pozemek	pozemský
pozemkář	odzemkář
pozemský	pozemek
pozemštit	zpozemštět
pozor	dozor,vzor
pozápadnit	pozápadnět
pozápadnět	pozápadnit,znápadnět
pozřít	zřít
počít	načít,čít,začít,začít,začít
poňoukat	ponoukat
pořad	řad
pořečtit	zřečtit
pošklíbat	ošklíbat,ušklíbat,vyšklíbat,zašklíbat
pošušňat	ušušňat
pošvihat	švihat
pošťouchat	šťouchat
poťupat	oťupat,ťupat
požitkařit	požitkář
požitkář	požitkařit
požrat	užrat,žrát
požvykovat	ožvykovat
požár	žár,pohár
pradlář	prádlař
prahnout	zapráhnout,Praha,zpráhnout,hnout
prapor	opora
praskat	práskat
pravděpodobný	zpravděpodobnit
pravovárečný	právovárečný
pravý	Praj,prát
praštit	praštět
praštět	praštit
precisovat	zaprecisovat,vyprecisovat,rozprecisovat,doprecisovat
predikovat	předikovat
premiér	premiéra
premiéra	premiér
prim	prima
prima	primán,prim
primitivní	zprimitivnit
primán	prima
princ	princes
princes	princ
probíhat	obíhat
procensurovat	docensurovat,odcensurovat,zcensurovat,censurovat,vycensurovat,rozcensurovat,zacensurovat
prochcat	ochcat
prochládat	ochládat
procitat	ocitat
procpat	pocpat,docpat,přicpat
procuraindosament	prokuraindosament
procviknout	ucviknout,přecviknout
prodrat	odrat,proorat
produchovnit	produchovnět,zduchovnit
produchovnět	produchovnit,zduchovnět
produševnit	oduševnit,zduševnit
profesionalisovat	zprofesionalisovat,profesionál
profesionál	profesionalisovat
program	gram
progres	progrese
progrese	progres
prohloupit	ohloupit
prohlédat	ohlédat,hlédat
projasnit	zjasnit
projekce	projekt
projekt	projekce
proklamovat	deklamovat
proklubnout	zaklubnout
prokonsumovat	dokonsumovat,přikonsumovat,rozkonsumovat,konsumovat,vykonsumovat
