Abraham	Abrahám
přimykat	promykat,mykat,domykat
přimáčknout	přimačkat
přimílat	promílat,přemílat,rozmílat
připlynout	zaplynout
připlítat	proplítat,zaplítat,oplítat,přeplítat,splítat,doplítat,rozplítat,vyplítat,uplítat
připodobit	připodobnit,zpodobit,spodobit,napodobit,vypodobit
připodobnit	připodobit,zpodobnit,vypodobnit
připomínat	opomínat,zapomínat,napomínat,pozapomínat
připásat	přepásat,propásnout,pásnout
připřahat	zapřahat,přepřahat,spřahat,odpřahat,vypřahat,rozpřahat,napřahat,vpřahat
přisedat	posedat,dosedat,odsedat,sesedat
přisliznout	osliznout
přisouvnout	zasouvnout,odsouvnout,vsouvnout,vysouvnout
přispat	přispávat,pospat,spát,naspat
přispávat	přispat
přispíšit	pospíšit,uspíšit
přisrat	přesrat,prosrat,dosrat,odsrat,zesrat,srát,rozesrat
přistabilisovat	stabilisovat,ustabilisovat,dostabilisovat,nastabilisovat,zastabilisovat
přistehnout	nastehnout,zastehnout,sestehnout
přistlat	přestlat,postlat
přistřihat	přestřihat,střihat,nastřihat,dostřihat,odstřihat,zastřihat,vostříhat
přisychat	přisýchat,osychat,přesychat,prosychat,dosychat,sesychat,rozesychat,zasychat,osýchat,rozsychat,přesýchat,prosýchat,dosýchat,vysychat
přisynchronisovat	přesynchronisovat,nasynchronisovat,dosynchronisovat,sesynchronisovat,usynchronisovat,resynchronisovat,synchron
přisýchat	přisychat,osýchat,prosýchat,přesýchat,dosýchat,osychat,přesychat,rozesýchat,vysýchat,zasýchat,prosychat,rozsýchat,usýchat,dosychat,sesychat
přitakat	potakat
přiteplit	přeteplit,proteplit,vyteplit,doteplit,uteplit
přivdat	povdat
přivitaminisovat	ovitaminisovat,převitaminisovat,dovitaminisovat,vitaminisovat,odvitaminisovat,zvitaminisovat,navitaminisovat
přivykat	vykat,uvykat,navykat,pykat,Zykan
přivíjet	převíjet,províjet,dovíjet,víjet,povíjet
přizvedat	zvedat,nazvedat,nadzvedat
přišedat	zšedat,ušedat,prošedat,zešedat
přišlehat	zešlehat,šlehat
přát	přít,prát,příst,přítel
příběh	přibíhat
příjemnit	příjemný,zpříjemnět,zjemnět
příjemný	příjemnit,jemný,zpříjemnět,zájemný
příjice	jiný,oj,přít
přímo	přít
přípoj	přepona,pojit
příroda	odpřírodnit,voda,Voda,dna,Dák,půda
přírodopis	rodopis
přírodozpyt	zpyt
přísnit	přísnět,přísný,dopřesnit
přísný	příst,přesný,přísnit
přísnět	přísnit,zpřesnět
příst	přísný,příčit,přít,přesný,půst,přát,vně,přední,psát,vzít,příčina,oj
přít	přítel,přát,příst,příčit,příští,prát,vně,vřít,příjice,přímo,půst
přítel	přít,přát,příčit
přívoz	provoz,rozvoz
přívrat	vrátit,vrata
přízeň	zen
příčina	příčit,čina,zpříčinit,příst
příčit	příčina,příst,přít,čin,příští,přítel,přikročit,načít,řečit
příští	přít,příčit
pšoukat	pšukat,soukat
pšukat	pšoukat
půda	uzda,záda,pozdě,Poe,Pozdník,pod,půst,dna,vdova,příroda,dno
půjčit	zápůjční,čin,učit,čít
půl	pole,polovat,sůl,polní,police,znatel,vůl,poník,Polsko
působit	násobit,osobit,usobit
půst	vně,Poe,pot,zout,Nat,pouť,oj,pod,příst,pouto,vát,pustý,psát,záře,podlý,op,Sup,nový,půda,pop,Pop,zet,puč,přesný,Pozník,pnout,out,přít
původ	vodovod,pod
rab	Ráb,rabi,rabiát,rabiák
rabi	rabiák,rabiát,rab,Ráb
rabiák	rabiát,rabi,rab
rabiát	rabiák,rabi,rab,zrabiátnit
rachat	ráchat
racionální	zracionálnit
rada	radovat,Radek,radon,radar,rádio,řada
radar	rada,radovat,dar,Radek,rádio
radikovat	radikál,radovat,Radek
radikál	radikovat,zaradikálničit
radiobiologie	radiologie,biologie
radiologie	radiobiologie
radom	radovat
radon	Radouň,rada,radovat,Radek
radovat	rada,radon,radar,Radek,rádio,radom,radikovat
rafika	rafičit
rafičit	rafika
rajcovat	rajka,rajtovat,ráj
rajka	ráj,rajcovat,Rojka
rajtovat	rajcovat
rak	zrak,Rakovník,ráčit,ráčkovat,rákos,drak
rameno	ramenář,rámě
ramenář	rameno
ramplovat	remplovat
rande	Randák
raný	rána,ranč
ranč	rána,raný,Rankov
ranžírovat	aranžírovat,dranžírovat
rap	vrap,rapp,vráp
raportovat	aportovat
rapp	rap
ras	rasa,Rais,rys,Rys
rasa	ras,řasa
rataj	ratan
ratan	rataj
raubovat	raubíř
raubíř	raubovat
raut	aut
razit	razítkář,parazit,razírovat
razírovat	razit
razítkář	razit
rašelina	zrašeliňovat
rdít	dít,dítě
realismus	neorealismus
realisovat	zrealisovat
recensovat	zrecensovat
recenze	recenzovat
recenzovat	recenze
recepce	recept
recept	recepce
recidiva	recidivovat,recidivismus
recidivismus	recidiva,recidivovat
recidivovat	recidiva,recidivismus
redistribuce	distribuce
redukovat	dedukovat,edukovat
reedovat	Reed
referovat	preferovat
reflektant	reflektovat
reflektovat	reflektant
reforma	forma,reformismus
reformismus	reforma
regrese	agrese
regulovat	regulární
regulární	regulovat,regulírovat
regulírovat	regulární
rehabilitovat	habilitovat
rehydrovat	dehydrovat
reinicialisovat	přeinicialisovat,inicialisovat,doinicialisovat,odinicialisovat,nainicialisovat,rozinicialisovat,zinicialisovat
rejd	rejdit
rejdit	rejd
rek	Řek,rekce,ret,řeka
rekce	rek,řeka
reklama	reklamovat
reklamovat	reklama,deklamovat
rekompensovat	kompensovat
rekord	akord
rekrut	rekrutovat
rekrutovat	rekrut
rekurovat	rekurze
rekurze	rekurovat
rekvizita	akvizitér
rekvírovat	akvírovat
relativovat	zrelativnit
religionistika	religiózní
religiózní	religionistika
remilitarisovat	demilitarisovat,militarisovat
remisovat	zremisovat
remplovat	ramplovat
remíz	remíza
remíza	remíz
renta	rentovat,Renáta,Renč
rentgen	Roentgen
rentovat	renta
reorganisovat	zreorganisovat,přeorganisovat,organisovat,zorganisovat,desorganisovat
reparatura	aparatura
reparovat	preparovat
repetent	repetovat,repetit
repetit	repetovat,repetitor,repetent,zarepetat
repetitor	repetit,repetovat
repetovat	repetit,repetent,repetitor,zarepetat
reponovat	deponovat,repovat
reportovat	deportovat
repovat	reponovat
represe	deprese,repríza
reprobovat	aprobovat
repríza	represe
reptat	deptat,přeptat
resetovat	restovat
resonovat	zresonovat,přeresonovat,zaresonovat,rozresonovat,doresonovat,vyresonovat,odresonovat
respirovat	aspirovat
restovat	arestovat,resetovat
resynchronisovat	přesynchronisovat,usynchronisovat,nasynchronisovat,přisynchronisovat,dosynchronisovat,sesynchronisovat
ret	retina,retinovat,rétor,rek,Renáta
retail	detail
retina	retinovat,ret,rétor
retinovat	retina,ret
retrahovat	atrahovat
revalvovat	devalvovat
revanš	revanšovat
revanšovat	revanš
revokovat	evokovat
revoluce	revolucionařit,evoluce,revolucionovat
revolucionařit	revolucionovat,revoluce,ultrarevolucionář
revolucionisovat	zrevolucionisovat
revolucionovat	revolucionařit,revoluce
rez	rezivý,ryzí
rezerva	rezervoár,rezervovat
rezervovat	rezerva,rezervoár
rezervoár	rezerva,rezervovat
rezidovat	reziduovat
reziduovat	rezidovat
rezivý	rez
rezonance	rezonovat
rezonovat	rezonance
reální	reálný
reálný	reální
rešerše	rešeršovat
rešeršovat	rešerše
režie	režim
režim	režie
rival	Rive
robotika	biorobotika
rochat	rochňat,rochnit,zarochnout
rochnit	zarochnout,rochňat,rochat
rochňat	rochnit,rochat,zarochnout
rock	rockovat,rošt,rota
rockovat	rock
rodinkařit	Rodinov
rodit	Rodinov
rodopis	národopis,přírodopis
roh	rohovatý,rohovník,růže,rohož
rohlík	rohlíkář
rohlíkář	rohlík,Rohlík
rohovatý	roh,rohovník,rohovět,růže
rohovník	rohovatý,roh,rohovět
rohovět	rohovatý,hovět,rohovník
rohož	roh
roj	Rojka,Rojík,ráj,růže,oj,říje
rok	prorok,dok,úrok
role	Rol,Rolin,rolnička,rolovat
rolničit	rolnička
rolnička	rolničit,role,Rol,Rolin,rolovat
rolovat	Rol,rulovat,Rolin,role,rolnička
romantika	Roman
román	Roman,Romanov,Omán
ronit	Ronov
rorýs	rys,Rys
rosa	osa,vosa,růst
rota	rotovat,routa,Roth,Dorota,rock,Rotar,porota
rotovat	rota
roubat	roubit,rubat
roubit	roubat,Roub
roura	rourař
rourař	roura
rousat	dusat
routa	rota,router,Rouč,rutina,ruka
router	routa
rovinář	vinařit
rozblátit	zablátit,zblátivět,bláto
rozbojník	zbojník,zbojničit
rozbolavět	zbolavit
rozbolestnit	zbolestnět
rozbočit	zbočit,vbočit
rozbydlet	bydlet
rozbíhat	zbíhat,vybíhat,obíhat
rozbředat	bředat,vybředat,zabředat
rozbřesknout	zabřesknout
rozcapit	rozcápat
rozcensurovat	zcensurovat,odcensurovat,censurovat,procensurovat,docensurovat,vycensurovat,zacensurovat,nacensurovat
rozchlípit	vychlípit,odchlípit,vchlípit,vychlípět
rozchvátit	zchvátit,vychvátit,uchvátit,zchvácet
rozcitlivit	zcitlivit,rozcitlivět,zcitlivět
rozcitlivět	zcitlivět,rozcitlivit,zcitlivit
rozcápat	rozcapit,vycápat
rozdout	dout,zout,out,zarout
rozdírat	vdírat
rozdřípnout	dřepnout
rozebíhat	odebíhat
rozedrat	zedrat,zadrat
rozemílat	přemílat,rozmílat,zamílat
rozendat	odendat
rozeslat	přeslat,předeslat,odeslat,zaslat
rozesrat	zesrat,přesrat,odsrat,přisrat,prosrat,dosrat
rozestoupit	stoupit,vzestoupit,zastoupit,obestoupit
rozestřít	zastřít,předestřít,odestřít
rozesychat	rozesýchat,rozsychat,přesychat,osychat,přisychat,prosychat,sesychat,rozsýchat,přesýchat,zasychat,dosychat,vysychat
rozesýchat	rozesychat,rozsýchat,přesýchat,rozsychat,prosýchat,přesychat,osýchat,přisýchat,zasýchat,dosýchat,vysýchat,sesychat,osychat,prosychat
rozevzpomínat	rozvzpomínat
rozeznět	roznítit,přeznívat
rozeštkat	štkát,zaštkat
rozgeneralisovat	zgeneralisovat,vygeneralisovat,generalisovat,zageneralisovat,dogeneralisovat,přegeneralisovat
rozhlédat	zhlédat,hlédat,hledat,obhlédat,vyhlédat,prohlédat,ohlédat,dohlédat,nahlédat,vzhlédat,zhlednout,zahlédat
rozhodnout	pohodnout,dohodnout
rozhojnit	zhojnit,zhojnět
rozhoupnout	zhoupnout,houpnout,vyhoupnout,zahoupnout,vhoupnout,přehoupnout
rozhňahňat	ňahňat
rozinicialisovat	zinicialisovat,doinicialisovat,inicialisovat,odinicialisovat,nainicialisovat,přeinicialisovat,reinicialisovat
rozjařit	zjařit,Jar
rozjímat	podjímat,předjímat,vjímat
rozjívit	zjízvit
rozklofat	klofat
rozkládat	odkládat,dokládat,předkládat,vzkládat,vykládat,ukládat,donakládat,přikládat,kládat,zakládat,překládat
rozkol	kůl
rozkonsumovat	prokonsumovat,konsumovat,dokonsumovat,vykonsumovat,přikonsumovat
rozkotat	zarokotat
rozkoš	koš,Košík
rozkošatit	košatý,Košatka
rozkročit	kročit,vykročit,ukročit,nakročit,zakročit,vkročit
rozkvítat	zkvítat,odkvítat,dokvítat
rozkřídlit	okřídlit,zakřídlit
rozlejvat	rozlejzat
rozlejzat	prolejzat,dolejzat,rozlejvat,podlejzat
rozléhat	vyléhat
rozlétnout	rozlítnout
rozlíhat	vylíhat,dolíhat,líhat
rozlítit	rozlítnout,zlítit,zlít,líto
rozlítnout	rozlítit,rozlétnout,dolítnout,zlítit,přelítnout,ulítnout,nalítnout,zalítnout
rozlízat	lízat,podlízat,Lízal
rozmanitý	vymanit
rozmar	rozmarýn,nezmar,Marek
rozmarýn	Maryna,rozmar
rozmobilisovat	zmobilisovat,promobilisovat,umobilisovat,vymobilisovat,přemobilisovat,pomobilisovat,domobilisovat,odmobilisovat,omobilisovat,mobilisovat,zamobilisovat,přimobilisovat,namobilisovat,vmobilisovat,demobilisovat
rozmrzat	zmrzat,vymrzat,promrzat,omrzat,namrzat,umrzat
rozmáčknout	zmačknout,promáčknout,vymáčknout,namáčknout,odmáčknout,umáčknout,domáčknout
rozmílat	vymílat,promílat,přemílat,umílat,domílat,rozemílat,přimílat,zamílat
rozmítat	vymítat,promítat,omítat
roznítit	nítit,vznítit,znít,zanítit,rozeznět
rozněžnět	zněžnět,zněžnit
rozohnit	zohnit
rozpindat	pindat
rozplamenit	zplamenit,zplamenět,zplamenat
rozplítat	proplítat,oplítat,zaplítat,vyplítat,přeplítat,uplítat,splítat,doplítat,připlítat,podplítat,vplítat
rozpora	opora,rozporovat,spora,prapor
rozporovat	rozpora
rozprecisovat	precisovat,vyprecisovat,zaprecisovat,doprecisovat
rozprostranit	uprostranit
rozptýlit	zptýlit
rozpukat	vypukat
rozpulsovat	pulsovat
rozpínat	odpínat,vzpínat,podpínat
rozpřahat	rozpřáhat,vypřahat,zapřahat,odpřahat,přepřahat,připřahat,vzpřahat,vpřahat,napřahat,zprahat,spřahat,zpřahovat
rozpřádat	zapřádat,opřádat,upřádat,vypřádat,dopřádat,vpřádat,spřádat,rozpřáhat
rozpřáhat	rozpřahat,vpřáhat,vypřahat,rozpřádat,zapřahat,přepřahat,odpřahat
rozradostnět	zradostnět,zradostnit
rozresonovat	zresonovat,vyresonovat,doresonovat,resonovat,odresonovat,přeresonovat,zaresonovat
rozsedat	odsedat,dosedat
rozsocha	socha
rozsychat	rozsýchat,rozesychat,osychat,prosychat,dosychat,rozesýchat,vysychat,zasychat,sesychat,přesychat,přisychat,prosýchat,dosýchat,osýchat,usýchat,vysýchat
rozsystematisovat	systematisovat,dosystematisovat,nasystematisovat,přesystematisovat
rozsýchat	rozsychat,rozesýchat,osýchat,prosýchat,dosýchat,usýchat,vysýchat,rozesychat,přesýchat,zasýchat,osychat,přisýchat,prosychat,dosychat
roztláčet	dotláčet
roztrojit	ztrojit,trojice
roztrpčit	ztrpčit,ztrpčet,zatrpčit
roztínat	odtínat,podtínat
rozvaha	odvaha
rozvichřit	vichřit
rozvojář	vývojář
rozvoz	provoz,úvoz,přívoz,rozvářet
rozvrkočit	vrkoč
rozvrtit	uvrtit,vyvrtit,dovrtit,vrtět,povrtit,svrtit,zavrtit
rozvzpomnět	rozvzpomínat
rozvzpomínat	vzpomínat,rozevzpomínat,rozvzpomnět
rozvářet	vyvářet,dovářet,rozvoz,zavářet
rozšmaťchat	vyšmaťchat,sešmaťchat
rozšťourat	šťourat
rozžvykovat	ožvykovat,užvykovat,požvykovat
rozžírat	vžírat,sžírat,žíravý
rošt	růst,rock
rožnout	žnout
rubat	Rubák,roubat
rubín	Rubens
ruch	ruka
rudý	Ruda,zrudit
ruina	ruka
ruka	rukovat,ruch,ruina,paruka,routa
rukovat	ruka
rulička	Rulík,rulovat
rulovat	rolovat,rulička,Rulík
rum	Rusko
ruměnit	zaruměnět,ruměný,zruměnět
ruměný	ruměnit
rupat	dupat
rusý	Rusko,Rusín
rutina	routa
rvát	vát,řvát,ovce,ujec,oj
ryba	Rybák,Rybář
rychlobruslař	rychlobruslit
rychlobruslit	rychlobruslař
rychlonapínat	rychloupínat
rychloupínat	rychlonapínat
rychta	rychtovat
rychtovat	rychta
rys	rorýs,Ryk,ras
ryzí	rez
ryšavý	ryšavět
ryšavět	zryšavět,ryšavý
ráchat	rachat
rádio	radovat,rada,Radek,radar
rádlo	Radek
ráj	rajka,roj,Rojka,rajcovat
rákos	Rákosník,rak
rám	rámě,rámus,Rom
rámus	rámě,rám
rámě	rám,rámus,rameno
rána	raný,ranč,Rankov
ráčit	ráčkovat,rak
ráčkovat	ráčit,rak
rétor	rétorika,retina,ret
rétorika	rétor
rýha	rýže
rým	dým,rýma,rýmař
rýma	rýmař,rým,Rýmařov
rýmař	rýma,Rýmařov,rým
rýt	Rýn
rýže	rýha
růst	Zrůst,rošt,rosa,různý,Rusko,oj
různý	růst
růže	roh,roj,rohovatý,Rojka
sacharid	sacharin,Sacharov
sacharin	Sacharov,sacharid
sadit	Sadil,odsadit,Sádek,Sadov,sadovník,podsadit
sadovník	Sadov,Sádek,sadit,Sadil
sahat	zasahat,vsahat
sajdkára	sajdkárkros
sajdkárkros	sajdkára
sak	sako,Kosák,sosat,sok,Sasko,sát
sako	sak,Sasko,kosa,Kosák,vosa,sáknout,Sosna,sosat,osa
sakrament	zasakramentovat
salaš	salašit
salašit	salaš
salát	sálat
samec	samet
samet	samec,Sámos
samokonfigurovat	konfigurovat
samolikvidovat	samozlikvidovat
samonasávat	samonaštvat
samonaštvat	samonasávat
samorozpoznat	samorozpínat
samorozpínat	samorozpoznat
samota	samotařit
samotařit	samota
samouzavírat	samozavírat
samozatmavovat	samozatmívat
samozatmívat	samozatmavovat
samozavírat	samouzavírat
samozlikvidovat	samolikvidovat
samozvaný	Samoa
sandinista	Sandino
sandál	Sandino
sanita	sanitovat,sanovat,saně,sankce,sáňkář
sanitovat	sanita,sanovat
sankce	sankciovat,sáňkář,saně,sanita
sankciovat	sankce
sanovat	saně,sanita,sanitovat,asanovat
santal	Santana
saně	sankce,sanovat,sát,savo,sanita,seno,sosat,vosa
sardinka	sardinkář,Sardinie,Sardon
sardinkář	sardinka,Sardinie
satira	satyr
saturovat	Saturn
satyr	satira
savana	savo
savo	savana,saně,sosat,sát,Savoj
scelit	zcelit
schlemstnout	vychlemstnout
schroupnout	uchroupnout,zachroupnout
schroustnout	zachroustnout
schrána	schránět,naschránit,uschránit
schránět	naschránit,uschránit,schrána,chránit
schvátit	zchvátit,vychvátit
scout	Scott,Scot
scvrkat	cvrkat
scénografie	stenografie,oceánografie
sebenaplňovat	sebevyplňovat
sebeobnovovat	sebeobviňovat,sebeoslovovat,sebeobětovat
sebeobviňovat	sebeobnovovat
sebeobětovat	sebeobnovovat,sebeubíjet
sebeomlouvat	sebepřemlouvat
sebeoslovovat	sebeobnovovat
sebeočišťovat	sebeznečišťovat
sebeparodie	sebeparodizovat
sebeparodizovat	sebeparodie
sebepolepšovat	sebevylepšovat
sebeprodat	sebeprosazovat
sebeprodukovat	sebereprodukovat
sebeprosazovat	sebeprodat
sebepřemlouvat	sebeomlouvat
sebepřeplňovat	sebevyplňovat
sebereprodukovat	sebeprodukovat
sebeubíjet	sebeobětovat
sebeudat	sebeudavač
sebeudavač	sebeudat
sebeuspokojit	sebeuspokovat
sebeuspokovat	sebeuspokojit
sebevylepšovat	sebezlepšovat,sebepolepšovat
sebevyplňovat	sebenaplňovat,sebepřeplňovat
sebezlepšovat	sebevylepšovat
sebeznečišťovat	sebeočišťovat
sebezpyt	sebezpytovat
sebezpytovat	sebezpyt
secese	seno
sedlat	Sedlák,Sedlec
sedmdesátník	osmdesátník
segregovat	agregovat
seismologie	kosmologie
sekat	sekce,setkat
sekce	sekta,set,sekat,seno
sekretář	podsekretář
sekta	sekce
sekvence	sekvencovat,sekvenovat
sekvencovat	sekvence,sekvenovat
sekvenovat	sekvencovat,sekvence
sekyra	sekýrovat,sekýrník
sekýrník	sekyra,sekýrovat
sekýrovat	sekyra,sekýrník
selekce	selektiva,selektovat
selektiva	selektovat,selekce
selektovat	selektiva,selekce
semeno	semický,osemenit
semický	semita,semiš,semeno,seminář
seminář	semický
semita	semický,Semily,semitizmus
semitizmus	semita
semiš	semický
sen	seno,set,Seneka,zen,síň,senát,den,skin,sít,ven
senderista	Sender
seno	senát,sen,set,Seneka,síci,siena,sát,sít,vyosit,sivý,saně,secese,sto,vosk,skin,Svatý,svatý,svat,sekce,Oset
sentimentalismus	mentalismus,sentimentální
sentimentální	zesentimentálnit,sentimentalismus,zesentimentálnět
senzibil	senzibilní
senzibilní	senzibil
senzitiv	senzitivní
senzitivní	senzitiv
senát	seno,siena,sen,Seneka
septik	septima
septima	septik
seraf	Serafína
server	servírovat
servírovat	server
sesedat	vysedat,dosedat,vsedat,odsedat,přisedat
seslat	odeslat
sesmekat	smekat,vysmekat,posmekat
sesout	vysout,vsout
sestehnout	nastehnout,přistehnout
sesychat	osychat,přesychat,dosychat,přisychat,vysychat,rozesychat,zasychat,rozsychat,prosychat,osýchat,přesýchat,dosýchat,vysýchat,rozesýchat,přisýchat,zasýchat
sesynchronisovat	přesynchronisovat,přisynchronisovat,nasynchronisovat,usynchronisovat,dosynchronisovat,resynchronisovat,synchron
set	Oset,sít,sto,seno,sát,sekce,sen,setkat,vset,Osetie,sítina,osev,zet,ovce,vyosit,Stoy,snout,sova,Sova
setkat	set,sekat
sever	Severa
sex	sexovat
sexovat	sex
sezam	seznam
seznam	sezam
sezóna	zóna
sešeřit	šeřit,zešeřet
sešikmit	zešikmit,zešikmět
seškrtat	škrtat,podškrtat
sešmaťchat	vyšmaťchat,rozšmaťchat
sféra	ionosféra
siena	siný,sinus,skin,seno,síci,Siva,senát,sivý,Sova,sova,Sisa,skica
signalisovat	dosignalisovat,odsignalisovat,zasignalisovat,prosignalisovat
silan	silon
silice	silika,silt
silika	silice,silikát,silt
silikát	silika
silon	silan
silt	silice,síla,silika
simulovat	disimulovat
sinus	siný,siena
siný	sinus,siena,sivý,skin
sirý	síra,Usir,Osiris
sisal	Sisa
sitár	Istar
sivý	Siva,osivo,sít,vyosit,sova,Sova,siný,siena,seno
skalkařit	Skalka,skalničkařit
skalničkařit	skalkařit,Skalník
skalp	skialp
skalár	Skalka
skandalisovat	zeskandalisovat
skejt	skejťák
skejťák	skejt
skiagrafie	ideografie
skialp	skalp
skica	skicnout,skin,siena
skicnout	skica,oškicnout,přeškicnout,doškicnout
skikros	kiks
skin	iks,skica,siena,vosk,síci,Sion,sen,siný,kino,seno
skladnit	zkladnit
sklamat	klamat
sklep	sklepník,sklepit,klep
sklepit	sklepák,sklepník,usklepnit,sklep
sklepník	usklepnit,sklep,sklepit,sklepák
sklepák	sklepit,sklepník
sklo	kilo
sklovatět	zesklovatět
skládat	přikládat,dokládat,kládat,překládat,předkládat,odkládat
skokan	předskokan
skolit	zakolit
skomírat	zkomírat
skopec	kopec
skot	Scot,Skyt
skořice	kořit
skrečovat	krečovat
skromný	uskromnit
skrovný	uskrovnit,zeskrovnit
skruž	vyskružit
skupina	Skupa
skvět	květ
skála	Skalka,Skalice,Skalník
skýtat	naskýtat,vyskýtat
skřivan	skříň
skřípat	skřípět
skřípět	skřípat
skříň	skřivan
slabika	slabý,uslabit
slabý	slabika
slad	sladký,sladit,sladovník,sladovničit,sled
sladit	sladký,slad,sladovník,sladovničit
sladký	sladit,slad,sladovník,sladovničit
sladovničit	sladovník,slad,sladit,sladký
sladovník	sladovničit,slad,sladit,sladký
slalom	slalomovat
slalomovat	slalom
slamovat	sláma
slanit	Slanec
slavit	slavík,Slávie,Slavia,Sláva,Slavník
slavík	slavit,Slávie,Slavník,Sláva
sled	slez,Slezsko,slída,slad,sliz
slepičář	Slepička,naslepičit
slepý	Slepička
slez	Slezsko,sled,sliz
slina	slín,Olina,sliz,slíva,sloj,Sláva
sliz	slez,slina,Slezsko,sled
sloh	sluha
sloj	Slovan,slina
slon	slunce,Slovan
sloup	sloupkář,sloupkař,slout
sloupkař	sloupkář,sloup
sloupkář	sloupkař,sloup,slout
slout	sloup,slynout,sloupkář
sloužit	dloužit
sluha	sloh
slunce	slon
slušet	slyšet
slynout	slout
slyšet	slušet
sláma	slamovat
slída	slídit,sled
slídit	slída
slín	slina,slíva
slíva	slín,slina
smekat	sesmekat,vysmekat,posmekat
smetana	smetat,smetí
smetat	smetana,smetí,smítat
smetí	smeč,smět,smetat,smetana
smeč	smetí
smradit	zasmradit
smrk	sýr
smrákat	zamrákat
smutit	smutný,Smutný
smutný	smutit
smykat	mykat
smích	Smíchov
smírný	směr
smítat	smetat
směr	smírný
smět	Smělý,smetí
smůla	Smola
snadný	znesnadnit
snop	nop
snout	sto,sát,set
snědý	sněm
sněm	sněmovat,snědý
sněmovat	sněm
sobec	násobit,osobit
socha	rozsocha
socialismus	zesocialisovat
sociální	zesociálnit
soda	sud,osud,Sodoma,dioda
soja	Sova,sova
sok	dok,nok,suk,sak,kov,Kosák
solar	dolar
solida	solidární
solidární	solida
solvence	insolvence
soma	Sodoma
someliér	sommeliér
sommeliér	someliér
somrák	mrak
sonet	sonáta
sonografie	fonografie,monografie
sonáta	sonet
sorbovat	adsorbovat,absorbovat
sosat	Sosna,savo,sak,saně,sako,sát
soudit	udit
soukat	zukat,dukát,pšoukat,vnoukat
soukromničit	soukromý
soukromý	soukromničit
soustruh	pstruh
souřadný	ouřad
sova	Sovík,Siva,sivý,osa,vosa,siena,soja,set
sovět	Sovík
spad	přepad,spam,Padova
spam	spamovat,spad
spamovat	spam
specialisovat	přespecialisovat,zespecialisovat
specifikovat	specifikum
specifikum	specifikovat
spedice	speditér
speditér	spedice
spinning	Spina
spiritualista	spirituál
spirituál	spiritualista
splasknout	plasknout
sploštit	zploštit,oploštit,zploštět,Ploština,oploštět
spláchnout	opláchnout,vypláchnout,pláchnout,propláchnout,ošpláchnout
splítat	oplítat,přeplítat,vyplítat,proplítat,rozplítat,připlítat,zaplítat,uplítat,podplítat,vplítat,doplítat
spodobit	zpodobit,připodobit,napodobit,vypodobit
společný	zespolečnit
spolkař	spolkařit,spolčit
spolkařit	spolkař,spolčit
spolu	spoluvina
spoludotvářet	spoluutvářet
spolufinacovat	spolufinancovat
spolufinancovat	spolufinacovat
spolunažívat	spolužít
spoluodpovídat	spoluzodpovídat
spoluovládat	spoluvládnout
spolupoužít	spoluprožít,spoluužívat
spolupracovat	spolupřepravovat
spoluprovozovat	spolupřepravovat
spoluprožít	spolupoužít
spolupředat	spolupředsedat
spolupředsedat	spolupředat
spolupřepravovat	spolupřipravit,spolupracovat,spoluprovozovat
spolupřipravit	spolupřepravovat
spolutvořit	spoluvytvořit
spoluutvářet	spoludotvářet
spoluučinkovat	spoluúčinkovat
spoluužívat	spolupoužít
spoluvina	spolu
spoluvládnout	spoluovládat
spoluvytvořit	spolutvořit
spoluzodpovídat	spoluodpovídat
spoluúčinkovat	spoluučinkovat
spolužít	spolunažívat
spoléhat	poléhat,spolíhat
spolíhat	spoléhat
spolčit	spolkař,spolkařit
spor	spora,sporý,Sporck,spořit,sport
spora	spor,sporý,Sporck,spára,opora,rozpora,sport
sport	spurt,Sporck,spora,port,spurtovat,spor,sporý
sporý	spora,spor,Sporck,spára,sport
spočíst	spočívat,přepočíst
spočívat	odpočívat,spočíst
spořit	přespořit,podpořit,spor
spravedlivý	spravedlný
spravedlný	spravedlivý
sprej	prvý
sprostit	oprostit,sprostý,zprostit,zprostit,vyprostit,zesprostět
sprostý	sprostit,prostý
sprosťačit	zesprosťačet
sprovodit	vyprovodit,doprovodit
spurt	spurtovat,sport,spurtér
spurtovat	spurt,sport
spurtér	spurt
spára	pára,spora,sporý
spát	pospat,přispat,naspat,spět,opat
spíchat	pospíchat,spěchat,píchat
spíjet	spíž
spíž	spíjet,Spina
spěchat	spíchat,pospíchat
spět	Spěvák,spát,opět,zpět
spřahat	odpřahat,připřahat,přepřahat,vypřahat,zapřahat,vpřahat,rozpřahat,napřahat
spřádat	opřádat,zapřádat,vypřádat,dopřádat,upřádat,vpřádat,rozpřádat
srab	srabař
srabař	srab
srkat	prosrkávat
srnec	Srník,Srna,srát
srp	sýr
srát	přesrat,dosrat,přisrat,odsrat,prosrat,srnec
sráz	Srna
sršatý	sršet
sršet	sršatý,sršeň
sršeň	sršet
stabilisovat	dostabilisovat,nastabilisovat,přistabilisovat,ustabilisovat,zastabilisovat
standardisovat	zestandardisovat
stanovit	Staník,Staňkov
star	starý,Istar,Stoy,starat
starat	start,star,starý
staromil	staromilec
staromilec	staromil
start	starat
starý	star,starat,Stoy
statika	statistika,statovat,stát,stát,stát,ostat,dostat
statistika	statika,ostat,statovat
statovat	stát,stát,stát,statika,ostat,dostat,statistika
steh	nastehnout,stěhovat
