word	etymology	is_loan
mašle	deu	loan
mašlovačka		native
maštal	gmh	loan
mat	deu,ita,pes	loan
máta		native
matador	spa,lat	loan
maté	spa	loan
matěj	ell	loan
matematika	lat,ell	loan
materiál	deu,lat	loan
mateřídouška		native
matice	deu	loan
matiné	fra,lat	loan
matjes	nld,dum	loan
matka		native
matný	gmh	loan
mátoha		native
matrace	deu,gmh,ita	loan
matriarchát	lat,ell	loan
matrice	deu,fra,lat	loan
matrika	lat	loan
matrona	lat	loan
maturita	deu,lat	loan
mauzoleum	lat,ell	loan
mávat	dsb	loan
maxi-	lat	loan
maximum	lat	loan
máz	gmh	loan
mazat		native
mázdra		native
mazlit se		native
mazurka	pol	loan
mazut	rus,tat,ara	loan
mdlý		native
mě		native
meandr	fra,lat,ell	loan
meč		native
mečbol	eng	loan
mečet		native
med		native
měď		native
medaile	deu,fra,ita,lat	loan
mediální	deu,lat	loan
medicína	lat	loan
medikament	deu,lat	loan
meditovat	lat	loan
médium	deu,lat	loan
medle		native
meduňka		native
medúza	ita,fra	loan
medvěd		native
mega-	ell	loan
megalomanie	lat,ell	loan
megera	lat,ell	loan
mech		native
měch		native
měchačka		native
mechanika	lat,ell	loan
mejdan	srp,hrv,pes	loan
mekat		native
měkký		native
mektat		native
mela		native
melancholie	lat,ell	loan
melasa	fra,lat	loan
meliorace	lat	loan
melírovaný	deu,fra,fro,lat	loan
mělký		native
mělnit		native
melodie	lat,ell	loan
melodram	ell	loan
melouch	deu	loan
meloun	deu,ita,lat	loan
membrána	lat	loan
memento	lat	loan
memoáry	fra,lat	loan
memorandum	lat	loan
memoriál	eng,lat	loan
memorovat	deu,lat	loan
měna		native
menáž	fra,fro,lat	loan
mendík	lat	loan
méně		native
menhir	fra,bre	loan
meningitida	lat,ell	loan
meniskus	lat,ell	loan
měnit		native
menopauza		loan
menstruace	lat	loan
menší		native
mentalita	deu,fra,eng,lat	loan
mentol	deu,lat	loan
mentor	ell	loan
menu	fra,lat	loan
menuet	fra	loan
menza	lat	loan
merčit	deu	loan
merenda	ita,lat	loan
mergle	deu	loan
meridián	lat	loan
meritum	lat	loan
meruňka	lat	loan
měřit		native
mesianismus	lat	loan
měsíc		native
mést		native
mestic	spa,lat	loan
město		native
meškat		native
mešní		native
mešuge	deu	loan
meta	lat	loan
meta-	ell	loan
metabolismus	ell	loan
metafora	ell	loan
metafyzika	lat,ell	loan
metál	fra,ita,deu	loan
metalurgie	ell	loan
metamorfóza	ell	loan
metastáza		loan
metat		native
metateze	ell	loan
meteor	deu,lat	loan
meteorologie	ell	loan
metér	fra,lat	loan
metla		native
metoda	deu,lat,ell	loan
metonymie	lat,ell	loan
metr	fra,ell	loan
-metr	ell	loan
metro	fra	loan
metronom	fra,ell	loan
metropole	deu,lat,ell	loan
metrum	lat,ell	loan
metyl	deu,fra,ell	loan
mez		native
mezanin	fra,ita,lat	loan
mezek	sqi,ine	loan
mezera		native
mezi		native
mezulán	deu,ita	loan
mezzosoprán	ita,lat	loan
mhouřit		native
mi		native
míca		native
míč		native
migrace	lat	loan
migréna	deu,fra,lat,ell	loan
míhat (se)		native
mícha		native
míchat		native
míjet		native
mikádo	jpn	loan
mikro-	ell	loan
mikrob	fra,ell	loan
mikrobus	eng	loan
mikrofiš	fra,lat	loan
míle	gmh,lat	loan
milénium	lat	loan
mili-	fra,lat	loan
miliarda	deu,fra	loan
milice	deu,lat	loan
milion	ita,lat	loan
militarismus	deu,fra,lat	loan
milost		native
milý		native
mim	lat,ell	loan
mimikry	deu,eng,lat	loan
miminko		native
mimo		native
mimóza	lat,ell	loan
mina	deu,fra,fro	loan
minaret	deu,fra,tur,ara	loan
mince	deu,goh,lat	loan
mincíř	slk,hun,deu	loan
mindrák	deu	loan
minerál	deu,lat	loan
mini-	lat	loan
miniatura	ita	loan
minimax	lat	loan
minimum	lat	loan
ministr	deu,fra,lat	loan
ministrant	deu,lat	loan
mínit		native
minium	lat	loan
miňonka	fra	loan
minorita1	deu,fra,eng,lat	loan
minorita2	lat	loan
minout		native
minuciózní	lat	loan
minus	lat	loan
minuskule	lat	loan
minuta	deu,lat	loan
mír		native
míra		native
mirabelka	deu,fra,ita,ell	loan
mirakulum	lat	loan
-mírat		native
mírný		native
mířit		native
mísa		native
misál	lat	loan
mise	lat	loan
misie	lat	loan
mísit (se)		native
miss	eng,fro,lat	loan
místo		native
mistr	lat	loan
mistral	fra,lat	loan
míšeň	deu	loan
mišmaš	deu	loan
mišpule	lat,ell	loan
mišuge	deu	loan
mišuňk	deu	loan
mít		native
-mítat		native
mítink	eng,gem	loan
mitra	lat,ell	loan
mix	eng,lat	loan
míza		native
mizantrop	fra,ell	loan
mizera		native
mizet		native
*mizina		native
-mknout		native
mladý		native
mláka		native
mlaskat		native
mlat		native
mláto		native
mlčet		native
mléko		native
mlezivo		native
mlha		native
mlít		native
mlok	deu	loan
mlsat		native
mluvit		native
mlýn		native
mlž	pol	loan
mne		native
mnemotechnický	ell	loan
mnich		native
mník	hsb	loan
mníti	pol,chu	loan
mnohý		native
mňoukat		native
mnout		native
mobilizovat	fra,lat	loan
mobilní	deu,fra,lat	loan
moc		native
moci		native
močál		native
močit		native
móda	deu,fra,lat	loan
modální	lat	loan
model	deu,fra,ita,lat	loan
modem	eng	loan
moderátor	deu,lat	loan
moderní	lat	loan
modifikovat	lat	loan
modla	prg	loan
modlit se		native
modrý	hsb	loan
modulace	lat	loan
mohamedán	deu	loan
mohér	eng,ara	loan
mohutný		native
mohyla		native
mochna	ukr	loan
mok		native
moka	deu,ara	loan
mokasín	eng	loan
moknout		native
mokrý		native
mol1		native
*mol2		native
mol3	fra,lat	loan
*moldánky	ron	loan
molekula	fra,lat	loan
moll	lat	loan
molo	ita,lat	loan
moloch	lat,ell,heb	loan
molybden	fra,lat,ell	loan
moment	deu,lat	loan
monarchie	lat,ell	loan
mondénní	fra,lat	loan
monetární	lat	loan
monitor	eng,lat	loan
mono-	ell	loan
monoftong	lat,ell	loan
monogamie	lat	loan
monogram	lat	loan
monokl	deu,fra,lat	loan
monokultura	lat	loan
monolit	lat,ell	loan
monolog		loan
mononukleóza	eng,lat	loan
monopol		loan
monopost	eng	loan
monotónní	deu,fra,lat,ell	loan
monsignore	ita,lat	loan
monstr-	fra	loan
monstrance	lat	loan
monstrózní	lat	loan
monstrum	deu,lat	loan
montovat	deu,fra,lat	loan
monument	lat	loan
monzun	deu,eng,ita,por,ara	loan
mop	eng	loan
moped	deu	loan
mopslík	deu,nld	loan
mor		native
morální	lat	loan
moratorium	lat	loan
morbidní	fra,lat	loan
morče	deu	loan
mord	gmh,goh	loan
morda	pol	loan
mordi(j)e	fra	loan
morek	deu	loan
moréna	deu,fra	loan
moresy	lat	loan
morfém	ell	loan
morfium	ell	loan
morfologie	ell	loan
morous	lat	loan
morseovka		loan
mortadela	ita,lat	loan
mortalita	lat	loan
moruše	lat,ell	loan
morytát	deu	loan
moře		native
mořit1		native
mořit2		native
mosaz	hsb	loan
moskyt	deu,spa,lat	loan
most		native
mošna		native
mošt	bar	loan
motat		native
motel	eng	loan
moteto	ita	loan
motiv	deu,lat	loan
moto	ita	loan
moto-	deu,lat	loan
motocykl	fra	loan
motokros	eng	loan
motolice		native
motor	deu,lat	loan
motorest	eng	loan
motouz		native
motovidlo		native
motyka		native
motýl		native
moudí	hsb	loan
moudrý		native
moucha		native
mouka		native
moula	ita,lat	loan
mour		native
mourovatý		native
mouřenín	lat	loan
movitý		native
mozaika	deu,fra,ita,lat	loan
mozek		native
mozol		native
moždíř	gmh	loan
mrak		native
mrakodrap		native
mramor	lat	loan
mrav		native
mravenec		native
mráz		native
mrdat		native
mrhat		native
mrholit		native
mrcha		native
mrkat		native
mrkev		native
mrmlat		native
mrně		native
mrož	rus	loan
mrskat	hsb	loan
mršina		native
mrštit		native
mrť		native
mrtvý		native
mručet		native
mrva		native
mrzák		native
mrzet		native
mrznout		native
mrzutý		native
mřenka		native
mřít		native
mříž		native
msta		native
mše		native
mšice		native
mučit		native
mudrc		native
muflon	fra,ita,lat	loan
muchlat		native
muchomůrka		native
můj		native
muka		native
muknout		native
mul1	ita,lat	loan
mul2	deu,eng	loan
mulat	deu,spa	loan
mulda	deu,lat	loan
multi-	lat	loan
mumie	deu,ita,lat,ara,pes	loan
mumlat	hsb,deu	loan
mumraj	deu,fra,frm,spa	loan
mundúr	deu	loan
munice	deu,frm,lat	loan
můra	hsb	loan
muréna	lat,ell	loan
muset		native
muskulární	lat	loan
muslim	ara	loan
mustang	eng,spa	loan
mustr	deu,ita,lat	loan
mušelín	deu,fra,ita	loan
muškát	gmh	loan
mušketa	deu,fra,ita,lat	loan
mušle	deu,goh,lat	loan
mutace	lat	loan
múza	lat	loan
muzeum	deu,lat,ell	loan
muzika	lat,ell	loan
muzikál	eng	loan
muž		native
my		native
mýdlo		native
mykat		native
mykologie	ell	loan
mýlit (se)	dsb	loan
myokard	ell	loan
myrha	lat,ell	loan
myriáda	deu,eng,ell	loan
myrta	deu,lat,ell	loan
mys	rus	loan
mysl		native
myslivec		native
mystérium	lat,ell	loan
mystifikace	ell	loan
mystika	lat,ell	loan
myš		native
mýt		native
mýtina		native
mýto		native
mýtus	lat,ell	loan
mýval	deu	loan
mzda	hsb,chu	loan
mžik		native
mžít		native
mžourat		native
-ň		native
na1		native
na2		native
nabob	eng	loan
náboj	deu	loan
nábor		native
nábytek		native
nácek	deu	loan
nacionále	lat	loan
nacionální	deu,fra,lat	loan
nacismus	deu	loan
-náct		native
náčelník		native
náčiní		native
nad		native
nadace		native
nadávat		native
nádhera	gmh	loan
nadchnout		native
nadir	ara	loan
nadívat		native
nádoba		native
nádor		native
nádraží		native
ňadro		native
nadšení		native
ňafat		native
nafta	deu,lat,ell,pes	loan
náhlý		native
náhoda		native
náhrada		native
nahý		native
nach		native
naivní	deu,fra,lat	loan
najáda	fra,ell	loan
nájem		native
najít		native
námaha		native
námel		native
náměstek		native
náměstí		native
námět		native
namítat		native
nandu		loan
napalm	eng	loan
naparovat se		native
náplast	lat	loan
napojit		native
napospas	ita	loan
narafičit	lat,ell	loan
náramek		native
náramný		native
narativní	lat	loan
narcis	deu,lat,ell	loan
narcis(is)mus	deu,lat,ell	loan
narkomanie		loan
narkóza		loan
národ		native
nárok		native
nárt	hsb	loan
náruživý		native
narval	deu,swe,dan	loan
nářadí		native
nářečí	rus	loan
naschvál		native
násobit		native
nasupit se		native
náš		native
nať		native
natalita	lat	loan
natož		native
natrium	fra,ara,egy	loan
nátura	lat	loan
naturálie	lat	loan
naturalismus	fra,lat	loan
naturalizovat	fra,lat	loan
naturel	fra	loan
náves		native
návěští		native
navigace	lat	loan
navinulý		native
návladní		native
navštívit		native
nazála	deu,lat	loan
nazdar		native
ne		native
ně-		native
nebe		native
nebo		native
nebohý		native
neboť		native
nebozez	hsb	loan
nebožtík		native
necesér	fra,lat	loan
necky		native
neděle		native
nedomrlý		native
neduh		native
nedutat		native
negace	lat	loan
negližé	fra,lat	loan
negr	deu,fra,spa,por,lat	loan
negramotný	rus,ell	loan
něha	rus	loan
nehet		native
nehoda		native
nehorázný		native
nechat		native
nechť		native
nej-		native
nejapný	hsb	loan
nekalý		native
nekňuba		native
nekro-	ell	loan
nekropole	ell	loan
nektar	lat,ell	loan
nelzon		loan
nemehlo		native
nemoc		native
nemotorný		native
nemovitost		native
němý		native
nenávidět		native
není		native
neo-	ell	loan
neolit	ell	loan
neologismus	ell	loan
neomalený		native
neon	eng,ell	loan
neplecha		native
nepotismus	ita,lat	loan
nerost		native
nerudný		native
nerv	lat	loan
nervózní	deu,fra,lat	loan
neřád		native
neřest		native
nesmírný		native
nést		native
nestor	ell	loan
nešpory	lat	loan
nešť		native
neštovice		native
nešvar		native
neteř		native
netopýr		native
netto	ita,lat	loan
neuralgie	lat,ell	loan
neurastenie	ell	loan
neuro-	ell	loan
neuróza	lat,ell	loan
neutrální	lat	loan
neutron	lat	loan
neutrum	lat	loan
nevalný		native
nevěsta		native
nevod		native
nevražit		native
nevrlý		native
newton	eng	loan
nezbedný		native
ni		native
nic		native
ničit		native
nihilismus	lat	loan
nika	ita	loan
-nikat		native
nikl	deu,swe	loan
nikoli		native
nikotin	deu,fra	loan
nimbus	lat	loan
niněra		native
nirvána		loan
nístěj		native
nit		native
nítit		native
nitro		native
nitro-	deu,lat,ell,egy	loan
niva		native
nivelizovat	deu,fra,frm,fro,lat	loan
nivó	fra	loan
nízký		native
no		native
noblesa	fra,lat	loan
noc		native
noetika	ell	loan
noha		native
nok	deu,ine	loan
nokturno	ita,lat	loan
-nom	ell	loan
nomád	lat,ell	loan
nomenklatura	lat	loan
-nomie	ell	loan
nominální	fra,lat	loan
nominativ	lat	loan
nominovat	lat	loan
non-	lat	loan
noneto	ita,lat	loan
nonius	por	loan
nonkonformismus	eng	loan
nonsens	eng,fra,lat	loan
nonstop	eng	loan
nonšalantní	fra	loan
nopál	spa	loan
nora		native
nordický	deu	loan
norek		native
norma	lat	loan
nořit (se)	deu,lat	loan
nos		native
nosit		native
nosorožec		native
nostalgie	lat,ell	loan
nostrifikace	lat	loan
nota	lat	loan
nóta	eng,fra,lat	loan
notabene	lat	loan
notář	deu,lat	loan
notes	fra,eng	loan
noticka	deu,fra,lat	loan
notný	lat	loan
notorický	deu,lat	loan
nouze		native
novátor	lat	loan
novela1	ita,lat	loan
novela2	lat	loan
novic	lat	loan
novum	lat	loan
nový		native
nozdra		native
nu		native
nuance	fra,lat	loan
nudismus	lat	loan
nudit (se)		native
nudle	deu	loan
nugát	fra,lat	loan
nukleus	eng,lat	loan
nula	lat	loan
numero	ita,lat	loan
numizmatika	deu,lat,ell	loan
nuncius	lat	loan
nůsek		native
nůše		native
nutit	hsb	loan
nutkat		native
nutrie	spa,lat	loan
nuzný		native
nůž		native
nuže		native
nýbrž		native
nylon	eng	loan
nymfa	lat,ell	loan
nymfomanie	lat,ell	loan
nyní		native
nýt1	deu	loan
nýt2	ine	loan
o		native
ó		native
oáza	deu,lat,ell,egy	loan
ob		native
ob-		native
oba		native
obalit		native
obapolný		native
obdélník		native
obec		native
oběd		native
obelisk	deu,lat,ell	loan
oběsit		native
oběť		native
obezita	lat	loan
obezřetný		native
obchod		native
obilí		native
obinadlo		native
objekt	lat	loan
objem		native
obklíčit		native
oblak		native
oblast	srp,hrv,chu	loan
oblázek		native
obléci (se)		native
obleva		native
obličej		native
obligace	lat	loan
obloha		native
oblouk		native
obluda		native
oblý		native
obočí		native
obojek		native
obojetný		native
obol(us)	lat,ell	loan
obor		native
obora		native
obořit se		native
obout		native
obr	hsb	loan
obratel		native
obrátit		native
obraz		native
obrna		native
obrnit		native
obrok		native
obrtlík		native
obruč		native
obřad		native
obscénní	lat	loan
observatoř	lat	loan
obstarožní		native
obstrukce	lat	loan
obušek		native
obuv		native
obvod		native
obvyklý		native
obyčej		native
obzor		native
obžerství		native
oc(i)tnout se		native
ocas		native
oceán	lat,ell	loan
ocel	hsb	loan
ocelot	fra	loan
ocet		native
ocún		native
očistec	lat	loan
očkovat		native
od		native
óda	deu,lat,ell	loan
odbor		native
oddenek		native
odemknout		native
odér	fra,lat	loan
oděv		native
odezva		native
odchlípnout (se)		native
odít (se)		native
odkráglovat	deu	loan
odkud		native
odpočinout si		native
odpor		native
odpustit		native
odročit		native
odrůda		native
odsud		native
odtud		native
odtušit	ine	loan
odulý		native
odvaha	deu	loan
odveta	deu	loan
odvětit		native
ofenziva	deu,fra,fro,lat	loan
oficiální		loan
oficír	deu,fra,lat	loan
ofina		native
ofsajd	eng	loan
ofset	eng	loan
ogar	tur.	loan
oh		native
oháňka		native
oharek		native
ohař		native
ohavný		native
ohebný		native
oheň		native
ohon	pol	loan
ohromný		native
ochechule		native
ochočit		native
ochota		native
ochrnout		native
-oid	eng,ell	loan
oj		native
oj(oj)		loan
o.k.	eng	loan
okap		native
okarína	ita,lat	loan
okázalý		native
okazionální	lat	loan
oklika		native
okluze	lat	loan
okluziva	lat	loan
okno		native
oko		native
okolo		native
okoralý		native
okoun		native
okounět		native
okov		native
okr	deu,lat,ell	loan
okres	pol	loan
okrsek		native
okřát	hsb	loan
okřín	hsb	loan
oktan	lat	loan
oktáva	lat	loan
okteto	ita,lat	loan
oktrojovat	deu,fra,lat	loan
okuje		native
okulár	deu,lat	loan
okultní	lat	loan
okupovat	lat	loan
okurka		native
olbřím	pol	loan
oleandr	deu,ita,lat	loan
olej		native
oligarchie	ell	loan
oligofrenie	ell	loan
oliva	lat,ell	loan
olovo		native
olše		native
oltář		native
olympiáda	ell	loan
omáčka		native
ombudsman	swe	loan
omdlít		native
omega	ell	loan
oměj	pol	loan
omeleta	fra	loan
omítka		native
omnibus	fra,lat	loan
omráčit		native
omšelý		native
on		native
ondulace	fra,lat	loan
onehdy		native
onen		native
onikat		native
onkologie	ell	loan
onomastika	ell	loan
onomatopoický	lat,ell	loan
ontogeneze	ell	loan
ontologie	ell	loan
onuce		native
onyx	lat,ell	loan
opak		native
opál	lat,ell	loan
opánek		native
opar		native
opat	goh,lat	loan
opatrný		native
opce	lat	loan
opera	ita,lat	loan
opereta	ita	loan
operovat	deu,lat	loan
opět		native
opice		native
opium	lat,ell	loan
oplatka		native
oplzlý		native
oponovat	lat	loan
oportunismus	fra,lat	loan
opovážit se	deu	loan
opovrhovat		native
opozice	lat	loan
oppidum	lat	loan
oprať		native
oprudit se		native
optativ	lat	loan
optika	lat,ell	loan
optimální	deu,lat	loan
optimismus	deu,fra,lat	loan
opuka		native
opulentní	lat	loan
opus	lat	loan
orální	lat	loan
orangutan	zlm	loan
oranžový	fra	loan
orat		native
oratorium	lat	loan
orbitální		loan
ordinace	lat	loan
ordinář	lat	loan
ordinérní	deu,fra,lat	loan
orel		native
orgán	lat,ell	loan
organizovat	deu,fra,lat	loan
orgasmus		loan
orgie	deu,lat,ell	loan
orchestr	deu,fra,lat,ell	loan
orchidej	fra,lat,ell	loan
orientální	lat	loan
orientovat (se)	fra	loan
originál	deu,lat	loan
orkán	deu,nld,spa	loan
orloj	lat,ell	loan
ornament	lat	loan
ornát	lat	loan
ornitologie	ell	loan
oro-	ell	loan
orobinec	rus	loan
orodovat		native
orsej		native
ortel	gmh	loan
orto-	ell	loan
ortodoxní	lat,ell	loan
ortoepie	ell	loan
ortografie	lat,ell	loan
ortopedie	ell	loan
oř	pol	loan
ořech		native
osa		native
osada		native
oscilovat	lat	loan
osel		native
osidlo		native
osika		native
osina		native
oslnit		native
osm		native
osmahlý		native
osmium	ell	loan
osmóza	ell	loan
osnova		native
osoba		native
osten		native
ostentativní	lat	loan
osteo-	ell	loan
ostouzet		native
ostrakismus	ell	loan
ostroh	ukr,chu	loan
ostrov		native
ostruha		native
ostružina		native
ostrý		native
ostříž		native
ostýchat se		native
osud		native
osudí		native
ošatka		native
ošemetný		native
ošívat se		native
ošklivý		native
ošlejch	gmh,lat	loan
oštěp		native
ošulit		native
ošuntělý	deu,eng	loan
otálet		native
otava		native
otčím		native
otec		native
otevřít		native
otěž	dsb	loan
otoman	fra,ara	loan
otorinolaryngologie	ell	loan
otrapa		native
otrok	hsb,chu	loan
otruby		native
otrušík		native
otvírat		native
otylý	ine	loan
ouha	gmh,lat	loan
ouklej		native
oukrop	hsb,chu	loan
outsider	eng	loan
ouvej	gmh,lat	loan
ouvertura	fra,lat	loan
ovace	lat	loan
ovád		native
ovál	deu,lat	loan
ovar		native
ovce		native
overal	eng	loan
oves		native
ovívat		native
ovoce		native
ovšem		native
ovulace	lat	loan
oxid	deu,fra,ell	loan
oxymoron	ell	loan
ozon		loan
pa-		native
paběrek		native
pac	deu,fra	loan
*pác	bar	loan
pacient	lat	loan
pacifikace	lat	loan
pacifismus	deu,fra,lat	loan
packa	deu,fra	loan
packat		native
pačesy		native
páčit		native
padat		native
padělat		native
padesát		native
padišáh	pes	loan
pádit		native
pádlo	deu,eng	loan
padoucnice		native
padouch		native
*padrť		native
paf	deu	loan
paginace		loan
pagoda	deu,fra,por	loan
pahorek	pol	loan
pahýl		native
páchat		native
páchnout1		native
páchnout2		native
pachole		native
pacht	deu,lat	loan
pachtit se		native
pájet	rus	loan
pajšl	bar	loan
pajzl	deu,heb	loan
pak	hsb,chu	loan
páka		native
pakatel	deu,fra	loan
pakáž	deu	loan
pakl	deu	loan
paklíč		native
pako	deu	loan
pakostnice		native
pakovat	deu	loan
pakt	lat,ine	loan
palác	ita,lat	loan
palačinka	slk,hun,ron,lat	loan
palanda	rus	loan
palaš	hun	loan
palatála	lat	loan
palcát	hun,slk	loan
palec		native
paleo-	ell	loan
paleolit	ell	loan
paleontologie	ell	loan
paleta1	fra,ita,lat	loan
paleta2	ita,lat	loan
paleto	deu,fra,frm	loan
palice		native
palisáda	deu,fra,lat	loan
palisandr	fra,nld	loan
pálit1		native
pálit2		native
pálka		native
palma	lat	loan
palmáre	lat	loan
palouk		native
paluba	rus	loan
pamatovat (si)		native
paměť		native
pamflet	eng	loan
pamlsek		native
pampa	spa	loan
pampeliška		native
pan	dsb	loan
pan-	ell	loan
pán	dsb	loan
paňáca	dsb	loan
pancíř	gmh,fro,lat	loan
pančovat	deu	loan
panda	eng	loan
pandán	fra,lat	loan
panděro	spa,deu	loan
panel	deu,gml,fro,lat	loan
pánev	goh,lat,ell	loan
pangejt	bar	loan
panchart	gmh	loan
paní		native
panika	deu,fra,ell	loan
pank	eng	loan
pankreas	ell	loan
panoptikum	deu,eng,ell	loan
panoráma	deu,eng	loan
panoš		native
pansofie	ell	loan
pant	deu	loan
panteismus	ell	loan
panteon	ell	loan
panter	deu,lat,ell	loan
panto-	ell	loan
pantofel	deu,ita	loan
pantomima	deu,lat,ell	loan
panychida	ell	loan
papá	fra	loan
papacha	rus,tat	loan
papat		native
papež		native
papila	lat	loan
papír	gmh,fro,lat,ell	loan
papoušek	deu,rus	loan
páprda		native
paprika	hun,srp,hrv	loan
paprsek		native
papuče		native
papula	lat	loan
papundekl	deu	loan
papyrus	gmh,fro,lat,ell	loan
pár	deu,gmh,lat	loan
para-	ell	loan
pára		native
parabola	ell	loan
paráda	deu,fra	loan
paradentóza	lat	loan
paradesantní	rus,fra,lat	loan
paradigma	lat,ell	loan
paradox	lat,ell	loan
parafa	deu,fra,lat	loan
parafín	deu	loan
parafráze	lat,ell	loan
paragraf	lat,ell	loan
paralela	lat,ell	loan
paralýza	lat,ell	loan
paranoia	deu	loan
parapet	fra,ita,lat	loan
paraple	fra,ita,lat	loan
paraplegie	ell	loan
parašutista	fra,lat	loan
párat		native
parataxe	ell	loan
paraván	fra,ita	loan
parazit	lat,ell	loan
parcela	fra,lat	loan
parciální	deu,fra,lat	loan
pardál	lat,ell	loan
pardon	fra,lat	loan
parenteze	lat,ell	loan
parfém	fra,lat	loan
parfumerie	fra	loan
parchant	gmh	loan
parita	lat	loan
park	fra,lat	loan
parkán	gmh,lat	loan
parket	fra	loan
parketa	fra	loan
parkovat	eng,fra	loan
parkúr	fra	loan
parlament	fra,fro,lat	loan
parma	deu	loan
parmezán	fra	loan
parodie	deu,fra,lat,ell	loan
paroh		native
part	deu,fra,lat	loan
parta	deu	loan
partaj	deu,fra	loan
parte	deu,ita	loan
parter	fra,lat	loan
*partes	lat	loan
participium	lat	loan
participovat	lat	loan
partie	deu,fra,frm,fro,lat	loan
partikulární	deu,lat	loan
partikule	lat	loan
partiový	deu,fra,frm,fro,lat	loan
partitura	ita,lat	loan
partner	eng,enm,fro,lat	loan
party	eng,fra	loan
partyzán	rus,fra,ita,lat	loan
paruka	ita	loan
pařát		native
pařez		native
pařit (se)		native
pas1	deu,frm	loan
pas2	eng,fra,lat	loan
pas3	fra	loan
pás		native
pasát	deu,nld	loan
pasáž	fra	loan
pasažér	fra	loan
pasé	fra	loan
pásek		native
paseka		native
pasiáns	fra,lat	loan
pasionál	lat	loan
pasírovat	deu,fra	loan
pasivní	deu,fra,lat	loan
pasivum	lat	loan
paskvil	ita	loan
pásmo		native
pasovat1		native
pasovat2	deu,dum,fra	loan
pasovat se		native
pasparta	fra,lat	loan
past		native
pást		native
pasta	deu,ita,lat,ell	loan
pastel	deu,fra,ita	loan
pasterizovat	fra	loan
pastilka	deu,fra,lat	loan
pastor	lat	loan
pastorální	lat	loan
pastorek		native
pastouška		native
paša	tur,pes	loan
pašerák	deu	loan
pašije	lat	loan
pašík		native
paškál	lat,ell,heb	loan
pašovat	deu	loan
paštika		native
pat	deu,fra,ita,lat	loan
pata		native
patálie	ita,lat	loan
pátek		native
paténa	lat,ell	loan
patent	deu,fra,lat	loan
páter	lat	loan
paternita	lat	loan
páternoster	deu,lat	loan
páteř	lat	loan
patetický	deu,ell	loan
patina	ita,lat	loan
patison	fra,lat	loan
patka1		native
patka3	deu,fra	loan
patnáct		native
patoky		native
patologie	deu,ell	loan
patos	deu,ell	loan
pátrat		native
patriarcha	lat,ell	loan
patricij	lat	loan
patriot	deu,fra,lat,ell	loan
patro		native
patrola	deu,fra	loan
patron	lat	loan
patrona	deu,fra	loan
patřit		native
paušál	deu,lat	loan
pauza	deu,lat,ell	loan
pauzovat	deu	loan
páv	gmh,lat	loan
pavéza	ita	loan
pavián	deu,nld,fra,frm	loan
pavilon	deu,fra,fro,lat	loan
pavlač		native
pavouk		native
pazdeří		native
pazneht		native
pazour		native
paže		native
páže	fra	loan
pažení		native
pažit		native
pecen		native
péci		native
pecka	ukr	loan
pečárka		native
péče		native
pečeť		native
pedagog	lat,ell	loan
pedál	deu,ita,lat	loan
pedant	deu,fra,ita	loan
pedel	lat	loan
pederast	ell	loan
pediatr	deu,ell	loan
pedikúra	deu,fra,lat	loan
pedofil	ell	loan
pedologie	ell	loan
pech	deu	loan
pěchovat		native
pejorativní	lat	loan
pejzy	heb	loan
peklo		native
pěkný		native
pektin	ell	loan
pektorální	lat	loan
pelargonie	lat,ell	loan
pelech		native
pelerína	fra,lat	loan
pelest	deu	loan
pelichat		native
pelikán	lat,ell	loan
pelmel	fra,fro,lat	loan
peloton	fra,lat	loan
pelyněk		native
pemza	rus,gml	loan
peň		native
pěna		native
penál	deu,lat	loan
penále	fra,lat	loan
penalta	eng,fra,lat	loan
pence	ang,deu	loan
pendlovat	deu,lat	loan
pendrek	deu	loan
pěnice		native
penicilin	deu,eng,lat	loan
penis	lat	loan
peníz		native
pěnkava		native
penta-	ell	loan
pentle	gmh	loan
penze	lat	loan
penzion	fra	loan
penzum	lat	loan
peon	lat	loan
pepita	spa	loan
peprmint	eng	loan
pepř	lat,ell	loan
pepsin	ell	loan
per-	lat	loan
percepce	lat	loan
perena	lat	loan
perfektní	deu,lat	loan
perfektum	lat	loan
perforovat	lat	loan
pergamen	lat	loan
pergola	ita,lat	loan
peri-	ell	loan
periferie	deu,lat,ell	loan
perifráze	lat,ell	loan
perioda		loan
peripetie	fra,ell	loan
perkelt	hun	loan
perkuse	lat	loan
perla	lat	loan
perlík	hsb	loan
perlustrace	lat	loan
permanentní	deu,fra,lat	loan
permoník	deu	loan
permutace	lat	loan
perník	lat,ell	loan
perný		native
pero		native
peron	deu,fra,fro,lat,ell	loan
peroxid	deu,fra,ell	loan
perpetuum mobile	lat	loan
perplex	deu,fra,lat	loan
persona	lat	loan
personál	deu,lat	loan
personifikace	lat	loan
perspektiva	deu,fra,lat	loan
perspirace	lat	loan
persvazivní		loan
peruť		native
perverze		loan
perzekuce	lat	loan
perzián	deu	loan
perzifláž	fra,lat	loan
perzistence	lat	loan
peřej		native
peří		native
pes		native
pesar	lat,ell	loan
peseta	spa,lat	loan
pesimismus	deu,fra,lat	loan
peskovat		native
pěst		native
pesticid	lat	loan
pestík	rus	loan
pěstovat		native
pestrý		native
pěší		native
pešunk	deu	loan
pět1		native
pět2		native
petarda	deu,fra,lat	loan
petice	deu,lat	loan
petit	fra,lat	loan
