,index,první.rodič,druhý.rodič,třetí.rodič,čtvrtý.rodič,neoklasické.kompozitum,číslovka,počet.rodičů,chemické.názvosloví,není.kompozitum,přejaté.jako.celek..ne.z.GR.nebo.LA,Derivát,reverse_lemma,Struktura,první.rodič.v.search3,druhý.rodič.v.search3
1079,trombolýza,-tromb-,-ly-,,,1,0,2,0,0,0,0,azýlobmort,,False,False
539,turbokartáč,-turbo-,kartáč,,,0,0,2,0,0,0,0,čátrakobrut,,False,True
1104,turbosféra,-turbo-,sféra,,,1,0,2,0,0,0,0,aréfsobrut,,False,True
256,ultramontánský,-ultra-,Montana.montánský,,,0,1,2,0,0,0,0,ýksnátnomartlu,,False,False
1255,ultramoravista,-ultra-,moravista,,,1,0,2,0,0,0,0,atsivaromartlu,,False,True
773,ultraodstředivka,-ultra-,odstředivka,,,0,0,2,0,0,0,0,akvideřtsdoartlu,,False,True
205,ultraparodie,-ultra-,parodie,,,1,0,2,0,0,0,0,eidorapartlu,,False,False
523,ultrapokrokový,-ultra-,pokrok.pokrokový,,,1,0,2,0,0,0,0,ývokorkopartlu,,False,True
243,ultrapravý,-ultra-,pravý,,,0,0,2,0,0,0,0,ývarpartlu,,False,True
1417,videozařízení,-video-,zařízení,,,0,0,2,0,0,0,0,ínezířazoediv,,False,True
1307,vitelogeneze,-vitelo-,geneze,,,1,0,2,0,0,0,0,ezenegoletiv,,False,False
421,adolescentofilie,adolescent,-fil-,,,1,0,2,0,0,0,0,eilifotnecseloda,,True,False
795,alergotoxický,alergie.alergický,toxický,,,0,0,2,0,0,0,0,ýkcixotogrela,,False,True
556,aminocukr,amin,cukr,,,0,0,2,1,0,0,0,rkuconima,,True,True
1196,aortokoronární,aorta,koronární,,,1,0,2,0,0,0,0,ínránorokotroa,,True,True
153,aromaterapie,aroma,terapie,,,0,0,2,0,0,0,0,eiparetamora,,True,True
209,artdecový,art,decový,,,0,0,2,0,0,0,artdeco,ývocedtra,,True,False
477,artrock,art,rock,,,0,0,2,0,0,1,0,kcortra,,True,True
839,audioprůvodce,audio,průvodce,,,0,0,2,0,0,0,0,ecdovůrpoidua,,True,True
44,autoanténa,auto,anténa,,,0,0,2,0,0,0,0,anétnaotua,,True,True
838,autodráha,auto,dráha,,,0,0,2,0,0,0,0,ahárdotua,,True,True
155,autochemie,auto,chemie,,,0,0,2,0,0,0,0,eimehcotua,,True,True
1372,autachtivý,auto,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcatua,,True,True
940,autoolej,auto,olej,,,0,0,2,0,0,0,0,jelootua,,True,True
1347,autopojištění,auto,pojištění,,,0,0,2,0,0,0,0,ínětšijopotua,,True,True
148,autopřehlídka,auto,přehlídka,,,0,0,2,0,0,0,0,akdílheřpotua,,True,True
463,autorelativní,auto,relativní,,,1,0,2,0,0,0,0,ínvitalerotua,,True,True
876,autoštěp,auto,štěp,,,1,0,2,0,0,0,0,pětšotua,,True,True
147,autotrenažér,auto,trenažér,,,0,0,2,0,0,0,0,réžanertotua,,True,True
457,autožárovka,auto,žárovka,,,0,0,2,0,0,0,0,akvorážotua,,True,True
1321,balkanolog,Balkán,-log-,,,1,0,2,0,0,0,balkanologie,golonaklab,,False,False
1221,barograf,bar,-graf-,,,1,0,2,0,0,0,0,fargorab,,True,False
1443,barometr,bar,metr,,,1,0,2,0,0,0,0,rtemorab,,True,False
1407,bassreflex,bas,reflex,,,0,0,2,0,0,0,0,xelferssab,,True,True
1049,bezpečnostněpolitický,bezpečnostní,politika.politický,,,0,0,2,0,0,0,0,ýkcitilopěntsončepzeb,,True,True
980,béžovooranžový,béžový,oranžový,,,0,0,2,0,0,0,0,ývožnaroovožéb,,True,True
1109,béžovoterakotový,béžový,terakota.terakotový,,,0,0,2,0,0,0,0,ývotokaretovožéb,,True,True
488,bispora,bi,spora,,,1,1,2,0,1,0,0,aropsib,,False,True
460,bělogvardějec,bílý,garda,,,0,0,2,0,1,1,0,cejědravgolěb,,True,True
495,bílooranžovo,bílý,oranžový,,,0,0,2,0,0,0,0,ovožnaroolíb,,True,True
898,biovajíčko,bio,vajíčko,,,1,0,2,0,0,0,0,okčíjavoib,,True,True
837,bitstreamový,bit,stream.streamový,,,0,0,2,0,0,0,0,ývomaertstib,,True,True
965,blahočet,blahý.blaho,čítat,,,0,0,2,0,0,0,0,tečohalb,,True,False
675,blahodějný,blahý.blaho,děj.dějný,,,0,0,2,0,0,0,0,ýnjědohalb,,True,True
349,hornoblatenský,Blatná.blatenský,blatenský,,,0,0,2,0,0,0,0,ýksnetalbonroh,,True,True
170,bojeschopný,boj,schopný,,,0,0,2,0,0,0,0,ýnpohcsejob,,True,True
1181,brandýskoboleslavský,brandýský,boleslavský,,,0,0,2,0,0,0,0,ýksvalseloboksýdnarb,,True,True
972,hornobránský,Branná.bránský,bránský,,,0,0,2,0,0,0,0,ýksnárbonroh,,True,False
1135,branněvýchovný,branný,výchovný,,,0,0,2,0,0,0,0,ýnvohcývěnnarb,,True,True
201,broadcasting,broad,casting,,,0,0,2,0,0,1,0,gnitsacdaorb,,False,True
252,bulvárumilovný,bulvár,milovat.milovný,,,0,0,2,0,0,0,0,ýnvolimurávlub,,True,True
1252,catch-up,catch,up,,,0,0,2,0,0,1,0,pu-hctac,,False,True
461,celněprávní,celní,právo.právní,,,0,0,2,0,0,0,0,ínvárpěnlec,,True,True
958,celostat,celý,-stato-,,,1,0,2,0,0,0,0,tatsolec,,True,False
426,celoarabský,celý,Arábie.arabský,,,0,0,2,0,0,0,0,ýksbaraolec,,True,True
611,celodrážní,celý,dráha.drážní,,,0,0,2,0,0,0,0,ínžárdolec,,True,True
270,celoperuánský,celý,Peru.peruánský,,,0,0,2,0,0,0,0,ýksnáurepolec,,True,True
36,celoškolní,celý,škola.školní,,,0,0,2,0,0,0,0,ínlokšolec,,True,True
442,celotáborový,celý,tábor.táborový,,,0,0,2,0,0,0,0,ývorobátolec,,True,True
1288,celovečerní,celý,večer.večerní,,,0,0,2,0,0,0,0,ínrečevolec,,True,True
1096,Cestománie,cesta,mánie,,,0,0,2,0,0,0,0,einámotseC,,True,False
285,čajechtivý,čaj,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcejač,,True,True
1429,čarověník,čára,věník,,,0,0,2,0,0,0,0,kíněvorač,,True,True
1258,černoděrový,černý,díra.děrový,,,0,0,2,0,0,0,0,ývorědonreč,,True,True
1209,černokabátník,černý,kabátník,,,0,0,2,0,0,0,0,kíntábakonreč,,True,True
1191,černokaspický,černý,kaspický,,,0,0,2,0,0,0,0,ýkcipsakonreč,,True,True
64,černokněžnění,černý,kněžnění,,,0,0,2,0,0,0,černokněžnit,íněnžěnkonreč,,True,False
966,černoprachý,černý,prach,,,0,0,2,0,0,0,0,ýhcarponreč,,True,True
1422,černoprdelnice,černý,prdel,,,0,0,2,0,0,0,černoprdelník,ecinledrponreč,,True,False
875,černošedobílý,černý,šedobílý,,,0,0,2,0,0,0,0,ýlíbodešonreč,[černý šedý bílý],True,True
854,červenohrdlý,červený,hrdlo,,,0,0,2,0,0,0,0,ýldrhonevreč,,True,False
1424,červenoknihovní,červený,knihovna.knihovní,,,0,0,2,0,0,0,0,ínvohinkonevreč,,True,True
1222,červenokřivolaký,červený,křivolaký,,,0,0,2,0,0,0,0,ýkaloviřkonevreč,,True,True
229,červenonohý,červený,noha,,,0,0,2,0,0,0,0,ýhononevreč,,True,True
1214,červenopomerančový,červený,pomeranč.pomerančový,,,0,0,2,0,0,0,0,ývočnaremoponevreč,,True,True
534,červenošedý,červený,šedý,,,0,0,2,0,0,0,0,ýdešonevreč,,True,True
785,červenovláska,červený,vlas,,,0,0,2,0,0,0,0,aksálvonevreč,,True,True
449,Českotřebovsko,český,Třebová.třebovsko,,,0,0,2,0,0,0,českotřebovský,oksvobeřtokseČ,,True,False
7,českobavorský,český.Česko,bavorský.Bavorsko,,,0,0,2,0,0,0,0,ýksrovabokseč,,True,True
946,čtrnáctibytový,čtrnáct,bytový.byte,,,0,1,2,0,0,0,0,ývotybitcánrtč,,True,True
1060,čtrnáctietapový,čtrnáct,etapa.etapový,,,0,1,2,0,0,0,0,ývopateitcánrtč,,True,True
500,čtrnáctimiliónový,čtrnáct,milion.milión.milionový.miliónový,,,1,0,2,0,0,0,0,ývonóilimitcánrtč,,True,True
120,čtvrtkilogramový,čtvrt,kilogram.kilogramový,,,0,0,2,0,0,0,0,ývomargoliktrvtč,,True,True
1276,čtvrtkilometrový,čtvrt,kilometr.kilometrový,,,0,1,2,0,0,0,0,ývortemoliktrvtč,,True,True
1303,čtyřbuněčný,čtyři,buňka.buněčný,,,0,1,2,0,0,0,0,ýnčěnubřytč,,True,True
350,čtyřcentový,čtyři,cent.centový,,,1,1,2,0,0,0,0,ývotnecřytč,,True,True
1409,čtyřčárkovaný,čtyři,čárka.čárkovaný,,,0,1,2,0,0,0,0,ýnavokráčřytč,,True,True
714,čtyřdílný,čtyři,díl.dílný,,,0,1,2,0,0,0,0,ýnlídřytč,,True,True
536,čtyřdimenzionální,čtyři,dimenze.dimenzionální,,,1,1,2,0,0,0,0,ínlánoiznemidřytč,,True,True
385,čtyřhodinný,čtyři,hodina.hodinný,,,0,1,2,0,0,0,0,ýnnidohřytč,,True,True
663,čtyřhran,čtyři,hrana,,,0,1,2,0,0,0,0,narhřytč,,True,True
549,čtyřkánoe,čtyři,kánoe,,,0,1,2,0,0,0,0,eonákřytč,,True,True
1360,čtyřliberní,čtyři,libra.liberní,,,0,1,2,0,0,0,0,ínrebilřytč,,True,True
508,čtyřlom,čtyři,lom,,,0,1,2,0,0,0,0,molřytč,,True,True
341,čtyřmotorový,čtyři,motor.motorový,,,1,1,2,0,0,0,0,ývorotomřytč,,True,True
101,čtvermonohý,čtyři,noha,,,0,1,2,0,0,0,0,ýhonomrevtč,,True,True
407,čtyřobrázkový,čtyři,obrázek.obrázkový,,,1,1,2,0,0,0,0,ývokzárbořytč,,True,True
1491,čtyřokresní,čtyři,okres.okresní,,,0,1,2,0,0,0,0,ínserkořytč,,True,True
326,čtyřoktávový,čtyři,oktáva.oktávový,,,0,1,2,0,0,0,0,ývovátkořytč,,True,True
1150,čtyřoperátorový,čtyři,operátor.operátorový,,,0,1,2,0,0,0,0,ývorotárepořytč,,True,True
355,čtyřiprocentní,čtyři,procento.procentní,,,1,1,2,0,0,0,0,íntnecorpiřytč,,True,True
1197,čtyřprocentní,čtyři,procento.procentní,,,0,1,2,0,0,0,0,íntnecorpřytč,,True,True
378,čtyřprostorový,čtyři,prostor.prostorový,,,0,1,2,0,0,0,0,ývorotsorpřytč,,True,True
1031,čtyřsvazek,čtyři,svazek,,,0,1,2,0,0,0,0,kezavsřytč,,True,True
1021,čtyřsystémový,čtyři,systém.systémový,,,0,1,2,0,0,0,0,ývométsysřytč,,True,True
696,čtyřiatřicítka,čtyři,třicítka,,,0,1,2,0,0,0,čtyřiatřicet,aktíciřtaiřytč,,True,True
888,čtyřistahlavý,čtyři+sto,hlava,,,0,1,2,0,0,0,0,ývalhatsiřytč,,True,True
848,čtyřiadvacetistránkový,čtyřiadvacet,stránka.stránkový,,,0,1,2,0,0,0,0,ývoknártsitecavdaiřytč,,True,True
87,čtyřicetihlavý,čtyřicet,hlava,,,0,1,2,0,0,0,0,ývalhiteciřytč,,True,True
1236,čtyřicítihodinový,čtyřicet,hodina.hodinový,,,0,1,2,0,0,0,0,ývonidohitíciřytč,,True,True
710,čtyřicetisekundový,čtyřicet,sekunda.sekundový,,,0,1,2,0,0,0,0,ývodnukesiteciřytč,,True,True
509,datasystém,data,systém,,,0,0,2,0,0,0,0,métsysatad,,True,True
187,dědickoprávní,dědický.dědic,právo.právní,,,0,0,2,0,0,0,0,ínvárpokciděd,,True,True
862,desetigólový,deset,gól.gólový,,,0,1,2,0,0,0,0,ývológitesed,,True,True
249,desetihaléř,deset,haléř,,,0,0,2,0,0,0,0,řélahitesed,,True,True
995,desetilůžkový,deset,lůžko.lůžkový,,,0,1,2,0,0,0,0,ývokžůlitesed,,True,True
1394,desetinásobek,deset,násobek,,,0,1,2,0,0,0,0,kebosánitesed,,True,True
780,desetipísňový,deset,píseň.písňový,,,0,1,2,0,0,0,0,ývoňsípitesed,,True,True
185,desetipokojový,deset,pokoj.pokojový,,,0,1,2,0,0,0,0,ývojokopitesed,,True,True
1456,desetiskok,deset,skok,,,0,1,2,0,0,0,0,koksitesed,,True,True
580,desetitisíc,deset,tisíc,,,0,1,2,0,0,0,0,císititesed,,True,True
145,desetitunový,deset,tuna.tunový,,,0,1,2,0,0,0,0,ývonutitesed,,True,True
1064,desetiúrovňový,deset,úroveň.úrovňový,,,0,1,2,0,0,0,0,ývoňvorúitesed,,True,True
1259,desetivozový,deset,vůz.vozový,,,0,1,2,0,0,0,0,ývozovitesed,,True,True
941,devadesátikoruna,devadesát,koruna,,,0,1,2,0,0,0,0,anurokitásedaved,,True,True
1146,devadesátivozový,devadesát,vůz.vozový,,,0,0,2,0,0,0,0,ývozovitásedaved,,True,True
934,devítiargumentový,devět,argument.argumentový,,,0,0,2,0,0,0,0,ývotnemugraitíved,,True,False
1431,devítikusový,devět,kus.kusový,,,0,1,2,0,0,0,0,ývosukitíved,,True,True
938,devítilopatový,devět,lopata.lopatový,,,0,1,2,0,0,0,0,ývotapolitíved,,True,True
616,devítistěžňový,devět,stěžeň.stěžňový,,,0,0,2,0,0,0,0,ývoňžětsitíved,,True,True
884,devítistranný,devět,strana,,,0,1,2,0,0,0,0,ýnnartsitíved,,True,False
323,devítitisícový,devět,tisíc.tisícový,,,0,1,2,0,0,0,0,ývocísititíved,,True,True
1388,diskokostým,disko,kostým,,,0,0,2,0,0,0,0,mýtsokoksid,,True,True
1348,diskokrál,disko,král,,,0,0,2,0,0,0,0,lárkoksid,,True,True
293,diskometalový,disko,metal.metalový,,,0,0,2,0,0,0,0,ývolatemoksid,,True,True
874,diskoodpoledne,disko,odpoledne,,,0,0,2,0,0,0,0,endelopdooksid,,True,True
807,diskoretro,disko,retro,,,0,0,2,0,0,0,0,orteroksid,,True,True
1063,diskorytmus,disko,rytmus,,,0,0,2,0,0,0,0,sumtyroksid,,True,True
499,dithiouhličitan,dithium,uhličitan,,,0,0,2,1,0,0,0,natičilhuoihtid,,False,True
1075,dlouhohořící,dlouho,hořící.hořet,,,0,0,2,0,0,0,0,ícířohohuold,,True,True
1143,dolnolutyňský,dolní,Lutyně.lutyňský,,,0,0,2,0,0,0,0,ýksňytulonlod,,True,True
1355,dolnoněmecký,dolní,Německo.německý,,,0,0,2,0,0,0,0,ýkceměnonlod,,True,True
380,dolnopanonský,dolní,Panonie.panonský,,,0,0,2,0,0,0,0,ýksnonaponlod,,True,True
468,domestifikovat,domestifikovat,X,,,0,0,2,0,0,1,0,tavokifitsemod,,False,True
1118,draselnoživcový,draselný.draslík,živec.živcový,,,0,0,2,0,0,0,0,ývocvižonlesard,,True,True
517,drobnohled,drobný,hled.hledět,,,0,0,2,0,0,0,0,delhonbord,,True,True
264,drobnokresba,drobný,kresba,,,0,0,2,0,0,0,0,abserkonbord,,True,True
566,drogchtivý,droga,chtivý.chtít,,,0,0,2,0,0,0,0,ývithcgord,,True,True
963,drsnokřídlec,drsný,křídlo,,,0,0,2,0,0,0,0,celdířkonsrd,,True,True
465,druhoplánový,druhý,plán.plánový,,,0,1,2,0,0,0,0,ývonálpohurd,,True,True
1458,druhoválečný,druhý,válka.válečný,,,0,1,2,0,0,0,0,ýnčelávohurd,,True,True
125,dřevomorka,dřevo,mořit,,,0,0,2,0,0,0,0,akromoveřd,,True,True
232,dřevomozaika,dřevo,mozaika,,,0,0,2,0,0,0,0,akiazomoveřd,,True,True
56,dřevosochař,dřevo,sochař,,,0,0,2,0,0,0,0,řahcosoveřd,,True,True
1244,Dřevostavba,dřevo,stavba,,,0,0,2,0,0,0,0,abvatsoveřD,,True,True
1453,dřevovýrobek,dřevo,výrobek,,,0,0,2,0,0,0,0,keborývoveřd,,True,True
1311,dřevozávod,dřevo,závod,,,0,0,2,0,0,0,0,dovázoveřd,,True,True
438,důlnětechnický,důlní.důl,technika.technický,,,0,0,2,0,0,0,0,ýkcinhcetěnlůd,,True,True
1306,dvaapadesátka,dva,padesátka,,,0,1,2,0,0,0,dvaapadesát,aktásedapaavd,,True,True
255,dvaceticédéčkový,dvacet,cédéčko.cédéčkový,,,0,1,2,0,0,0,0,ývokčédécitecavd,,True,True
657,dvacetidenní,dvacet,den.denní,,,0,1,2,0,0,0,0,ínneditecavd,,True,True
1254,dvacetikanálový,dvacet,kanál.kanálový,,,0,1,2,0,0,0,0,ývolánakitecavd,,True,True
254,dvacetikarátový,dvacet,karát.karátový,,,0,1,2,0,0,0,0,ývotárakitecavd,,True,True
1333,dvacetimilimetrový,dvacet,milimetr.milimetrový,,,0,1,2,0,0,0,0,ývortemilimitecavd,,True,True
1061,dvacetiotázkový,dvacet,otázka.otázkový,,,0,1,2,0,0,0,0,ývokzátoitecavd,,True,True
456,dvacetipokojový,dvacet,pokoj.pokojový,,,1,1,2,0,0,0,0,ývojokopitecavd,,True,True
276,dvacetitprocentní,dvacet,procento.procentní,,,0,1,2,0,0,0,0,íntnecorptitecavd,,True,True
427,dvacetistranový,dvacet,strana.stranový,,,0,1,2,0,0,0,0,ývonartsitecavd,,True,True
765,dvacetitisícový,dvacet,tisíc.tisícový,,,0,0,2,0,0,0,0,ývocísititecavd,,True,True
1180,dvacetivárkový,dvacet,várka.várkový,,,0,1,2,0,0,0,0,ývokrávitecavd,,True,True
973,dvanáctidiskový,dvanáct,disk.diskový,,,0,1,2,0,0,0,0,ývoksiditcánavd,,True,True
1369,dvanáctilitrový,dvanáct,litr.litrový,,,0,1,2,0,0,0,0,ývortilitcánavd,,True,True
1117,dvanáctipólový,dvanáct,pól.pólový,,,0,1,2,0,0,0,0,ývolópitcánavd,,True,True
988,dvanáctislabikový,dvanáct,slabika.slabikový,,,0,1,2,0,0,0,0,ývokibalsitcánavd,,True,True
596,dvanáctistupňový,dvanáct,stupeň.stupňový,,,0,1,2,0,0,0,0,ývoňputsitcánavd,,True,True
641,dvanáctivoltový,dvanáct,volt.Volt.voltový,,,0,1,2,0,0,0,0,ývotlovitcánavd,,True,True
67,dvojaut,dvě,aut,,,0,1,2,0,0,0,0,tuajovd,,True,True
115,dvojbabka,dvě,babka,,,0,1,2,0,0,0,0,akbabjovd,,True,True
1367,dvoubuněčný,dvě,buňka.buněčný,,,0,1,2,0,0,0,0,ýnčěnubuovd,,True,True
1439,dvojcestný,dvě,cesta,,,0,1,2,0,0,0,0,ýntsecjovd,,True,True
15,dvoučipový,dvě,čip.čipový,,,0,1,2,0,0,0,0,ývopičuovd,,True,True
92,dvaačtyřicátník,dvě,čtyřicátník,,,0,1,2,0,0,0,dvaačtyřicátý,kíntáciřytčaavd,,True,True
383,dvojdepo,dvě,depo,,,0,1,2,0,0,0,0,opedjovd,,True,True
345,dvojdeska,dvě,deska,,,1,1,2,0,0,0,0,aksedjovd,,True,True
727,dvouděrový,dvě,díra.děrový,,,0,0,2,0,0,0,0,ývorěduovd,,True,True
766,dvojdomý,dvě,dům,,,0,1,2,0,0,0,0,ýmodjovd,,True,True
548,dvoufalcový,dvě,falc.falcový,,,0,1,2,0,0,0,0,ývoclafuovd,,True,True
1438,dvoufinancování,dvě,financování,,,0,1,2,0,0,0,0,ínávocnanifuovd,,True,True
351,dvojgenerační,dvě,generace.generační,,,1,1,2,0,0,0,0,ínčarenegjovd,,True,True
59,dvojhora,dvě,hora,,,0,1,2,0,0,0,0,arohjovd,,True,True
842,dvojhrana,dvě,hrana,,,0,1,2,0,0,0,0,anarhjovd,,True,True
704,dvojkanálový,dvě,kanál.kanálový,,,0,0,2,0,0,0,0,ývolánakjovd,,True,True
23,dvojkavárna,dvě,kavárna,,,0,1,2,0,0,0,0,anrávakjovd,,True,True
1215,dvojkolejnice,dvě,kolejnice,,,0,1,2,0,0,0,0,ecinjelokjovd,,True,True
656,dvoukoncový,dvě,konec.koncový,,,0,1,2,0,0,0,0,ývocnokuovd,,True,True
55,dvojkruží,dvě,kruh,,,0,1,2,0,0,0,0,ížurkjovd,,True,True
41,dvoukurtový,dvě,kurtový.kurt,,,0,1,2,0,0,0,0,ývotrukuovd,,True,False
1239,dvoulaločný,dvě,lalok.laločný,,,0,1,2,0,0,0,0,ýnčolaluovd,,True,True
389,dvoumódový,dvě,mód.módový,,,0,1,2,0,0,0,0,ývodómuovd,,True,True
1263,dvounásobný,dvě,násobek.násobný,,,0,1,2,0,0,0,0,ýnbosánuovd,,True,True
1380,dvojobvod,dvě,obvod,,,0,1,2,0,0,0,0,dovbojovd,,True,True
741,dvouoscarový,dvě,Oscar.oscarový,,,0,0,2,0,0,0,0,ývoracsouovd,,True,True
220,dvojpíseň,dvě,píseň,,,0,0,2,0,0,0,0,ňesípjovd,,True,True
649,dvojpísmenový,dvě,písmeno.písmenový,,,0,1,2,0,0,0,0,ývonemsípjovd,,True,True
932,dvouplovákový,dvě,plovák.plovákový,,,0,1,2,0,0,0,0,ývokávolpuovd,,True,True
204,dvojpodlažní,dvě,podlaží.podlažní,,,0,1,2,0,0,0,0,ínžaldopjovd,,True,True
32,dvojportí,dvě,port,,,0,1,2,0,0,0,0,ítropjovd,,True,True
993,dvojportrét,dvě,portrét,,,0,1,2,0,0,0,0,tértropjovd,,True,True
1440,dvouprocentní,dvě,procento.procentní,,,0,1,2,0,0,0,0,íntnecorpuovd,,True,True
1245,dvourámkový,dvě,rámek,,,0,1,2,0,0,0,0,ývokmáruovd,,True,False
135,dvourozsahový,dvě,rozsah.rozsahový,,,0,1,2,0,0,0,0,ývohaszoruovd,,True,True
342,dvousoškový,dvě,sloka.slokový,,,1,1,2,0,0,0,0,ývokšosuovd,,True,True
1450,dvouslokový,dvě,sloka.slokový,,,0,1,2,0,0,0,0,ývokolsuovd,,True,True
593,dvojsloví,dvě,slovo,,,0,0,2,0,0,0,0,ívolsjovd,,True,True
1032,dvoustátí,dvě,stát,,,0,1,2,0,0,0,0,ítátsuovd,,True,True
1114,dvojstěžňový,dvě,stěžeň.stěžňový,,,0,1,2,0,0,0,0,ývoňžětsjovd,,True,True
1381,dvousvátkový,dvě,svátek.svátkový,,,0,1,2,0,0,0,0,ývoktávsuovd,,True,True
18,dvojsystém,dvě,systém,,,0,1,2,0,0,0,0,métsysjovd,,True,True
1270,dvojšach,dvě,šach,,,0,1,2,0,0,0,0,hcašjovd,,True,True
1206,dvojšvih,dvě,švih,,,0,1,2,0,0,0,0,hivšjovd,,True,True
311,dvoutahový,dvě,tah.tahový,,,0,0,2,0,0,0,0,ývohatuovd,,True,True
454,dvoutarifní,dvě,tarif.tarifní,,,0,1,2,0,0,0,0,ínfiratuovd,,True,True
279,dvojtitul,dvě,titul,,,0,0,2,0,0,0,0,lutitjovd,,True,True
167,dvojtrnný,dvě,trn,,,0,1,2,0,0,0,0,ýnnrtjovd,,True,True
361,dvoutřetinový,dvě,třetina.třetinový,,,0,1,2,0,0,0,0,ývoniteřtuovd,,True,True
1134,dvojtvářný,dvě,tvář.tvářný,,,0,0,2,0,0,0,0,ýnřávtjovd,,True,True
373,dvojúspěch,dvě,úspěch,,,0,1,2,0,0,0,0,hcěpsújovd,,True,True
930,dvojvěří,dvě,víra,,,0,1,2,0,0,0,0,ířěvjovd,,True,True
1445,dvojvousý,dvě,vous,,,0,1,2,0,0,0,0,ýsuovjovd,,True,False
1366,dvojvrstva,dvě,vrstva,,,0,1,2,0,0,0,0,avtsrvjovd,,True,True
26,dvojvýjimečný,dvě,výjimka.výjimečný,,,0,1,2,0,0,0,0,ýnčemijývjovd,,True,True
54,dvojvýměna,dvě,výměna,,,0,1,2,0,0,0,0,aněmývjovd,,True,True
881,dvouapůlletka,dvě+půl,léto,,,0,1,2,0,0,0,0,aktellůpauovd,[[dvě půl] léto],True,False
853,ekonomickotechnický,ekonomie.ekonomika.ekonomický,technika.technický,,,0,0,2,0,0,0,0,ýkcinhcetokcimonoke,,True,True
190,embryopatie,embryo,-pat-,,,1,0,2,0,0,0,0,eitapoyrbme,,True,False
771,energovod,energie,vést,,,0,0,2,0,0,0,0,dovogrene,,True,True
171,Enterobacteriaceae,Entero,bakterie,,,1,0,2,0,1,1,0,eaecairetcaboretnE,,False,True
367,face-up,face,up,,,0,0,2,0,1,1,0,pu-ecaf,,False,True
744,fenylpropanový,fenyl,propan,,,0,0,2,0,0,0,fenylpropan,ývonaporplynef,,True,True
563,ferdomravencovský,Ferda,mravenec,,,0,0,2,0,0,0,0,ýksvocnevarmodref,,False,True
599,fialovomodrý,fialový,modrý,,,0,0,2,0,0,0,0,ýrdomovolaif,,True,True
576,follow-up,follow,up,,,0,0,2,0,0,1,0,pu-wollof,,False,True
686,formálněprocesní,formální,proces.procesní,,,0,0,2,0,0,0,0,ínsecorpěnlámrof,,True,True
403,fotekchtivý,fotka,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcketof,,True,True
127,gabroamfibolit,gabr,amfibolit,,,1,0,2,0,0,0,0,tilobifmaorbag,,False,False
740,garážmistr,garáž,mistr,,,0,0,2,0,0,0,0,rtsimžárag,,True,True
866,gumolatex,guma,latex,,,0,0,2,0,0,0,0,xetalomug,,True,True
1373,havlovláda,Havel,vláda,,,0,0,2,0,0,0,0,adálvolvah,,True,True
222,hej-počkej,hej,počkej,,,0,0,2,0,0,0,0,jekčop-jeh,,False,False
481,heparinocyt,heparin,-cyt-,,,1,0,2,0,0,0,0,tyconirapeh,,True,False
333,hlinitojílovitý,hlína.hlinitý,jíl.jílovitý,,,0,0,2,0,0,0,0,ýtivolíjotinilh,,True,True
1401,hlubokozmražený,hluboký,zmrazit.zmražený,,,0,0,2,0,0,0,0,ýnežarmzokobulh,,True,True
1116,hnědopásník,hnědý,-pás-,,,0,0,2,0,0,0,0,kínsápoděnh,,True,False
634,hnědoolivový,hnědý,oliva.olivový,,,0,0,2,0,0,0,0,ývovilooděnh,,True,True
759,hnědorudý,hnědý,rudý,,,0,0,2,0,0,0,0,ýduroděnh,,True,True
466,vícefotonový,hodně,foton.fotonový,,,0,0,2,0,0,0,0,ývonotofecív,,True,True
1043,víceklínový,hodně,klín.klínový,,,0,0,2,0,0,0,0,ývonílkecív,,True,True
478,vícekolejnicový,hodně,kolejnice.kolejnicový,,,0,0,2,0,0,0,0,ývocinjelokecív,,True,True
544,víceohniskový,hodně,ohnisko.ohniskový,,,0,0,2,0,0,0,0,ývoksinhoecív,,True,True
952,vícepokojový,hodně,pokoj.pokojový,,,0,0,2,0,0,0,0,ývojokopecív,,True,True
49,víceprocesní,hodně,proces.procesní,,,0,0,2,0,0,0,0,ínsecorpecív,,True,True
369,víceproudý,hodně,proud,,,0,0,2,0,0,0,0,ýduorpecív,,True,True
1319,víceramenný,hodně,rameno,,,0,0,2,0,0,0,0,ýnnemarecív,,True,False
678,vícesektorový,hodně,sektor.sektorový,,,0,0,2,0,0,0,0,ývorotkesecív,,True,True
700,víceventilový,hodně,ventil.ventilový,,,0,0,2,0,0,0,0,ývolitnevecív,,True,True
357,holekchtivý,holka,chtít.chtivý,,,0,0,2,0,0,0,0,ývithckeloh,,True,True
1486,holokrčka,holý,krk,,,0,0,2,0,0,0,0,akčrkoloh,,True,True
916,horkokrevný,horký,krev,,,0,0,2,0,0,0,0,ýnverkokroh,,True,True
1489,Hornorakušan,horní,Rakušan.Rakousko,,,0,0,2,0,0,0,0,našukaronroH,,True,False
726,hořečnatoželeznatý,hořečnatý.hořčík,železnatý.železo,,,0,0,2,0,0,0,0,ýtanzeležotančeřoh,,True,True
111,Hostimil,host,milý,,,0,0,2,0,0,0,0,limitsoH,,True,True
346,hrubokožec,hrubý,kůže,,,0,0,2,0,0,0,0,cežokoburh,,True,False
