lemma	parents
mimorodinný	mimo rodina
mimosporný	mimo spor
mimotělesný	mimo tělo
mimotelevizní	mimo televize
mimotoleranční	mimo tolerance
mimovolný	mimo vůle
miniauto	-mini- auto
minibagr	-mini- bagr
miniblok	-mini- blok
minicomputer	-mini- computer
minidebata	-mini- debata
minidodávka	-mini- dodávka
miniexhibice	-mini- exhibice
minifarma	-mini- farma
miniflaštička	-mini- flaštička
minigolf	-mini- golf
miniharpuna	-mini- harpuna
miniherbář	-mini- herbář
minihnutí	-mini- hnutí
minihonorář	-mini- honorář
minihoror	-mini- horor
minihospůdka	-mini- hospůdka
minikabaret	-mini- kabaret
minikajakář	-mini- kajakář
minikalendář	-mini- kalendář
minikancelář	-mini- kancelář
minikára	-mini- kára
minikatalog	-mini- katalog
minikobylka	-mini- kobylka
minikód	-mini- kód
minikomentář	-mini- komentář
minikometa	-mini- kometa
minikompakt	-mini- kompakt
minikoncert	-mini- koncert
minikonektor	-mini- konektor
minikonference	-mini- konference
minikonflikt	-mini- konflikt
minikopaná	-mini- kopaná
minikraječka	-mini- kraječka
minikřeslo	-mini- křeslo
minimaraton	-mini- maraton
minimistr	-mini- mistr
minináboj	-mini- náboj
mininábytek	-mini- nábytek
mininástroj	-mini- nástroj
minipakt	-mini- pakt
minipapírek	-mini- papírek
miniparlament	-mini- parlament
minipartaj	-mini- partaj
minipenalta	-mini- penalta
minipenzión	-mini- penzion
minipohádka	-mini- pohádka
miniportrét	-mini- portrét
minipředpokojík	-mini- předpokojík
minipřehrada	-mini- přehrada
minipříběh	-mini- příběh
minipříloha	-mini- příloha
miniproblém	-mini- problém
miniprofil	-mini- profil
miniprohlídka	-mini- prohlídka
miniprůřez	-mini- průřez
minipuč	-mini- puč
minireferendum	-mini- referendum
minirozdíl	-mini- rozdíl
minisafari	-mini- safari
minisekretariát	-mini- sekretariát
miniseminář	-mini- seminář
miniskandál	-mini- skandál
miniškola	-mini- škola
minisoutěž	-mini- soutěž
ministáteček	-mini- státeček
minisystém	-mini- systém
minitlumič	-mini- tlumič
minitracheotomie	-mini- tracheotomie
minitraktor	-mini- traktor
minitrh	-mini- trh
minitriatlon	-mini- triatlon
miniturnaj	-mini- turnaj
miniúřad	-mini- úřad
minivolba	-mini- volba
minivrt	-mini- vrt
minivýbuška	-mini- výbuška
minivýprava	-mini- výprava
minivýstava	-mini- výstava
minizasedání	-mini- zasedání
minohledačka	mina hledačka
místokonsul	místo konsul
místokrálovský	místokrál
místopředseda	místo předseda
místoředitel	místo ředitel
místoregent	místo regent
mladoarabský	mladý Arábie
mladobucký	mladý buk
mladohegelovec	mladý hegelovec
mladotřetihorní	mladý třetihory
mladoturek	mladý Turek
mlékoměr	mléko měřit
mluvoznalec	mluva znalec
mluvychtivý	mluva chtivý
mnohabodový	mnoho bod
mnohastranový	mnoho strana
mnohohlavý	mnoho hlava
mnohokvětý	mnoho květ
mnohonáboženský	mnoho náboženství
mnohonohý	mnoho noha
mnohosvazkový	mnoho svazek
mnohoúrovňový	mnoho úroveň
mocenskohospodářský	mocenský hospodářský
mocenskosprávní	mocenský správní
močopudný	moč pudit
močovod	moč vést
modrobíločerný	modrý bílý černý
modrobílooranžový	modrý bílý oranžový
modrobílorudý	modrý bílý rudý
modrobílý	modrý bílý
modročernobílý	modrý černý bílý
modročerný	modrý černý
modročervenočerný	modrý červený černý
modročervenožlutý	modrý červený žlutý
modročervený	modrý červený
modrofialovočerný	modrý fialový černý
modrofialovočervený	modrý fialový červený
modrofialovozelený	modrý fialový zelený
modrohnědý	modrý hnědý
modrokvětý	modrý květ
modrooranžovobílý	modrý oranžový bílý
modrooranžový	modrý oranžový
modrošedavý	modrý šedavý
modrošedivý	modrý šedivý
modrošedobílý	modrý šedobílý
modrošedý	modrý šedý
modrostříbřitý	modrý stříbřitý
modrotemenný	modrý temeno
modrotisk	modrý tisk
modrovous	modrý vous
modrozelenobílý	modrý zelený bílý
modrozelenočerný	modrý zelený černý
modrozelenofialový	modrý zelený fialový
modrozelenošedý	modrý zelený šedý
modrozelený	modrý zelený
modrozlatavý	modrý zlatavý
modrozlatozelený	modrý zlatý zelený
modrožlutočerný	modrý žlutý černý
modrožlutočervený	modrý žlutý červený
modrožlutý	modrý žlutý
mokropředený	mokro předený
monarchofašistický	monarcha fašistický
monodisplej	-mon- displej
monoizotopický	-mon- izotopický
monoklinální	-mon- -klin-
monolyžař	-mon- lyžař
monoprogramový	-mon- program
monoterpen	-mon- terpen
mordparta	mord parta
mořechtivý	moře chtivý
morfoném	morf foném
moskevskocentristický	moskevský centristický
motocykl	-moto- -cykl-
motoklub	-moto- klub
motorsport	motor sport
mozkomíšní	mozek mícha
mrakodrap	mrak drápat
mravkolev	mravenec lev
mravokárný	mrav kárný
mravověda	mrav věda
mucholapka	moucha lapat
multidatabázový	-multi- databáze
multimilionář	-multi- milionář
multividový	-multi- vid
muzikoterapeutický	muzika terapie
myocard	-my- -kardi-
myofibrila	-my- fibrila
mysliveckoochranářský	myslivecký ochranářský
mýtotvorný	mýtus tvořit
nabíledni	bílý den
náboženskofilozofický	náboženský filozofický
náboženskohistorický	náboženský historický
náboženskokulturní	náboženský kulturní
nachovýtrusný	nach výtrusný
naftonitril	nafta nitril
náhorněkarabašský	náhorní Karabach
nanebevzatý	nebe vzít
nanebevzetí	nebe vzít
nanovlákenný	-nan- vlákenný
národněkatolický	národní katolický
názvosloví	název slovo
neopozitivizmus	-neo- pozitivizmus
neoveristický	-neo- veristický
nervosvalový	nerv sval
nervydrásající	nerv drásat
netbook	net book
neuropřenašeč	-neur- přenašeč
neuroradiologie	-neur- radiologie
nevímjak	vědět jak
nicnetušící	nic tušit
nicnevyzařující	nic vyzařovat
nitrobřišní	nitro břišní
nitroparafín	-nitr- parafín
nitropyridin	-nitr- pyridin
nitrotělní	nitro tělo
nízkoalkoholický	nízký alkohol
nízkoenergetický	nízký energie
nízkokarátový	nízký karát
nízkooktanový	nízký oktan
nízkoradioaktivní	nízký radioaktivita
nízkorozpočtový	nízký rozpočet
nízkotirážní	nízký tiráž
nocleh	noc ležet
nohejbal	noha ball
nohsled	noha sledovat
nosohltan	nos hltan
nosoretní	nos ret
novoázerbájdžánština	nový ázerbájdžánština
novočeský	nový český
novopečený	nový péci
novoplatónský	nový Platón
novostavba	nový stavba
novostrašecký	nový Strašecí
nudapláž	nudistický pláž
obrátkoměr	obrátka měřit
ocelolitina	ocel litina
ochlokracie	-ochl- -krat-
odsouzeníhodný	odsouzení hodný
okohybný	oko hýbat
okolojdoucí	okolo jdoucí
okolostojící	okolo stát
oligofág	-olig- -fag-
olivovohřbetý	olivový hřbet
onkohematologie	-onk- hematologie
oposmlouva	opoziční smlouva
opovrženíhodný	opovržení hodný
opozičněkoaliční	opoziční koaliční
opozičněsmluvní	opoziční smlouva
optickomechanický	optický mechanický
optoelektrický	optický elektrický
oranžovobílý	oranžový bílý
oranžovožlutý	oranžový žlutý
orgánotvorný	orgán tvořit
ortostatický	-orth- statický
osteopatie	-oste- -pat-
ostnokožec	osten kůže
ostnovýtrusný	osten výtrus
otáčkoměr	otáčka měřit
otcovražda	otec vražda
ovocnářskozahradnický	ovocnářský zahradnický
oxyhemoglobin	-oxy- hemoglobin
ozonosféra	ozón sféra
paleogeografie	-palai- geografie
paleosom	-palai- -som-
palivoenergetický	palivo energie
palivoměr	palivo měřit
paměťožravý	paměť žravý
panímáma	paní máma
panotypie	-pan- -typ-
pantatík	pan tatík
pantomima	-pant- -mim-
papírodárný	papír dát
paprskomet	paprsek metat
paprskoploutvý	paprsek ploutev
paradivadelní	para divadlo
paralelogram	paralela gram
paravýcvik	parašutistický výcvik
pářeníchtivý	páření chtivý
paropropustný	pára propustný
partnerůchtivý	partner chtivý
patrontaška	patrona taška
pedochemický	-ped- chemický
penězchtivý	peníz chtivý
penězochtivý	peníz chtivý
pěnobeton	pěna beton
pěnosilikát	pěna silikát
pěnotvorný	pěna tvořit
pepsinogen	pepsin -gen-
perianální	-peri- anální
pericholecystitida	-peri- cholecystitida
peripetie	-peri- -pet-
perisperm	-peri- -sperm-
permokarbon	perm karbon
pestrobarevný	pestrý barva
pestrokvětost	pestrý květ
pětiboj	pět boj
pěticent	pět cent
pěticiferný	pět cifra
pěticípý	pět cíp
pětičtvrťový	pět čtvrť
pětidílný	pět díl
pětidobý	pět doba
pětidolar	pět dolar
pětidráhový	pět dráha
pětigramový	pět gram
pětihaléř	pět haléř
pětihlasý	pět hlas
pětikačka	pět kačka
pětikanál	pět kanál
pětikilo	pět kilo
pětikolejný	pět kolej
pětikoruna	pět koruna
pětikřížkový	pět křížek
pětikvalt	pět kvalt
pětilibrový	pět libra
pětilitr	pět litr
pětimužný	pět muž
pětiobráncový	pět obránce
pětiodstavcový	pět odstavec
pětioscarový	pět Oscar
pětiosý	pět osa
pětipaprskový	pět paprsek
pětipásmový	pět pásmo
pětipatrový	pět patro
pětiplatový	pět plat
pětipodlažní	pět podlaží
pětipromilový	pět promile
pětiradličný	pět radlice
pětiramenný	pět rameno
pětiranný	pět rána
pětirozměrný	pět rozměr
pětirozměrový	pět rozměr
pětisériový	pět série
pětisměrný	pět směr
pětistopý	pět stopa
pětistup	pět stoupat
pětitřídka	pět třída
pětituna	pět tuna
pětiválec	pět válec
pětivětý	pět věta
pětizápasový	pět zápas
pětizrnný	pět zrno
pětizubý	pět zub
petrogeneze	-petr- geneze
petrografie	-petr- -graf-
pevninotvorný	pevnina tvořit
pianoforte	piano forte
pidikoupelna	-pidi- koupelna
pigmentotvorný	pigment tvořit
pikolitr	piko litr
pilolistý	pila list
pilořitka	pila řiť
pískovohnědý	pískový hnědý
písmolijec	písmo lijec
písmolijna	písmo lít
písmolitecký	písmolitec
písmomalíř	písmo malíř
písmoznalec	písmo znalec
pivotéka	pivo -thék-
pivovar	pivo vařit
placeníchtivý	placení chtivý
plamenomet	plamen metat
planetografický	planeta grafika
plastbeton	plast beton
plastickochirurgický	plastický chirurgie
plavošedivý	plavý šedivý
plavuňotvarý	plavuň tvar
plazmagen	plazma -gen-
plazopánvý	plaz pánev
plesňákotvarý	plesňák tvar
plesnivkotvarý	plesnivka tvar
pleuroperikarditida	pleura perikarditida
plnohlasí	plný hlas
plochozubý	plochý zub
plodonoš	plod nést
ploskohlavý	ploský hlava
ploskolebý	ploský leb
ploskonohý	ploský noha
ploutvonožec	ploutev noha
plynárenskoenergetický	plynárenský energetický
plynočistírna	plyn čistírna
plynodynamický	plyn dynamický
plynoinstalace	plyn instalace
plynosilikát	plyn silikát
plynotěsný	plyn těsný
plynožárný	plyn žár
pneumatolýza	-pneu- -ly-
podnikohospodářský	podnik hospodářský
pojmosloví	pojem slovo
pokladotvorný	poklad tvořit
politickobezpečnostní	politický bezpečnost
politickopolicejní	politický policejní
politickovýrobní	politický výrobní
poloadministrativní	půl administrativní
poloagrární	půl agrární
poloakustický	půl akustický
poloamatér	půl amatér
poloanarchistický	půl anarchistický
poloanonymní	půl anonymní
poloarénový	půl arénový
poloartikulovaný	půl artikulovaný
poloasketický	půl asketický
poloautobiografický	půl autobiografický
poloautomat	půl automat
poloautomatický	půl automatický
poloautomatizovat	půl automatizovat
poloautonomní	půl autonomní
poloautoritářský	půl autoritářský
poloautoritativní	půl autoritativní
polobahnitý	půl bahnitý
polobáječný	půl báječný
polobalada	půl balada
polobarbar	půl barbar
polobarevný	půl barevný
polobdělý	půl bdělý
polobdít	půl bdít
polobedna	půl bedna
polobělený	půl bělený
polobeletristický	půl beletristický
polobezdomovec	půl bezdomovec
polobezvědomí	půl bezvědomí
polobílený	půl bílený
poloblakeový	půl blakeový
poloblázen	půl blázen
polobláznivý	půl bláznivý
poloblb	půl blb
poloblbě	půl blbě
poloblbý	půl blbý
polobohatý	půl bohatý
polobohyně	půl bohyně
polobolševický	půl bolševický
polobotka	půl bota
polobožský	půl božský
polobrácha	půl brácha
polobráška	půl bráška
polobratr	půl bratr
polobřevno	půl břevno
polobudka	půl budka
polobůh	půl bůh
polobulvár	půl bulvár
polobulvární	půl bulvární
polobuničina	půl buničina
poločas	půl čas
poločerný	půl černý
poločesaný	půl česaný
poločeský	půl český
polochcípák	půl chcípák
polochcíplý	půl chcíplý
polochemický	půl chemický
polocírkevní	půl církevní
poločíselný	půl číselný
poločistit	půl čistit
polocivilista	půl civilista
polocivilizovaný	půl civilizovaný
polocizopasný	půl cizopasný
poločlánek	půl článek
poločlověk	půl člověk
poločokoládový	půl čokoládový
polocukrářský	půl cukrářský
polocukrovka	půl cukrovka
polodebilní	půl debilní
polodeklamující	půl deklamující
polodemokratický	půl demokratický
polodenní	půl denní
polodetail	půl detail
polodětský	půl dětský
polodevastovaný	půl devastovaný
polodezertér	půl dezertér
polodiktátor	půl diktátor
polodisident	půl disident
polodivočák	půl divočák
polodivoký	půl divoký
polodlouhosrstý	půl dlouhosrstý
polodlouhý	půl dlouhý
polodokumentární	půl dokumentární
polodospělý	půl dospělý
polodotykový	půl dotykový
polodrahokam	půl drahokam
polodrahý	půl drahý
polodrážka	půl drážka
polodrážkovník	půl drážkovník
polodřevěný	půl dřevěný
polodřevitý	půl dřevitý
polodřímota	půl dřímota
poloduplex	půl duplex
polodutina	půl dutina
polodužnatý	půl dužnatý
poloekonomický	půl ekonomický
poloeliptický	půl eliptický
polofabrikát	půl fabrikát
polofáma	půl fáma
polofantastický	půl fantastický
polofantazijní	půl fantazijní
polofašistický	půl fašistický
polofermentovaný	půl fermentovaný
polofeudální	půl feudální
polofinále	půl finále
polofolklórní	půl folklórní
pologangster	půl gangster
pologenius	půl genius
pologénius	půl génius
pologeometrický	půl geometrický
pologramotný	půl gramotný
polohad	půl had
polohedvábí	půl hedvábí
polohedvábný	půl hedvábný
poloherec	půl herec
polohermetický	půl hermetický
polohistorický	půl historický
polohladový	půl hladový
polohlas	půl hlas
polohlasitý	půl hlasitý
polohláska	půl hláska
polohod	půl hod
polohoměr	poloha měřit
polohořký	půl hořký
polohoror	půl horor
polohospůdka	půl hospůdka
polohotový	půl hotový
polohraněný	půl hraněný
polohraný	půl hraný
polohrubý	půl hrubý
polohustý	půl hustý
poloilegální	půl ilegální
poloimitace	půl imitace
polointegrální	půl integrální
polointeligence	půl inteligence
polointeligent	půl inteligent
polointeligentní	půl inteligentní
poloironický	půl ironický
poloizolátor	půl izolátor
polojámový	půl jámový
polojasný	půl jasný
polojemnovlnný	půl jemnovlnný
polojemný	půl jemný
polojezevčice	půl jezevčice
polokancelářský	půl kancelářský
polokanton	půl kanton
polokapalinný	půl kapalinný
polokapotáž	půl kapotáž
polokapotový	půl kapotový
polokarakul	půl karakul
polokartón	půl kartón
polokaskáda	půl kaskáda
polokatolický	půl katolický
polokavárna	půl kavárna
polokecka	půl kecka
polokeř	půl keř
poloklabonosý	půl klabonosý
polokmen	půl kmen
polokočovný	půl kočovný
polokoks	půl koks
polokolonie	půl kolonie
polokomedie	půl komedie
polokomik	půl komik
polokomisař	půl komisař
polokomunistický	půl komunistický
polokonfekce	půl konfekce
polokonzerva	půl konzerva
polokopec	půl kopec
polokoule	půl koule
polokov	půl kov
polokožený	půl kožený
polokramářský	půl kramářský
polokřeslo	půl křeslo
polokrevný	půl krevný
polokřídlo	půl křídlo
polokrotký	půl krotký
polokrovka	půl krovka
polokruh	půl kruh
polokružný	půl kružný
polokrvavý	půl krvavý
polokrycí	půl krycí
polokrytý	půl krytý
polokulatý	půl kulatý
polokupé	půl kupé
polokupónový	půl kupónový
polokurzíva	půl kurzíva
polokůže	půl kůže
polokvadrát	půl kvadrát
polokvalifikovaný	půl kvalifikovaný
polokvantitativní	půl kvantitativní
polokybernetický	půl kybernetický
pololán	půl lán
pololegální	půl legální
pololegendární	půl legendární
pololesklý	půl lesklý
pololežet	půl ležet
pololidový	půl lidový
pololidský	půl lidský
pololiterární	půl literární
pololněný	půl lněný
polomáčený	půl máčený
polomafián	půl mafián
polomaketa	půl maketa
polomaska	půl maska
polomastný	půl mastný
polomatný	půl matný
polomechanický	půl mechanický
polomechanizovat	půl mechanizovat
poloměkký	půl měkký
polomený	lomený
poloměr	půl měřit
poloměsíčitý	půl měsíčitý
poloměstský	půl městský
polomluvený	půl mluvený
polomocnář	půl mocnář
polomontovat	půl montovat
polomoučný	půl moučný
polomražený	půl mražený
polomrtvý	půl mrtvý
polomyšlenka	půl myšlenka
polomystický	půl mystický
polomytický	půl mytický
polonáborový	půl náborový
polonáboženský	půl náboženský
polonahota	půl nahota
polonahý	půl nahý
polonáprava	půl náprava
polonaturalistický	půl naturalistický
polonemocniční	půl nemocniční
polonemocný	půl nemocný
polonepřítel	půl nepřítel
polonofil	-polon- -fil-
polonosný	půl nosný
polonovinářský	půl novinářský
polonudný	půl nudný
poloobjímavý	půl objímavý
poloobklíčený	půl obklíčený
polooblačný	půl oblačný
poloobléci	půl obléci
polooblouk	půl oblouk
polooblý	půl oblý
poloobnažit	půl obnažit
poloobr	půl obr
poloobrat	půl obrat
poloobruba	půl obruba
poloobsazený	půl obsazený
poloobydlený	půl obydlený
poloochočený	půl ochočený
poloochrnout	půl ochrnout
poloodborářský	půl odborářský
poloodborný	půl odborný
polooděný	půl oděný
poloodhalený	půl odhalený
poloodkrýt	půl odkrýt
poloodkvetlý	půl odkvetlý
poloodpovědný	půl odpovědný
poloodrostek	půl odrostek
poloodtah	půl odtah
polooficiální	půl oficiální
polookruh	půl okruh
poloopadaný	půl opadaný
poloopadavý	půl opadavý
poloopečený	půl opečený
poloopice	půl opice
poloopičí	půl opičí
poloopilý	půl opilý
poloopovážlivý	půl opovážlivý
poloopozice	půl opozice
poloopravený	půl opravený
polooptimistický	půl optimistický
poloopuštěný	půl opuštěný
poloosa	půl osa
poloosel	půl osel
poloosleplý	půl osleplý
poloostrov	půl ostrov
poloostrý	půl ostrý
polootevřít	půl otevřít
polootrávený	půl otrávený
polootrok	půl otrok
polootrokářský	půl otrokářský
polootupět	půl otupět
polootužit	půl otužit
polopancéřovaný	půl pancéřovaný
polopancíř	půl pancíř
polopapírový	půl papírový
poloparazit	půl parazit
poloparlament	půl parlament
poloparuka	půl paruka
polopás	půl pás
polopásák	půl pásák
polopatro	půl patro
polopečený	půl pečený
polopenze	půl penze
polopergamen	půl pergamen
polopermanentní	půl permanentní
poloperníkářský	půl perníkářský
poloperzián	půl perzián
poloplášť	půl plášť
poloplastický	půl plastický
poloplátěný	půl plátěný
poloplazivý	půl plazivý
poloplný	půl plný
poloplstěný	půl plstěný
poloplynový	půl plynový
polopodzemní	půl podzemní
polopohádkový	půl pohádkový
polopohanský	půl pohanský
polopolitický	půl politický
polopolitik	půl politik
poloponorka	půl ponorka
poloponorný	půl ponorný
poloportálový	půl portálový
polopostava	půl postava
polopoušť	půl poušť
polopozdní	půl pozdní
polopracovní	půl pracovní
polopravda	půl pravda
polopravdivý	půl pravdivý
polopravidelný	půl pravidelný
polopravý	půl pravý
poloprázdný	půl prázdný
polopřevod	půl převod
poloprezident	půl prezident
polopříjemný	půl příjemný
polopřiléhavý	půl přiléhavý
polopřímka	půl přímka
polopřímý	půl přímý
polopřipravený	půl připravený
polopřírodní	půl přírodní
polopřirozený	půl přirozený
poloprivatizace	půl privatizace
poloprivátní	půl privátní
polopřívěs	půl přívěs
poloprodukt	půl produkt
poloprofesionál	půl profesionál
poloprofil	půl profil
poloproletář	půl proletář
poloproletariát	půl proletariát
polopropečený	půl propečený
polopropustný	půl propustný
poloprostor	půl prostor
poloprovoz	půl provoz
poloprůběžný	půl průběžný
poloprůhledný	půl průhledný
poloprůmyslový	půl průmyslový
poloprůsvitný	půl průsvitný
poloracionální	půl racionální
polorafinovat	půl rafinovat
poloranný	půl ranný
poloraný	půl raný
polorealistický	půl realistický
poloreálný	půl reálný
poloreforma	půl reforma
polořeholní	půl řeholní
poloreliéf	půl reliéf
poloreportáž	půl reportáž
polorevolucionářský	půl revolucionářský
polořezník	půl řezník
polorituální	půl rituální
polořízený	půl řízený
poloromský	půl romský
poloroubený	půl roubený
polorovina	půl rovina
polorozbitý	půl rozbitý
polorozbořený	půl rozbořený
polorozbouraný	půl rozbouraný
polorozbředlý	půl rozbředlý
polorozepnutý	půl rozepnutý
polorozevřený	půl rozevřený
polorozkazovačný	půl rozkazovačný
polorozpadnout	půl rozpadnout
polorozsypaný	půl rozsypaný
poloroztát	půl roztát
polorozvalený	půl rozvalený
polorozvitý	půl rozvitý
poloruina	půl ruina
polorůžový	půl růžový
polorybářský	půl rybářský
polorytmika	půl rytmika
polosamočinný	půl samočinný
polosamohláska	půl samohláska
polosamosprávný	půl samosprávný
polosamostatný	půl samostatný
polosamota	půl samota
poloscénický	půl scénický
polosed	půl sed
polosedět	půl sedět
polosen	půl sen
polosenzace	půl senzace
pološerý	půl šerý
poloshnilý	půl shnilý
pološikmý	půl šikmý
pološílený	půl šílený
pološipka	půl šipka
polosirota	půl sirota
polosirotek	půl sirotek
poloskalní	půl skalní
poloskleněný	půl skleněný
pološkola	půl škola
poloskořepinový	půl skořepinový
pološkraboškový	půl škraboškový
poloslabý	půl slabý
polosladký	půl sladký
poloslaný	půl slaný
poloslepený	půl slepený
poloslepý	půl slepý
poloslinutý	půl slinutý
polosloup	půl sloup
polosmrt	půl smrt
polosnění	půl snění
polosocializmus	půl socializmus
polosoukromý	půl soukromý
polospálený	půl spálený
polospánek	půl spánek
polospát	půl spát
polospojka	půl spojka
polosportovní	půl sportovní
polostabilní	půl stabilní
polostátní	půl státní
polostep	půl step
polostín	půl stín
polostinný	půl stinný
polostínovat	půl stínovat
polostřela	půl střela
polostrmý	půl strmý
polostrojní	půl strojní
polostrom	půl strom
polostrunatec	půl strunatec
polostudentský	půl studentský
polosuchý	půl suchý
polosuverénní	půl suverénní
polosvéprávný	půl svéprávný
pološvestka	půl švestka
polosvět	půl svět
polosvětlo	půl světlo
polosvětlý	půl světlý
polosvit	půl svit
polosvlečený	půl svlečený
polosvobodný	půl svobodný
polosykavka	půl sykavka
polosyntetický	půl syntetický
polosyrový	půl syrový
polosytý	půl sytý
polotajný	půl tajný
polotekutý	půl tekutý
polotemný	půl temný
poloteplý	půl teplý
poloterénní	půl terénní
poloteroristický	půl teroristický
polotěžký	půl těžký
polotma	půl tma
polotmářský	půl tmářský
polotmavý	půl tmavý
polotón	půl tón
polotónovat	půl tónovat
polototalitní	půl totalitní
polotovar	půl tovar
polotovární	půl tovární
polotransparentní	půl transparentní
polotrikot	půl trikot
polotržní	půl tržní
polotučný	půl tučný
polotuhý	půl tuhý
polotvar	půl tvar
polotvrdý	půl tvrdý
polotyp	půl typ
poloudušený	půl udušený
polouklidnit	půl uklidnit
poloumělý	půl umělý
polounciála	půl unciála
poloupečený	půl upečený
poloúřední	půl úřední
poloúřednický	půl úřednický
polousedlý	půl usedlý
poloúsměv	půl úsměv
poloústava	půl ústava
poloutajený	půl utajený
poloutopený	půl utopený
polouvozí	půl úvoz
polouzavřít	půl uzavřít
polovalba	půl valba
poloválcovitý	půl válcovitý
poloválcový	půl válcový
poloválečný	půl válečný
polovánoční	půl vánoční
polovážný	půl vážný
polovečerní	půl večerní
polovědec	půl vědec
polovědomý	půl vědomý
polovegetační	půl vegetační
polověnec	půl věnec
poloveřejný	půl veřejný
poloverš	půl verš
polovětný	půl větný
polovězeňský	půl vězeňský
polovládní	půl vládní
polovlastní	půl vlastní
polovlhký	půl vlhký
polovlna	půl vlna
polovlněný	půl vlněný
polovodič	půl vodič
polovodivý	půl vodivý
polovodní	půl vodní
polovoják	půl voják
polovojenský	půl vojenský
polovrak	půl vrak
polovychladlý	půl vychladlý
polovydláždit	půl vydláždit
polovyjádření	půl vyjádření
polovymřelý	půl vymřelý
polovypálený	půl vypálený
polovyprodaný	půl vyprodaný
polovypuklý	půl vypuklý
polovýrobek	půl výrobek
polovyschlý	půl vyschlý
polovysokoškolský	půl vysokoškolský
polovysoký	půl vysoký
polovyšumělý	půl vyšumělý
polovysychavý	půl vysychavý
polovzdělanecký	půl vzdělanecký
polovzdělaný	půl vzdělaný
polovzpřímený	půl vzpřímený
polozadlabaný	půl zadlabaný
polozadušený	půl zadušený
polozahloubený	půl zahloubený
polozakázaný	půl zakázaný
polozakázkový	půl zakázkový
polozakrýt	půl zakrýt
polozaměstnaný	půl zaměstnaný
polozapadnout	půl zapadnout
polozaplněný	půl zaplněný
polozapomenutý	půl zapomenutý
polozapuštěný	půl zapuštěný
polozasklený	půl zasklený
polozastíněný	půl zastíněný
polozasypat	půl zasypat
polozataženo	půl zataženo
polozávěrový	půl závěrový
polozávislý	půl závislý
polozávodní	půl závodní
polozavřený	půl zavřený
polozazděný	půl zazděný
polozborcený	půl zborcený
polozbořený	půl zbořený
polozdevastovaný	půl zdevastovaný
polozdivočelý	půl zdivočelý
polozdravý	půl zdravý
polozednářský	půl zednářský
položelatina	půl želatina
polozemnice	půl zemnice
položertovný	půl žertovný
polozhroucený	půl zhroucený
položidovka	půl židovka
položivočišný	půl živočišný
polozkamenělý	půl zkamenělý
polozkažený	půl zkažený
polozmražený	půl zmražený
polozmrzačit	půl zmrzačit
polozmrzlý	půl zmrzlý
polozpěv	půl zpěv
polozraněný	půl zraněný
polozrát	půl zrát
polozrcadlovka	půl zrcadlovka
polozřícený	půl zřícený
polozrůda	půl zrůda
polozrůdička	půl zrůdička
poloztracený	půl ztracený
poloztužený	půl ztužený
polozvířecí	půl zvířecí
polpotovský	Pol Pot
polyaromatický	-poly- aromatický
polyester	-poly- ester
polygenetický	-poly- genetický
polygynie	-poly- -gyn-
polykarbamát	-poly- karbamát
polyreakce	-poly- reakce
polysylogizmus	-poly- sylogizmus
pophvězda	pop hvězda
popkultura	pop kultura
popmusic	pop music
poprock	pop rock
popstar	pop star
pórobeton	pór beton
potravychtivý	potrava chtivý
povahopis	povaha psát
pozitivněprávní	pozitivní právo
pramenověda	pramen věda
právněinformatický	právní informatický
právněpozitivistický	právní pozitivismus
pravobok	pravý bok
pravolevý	pravý levý
právotvorný	právo tvořit
prdelolezec	prdel lezec
předovýchodní	přední východ
přímotažný	přímý tažný
přírodopis	příroda psát
produktovod	produkt vést
projekčněkonstrukční	projekční konstrukční
propanbutan	propan butan
protohvězda	-prot- hvězda
protonotář	-prot- notář
pršiplášť	pršet plášť
prskolet	prskat let
prvočinitel	prvý činitel
prvodárce	prvý dárce
prvořadý	prvý řada
prvorozený	prvý rozený
prvosenkotvarý	prvosenka tvar
prvovýstup	prvý výstup
pryskyřníkokvětý	pryskyřník květ
pryžotextilní	pryž textil
psovod	pes vodit
psychoanalitický	-psych- analytický
psychopatologie	-psych- -path- -log-
psychothriller	-psych- thriller
ptákotrh	pták trh
půdoznalec	půda znalec
punčechtivý	punč chtivý
punkrock	punk rock
puškohled	puška hledět
pyrovůz	-pyr- vůz
radioaktivní	radio aktivní
radioamatér	radio amatér
radioanalytický	radio analytický
radioanténa	radio anténa
radioaparát	radio aparát
radiobazar	radio bazar
radiobudík	radio budík
radioburza	radio burza
radiocentrum	radio centrum
radiochemie	radio chemie
radiochirurgie	radio chirurgie
radiodálnopis	radio dálnopis
radiodárek	radio dárek
radiodepeše	radio depeše
radiodispečink	radio dispečink
radiodraslík	radio draslík
radioelektrický	radio elektrický
radiofarmakum	radio farmakum
radiofrekvence	radio frekvence
radiofyzik	radio fyzik
radiogalaxie	radio galaxie
radiografie	radio -graf-
radiohodinky	radio hodinky
radiohygienický	radio hygienický
radioinženýrský	radio inženýrský
radioklub	radio klub
radiokompas	radio kompas
radiokomunikace	radio komunikace
radioléčba	radio léčba
radioluminiscence	radio luminiscence
radiomaják	radio maják
radiomateriál	radio materiál
radiomechanik	radio mechanik
radiomodem	radio modem
radiomrakodrap	radio mrakodrap
radionahrávka	radio nahrávka
radionavigace	radio navigace
radionuklid	radio nuklid
radiooperatér	rádio operatér
