lemma	Best_parents	Annotated	sorted_parents	Best_parents_reversed	lemma_reversed	candidate_sorting_score	one_parent_in_lexicon	one_parent_in_lexicon_nosuffix	space_in_parent_candidates	PaReNT_Compound_probability	is_comp_w_known_parents	is_comp_w_known_status	all_parents_in_data_source	annotation_score
slaboproud	slabý proud	True	['slabý proud', 'slabý proudit', 'slab proud', 'slaba proud', 'slabpa proud', 'slaba proudit', 'slabpra udit', 'slabpra udoproud', 'slabproud', 'slabpra udoprud', 'slabpr roud', 'slab-proud', 'slabpen roud', 'slabpra udo', 'slabpra udoprad']	duorp ýbals	duorpobals	[21.0, 20.142857142857142, 19.071428571428573, 10.5, 10.2, 10.125, 10.090909090909092, 0.3333333333333333, 0.25, 0.16666666666666666, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.93598	True	True	True	3.93598
sladkéhochtivý	sladký chtivý	True	['sladko chtivý', 'slad kochtivý', 'sladký chochtivý', 'sladko chtívý', 'sladkochý chtivý', 'sladk hochtivý', 'sladk nehochtivý', 'sladk chohtivý', 'sladken chochtivý', 'sladkohechtivý', 'sladkochohtivý', 'sladkochátit', 'sladkochíhtivý', 'sladkochotivý', 'sladkený chochtivý']	ývithc okdals	ývithcohékdals	[20.1, 11.0, 10.5, 10.333333333333334, 10.142857142857142, 9.2, 9.083333333333334, 9.076923076923077, 0.25, 0.16666666666666666, 0.125, 0.1111111111111111, 0.09090909090909091, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.98356	False	True	True	2.98356
sladkolistý	sladký list	True	['sladký list', 'slad kolist', 'sladKý list', 'sladký líst', 'sladký ist', 'sladký wistý', 'sladký listo', 'slad kolistý', 'sladoký list', 'sladký mistý', 'sladký listý', 'sladek list', 'sladký plist', 'sladý kolist', 'sladoký']	tsil ýkdals	ýtsilokdals	[21.0, 19.333333333333332, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 9.5, 0.125]	True	True	True	0.8827	True	True	True	3.8827
sladkopálivý	sladký pálivý	True	['sladký pálivý', 'sladkopálivý', 'sladkopálit', 'sladkopál', 'sladkopápa', 'sladkopálí', 'sladkopápit', 'sladkopát', 'sladkopáp', 'sladkopáplit', 'sladkopále', 'sladkopáplivý', 'sladkopávat', 'sladkopápet', 'sladkopáplet']	ýviláp ýkdals	ývilápokdals	[20.076923076923077, 10.5, 1.0, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.95751	False	True	True	2.95751
sladkoplodý	sladký plod	True	['sladký plod', 'sladký plodný', 'sladký plodový', 'sladký plodit', 'slad klopa', 'sladk plod', 'sladký ploda', 'sladký plodý', 'sladký plodo', 'sladký plodký', 'sladký plodü', 'sladký plodä', 'slad klopodý', 'sladký plody', 'sladkoplod']	dolp ýkdals	ýdolpokdals	[21.0, 20.333333333333332, 20.11111111111111, 20.076923076923077, 20.066666666666666, 19.1, 10.5, 10.25, 10.2, 10.142857142857142, 10.125, 10.090909090909092, 10.083333333333334, 10.071428571428571, 9.166666666666666]	True	True	True	0.99471	True	True	True	3.99471
slanorožec	slaný roh	True	['slaný roh', 'slaný roha', 'slaní roh', 'slaný rohe', 'slaný orožec', 'slaný rohý', 'slaný růh', 'slaný rohnout', 'Slaný roh', 'slaní rože', 'slaní roha', 'slanoroh', 'Slanorohý', 'Slaný roha', 'slanorohý']	hor ýnals	cežoronals	[21.0, 10.5, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.125, 10.090909090909092, 10.083333333333334, 9.066666666666666, 0.14285714285714285, 0.1111111111111111, 0.1, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.85996	True	True	True	3.85996
šlechtovláda	šlechta vláda	True	['šlechta vláda', 'šlecht vláda', 'šlechtý vláda', 'šletch vláda', 'šlet vláda', 'šletý vláda', 'šletchý vláda', 'šletcha vláda', 'šlechtovláda', 'šletka vláda', 'šlechtvláda', 'šletchovláda', 'šlechtovládat', 'šletch vládaa', 'šletch']	adálv athcelš	adálvothcelš	[20.5, 19.25, 11.0, 10.333333333333334, 10.142857142857142, 10.125, 10.11111111111111, 10.1, 10.090909090909092, 10.076923076923077, 0.2, 0.16666666666666666, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.97823	False	True	True	2.97823
slepohluchý	slepý hluchý	True	['slepý hluchý', 'slepo hluchý', 'slepý hluch', 'slep hluchý', 'slepohluchý', 'slepý hluchí', 'slepohluch', 'slepoýhluchý', 'slepha ohluchý', 'slýpohluchý', 'slepoHluchý', 'slephý luchý', 'slepotluchý', 'slepoáhluchý', 'slephať luchý']	ýhculh ýpels	ýhculhopels	[20.5, 20.333333333333332, 20.083333333333332, 19.25, 11.0, 10.142857142857142, 9.1, 0.2, 0.16666666666666666, 0.125, 0.1111111111111111, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.97448	False	True	True	2.97448
slezskomoravský	Slezsko Morava	True	['slezský moravský', 'slezskomoravský', 'Slezskomoravsko', 'Slezskomorava', 'slezsko Moravský', 'slezSkomoravsko', 'Slezskomorav', 'slezSkomoravský', 'Slezskomoravec', 'SlezSkomorav', 'SlezSkomoravsko', 'Sleszkomoravsko', 'slezSkomorava', 'SlezSkomorava', 'slezskomorava']	ýksvarom ýkszels	ýksvaromokszels	[20.09090909090909, 10.5, 1.0, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.98583	False	True	True	2.98583
slezskoněmecký	Slezský Německo	True	['slezský německý', 'slezký německý', 'slezskoněmecký', 'slezskin německý', 'slezko německý', 'slezskin mecký', 'slezkský německý', 'slezskoněmec', 'slezkoněmecký', 'slezskin měcký', 'slezkoněmec', 'slezkskoněmec', 'slezkskoněmecký', 'slezskiný měcký', 'slezskin měceec']	ýkceměn ýkszels	ýkceměnokszels	[21.0, 10.333333333333334, 10.2, 10.142857142857142, 10.125, 10.1, 10.083333333333334, 0.5, 0.25, 0.16666666666666666, 0.1111111111111111, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.99542	False	True	True	2.99542
slezskoostravský	Slezsko Ostrava	True	['slezský ostravský', 'slez koostravský', 'slezsko ostravský', 'slezský stravský', 'slezsko stravský', 'slezko stravský', 'slezký stravský', 'slezSkoostrava', 'slezskoostrava', 'slezkoostravský', 'slezSko stravský', 'slezskooustravský', 'slezký storavský', 'slezskooustrava', 'Slezskoostrava']	ýksvartso ýkszels	ýksvartsookszels	[21.0, 10.2, 10.166666666666666, 10.066666666666666, 0.5, 0.3333333333333333, 0.25, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.96783	False	True	True	2.96783
slizotvorný	sliz tvořit	True	['sliz tvořit', 'slizotvorný', 'slizo tvořit', 'sliz tvorit', 'sliza tvorný', 'slizý tvorný', 'sliza tvořit', 'sliz otvorný', 'slizotvor', 'slizo tvorit', 'slizot vorný', 'slizet vorný', 'sliza tvorit', 'slízotvor', 'slizotvorit']	tiřovt zils	ýnrovtozils	[20.2, 10.5, 10.333333333333334, 10.25, 10.142857142857142, 10.1, 10.083333333333334, 10.066666666666666, 1.0, 0.16666666666666666, 0.125, 0.1111111111111111, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.98622	False	True	True	2.98622
slohotvorný	sloh tvořit	True	['sloha tvořit', 'sloho tvořit', 'slohotvorný', 'sloho tvorný', 'slohý tvořit', 'sloho tvor', 'slohý tvorný', 'sloh otvorný', 'slohe tvořit', 'sloho tvorit', 'sloho tvora', 'slohotvor', 'slohotvořit', 'slohozetvor', 'slohetvorný']	tiřovt ahols	ýnrovtohols	[20.142857142857142, 11.0, 10.5, 10.2, 10.166666666666666, 10.125, 10.11111111111111, 10.083333333333334, 10.071428571428571, 0.3333333333333333, 0.25, 0.1, 0.09090909090909091, 0.07692307692307693, 0.06666666666666667]	True	False	True	0.99401	False	True	True	2.99401
slovenskomaďarský	Slovensko Maďarsko	True	['slovenský maďarský', 'Slovesnoký maďarský', 'slovesný komaďar', 'sloves komaďar', 'Slovesnkomaďar', 'Slovesnex komaďar', 'Slovesní komaďar', 'Slovesneskomaďar', 'Slovesný komaďar', 'Slovesný komaďarský', 'Slovesnkomaďarie', 'Sloveskomaďar', 'Slovesnekomaďar', 'Slovesní komaďarský', 'Slovesný komaďariť']	ýksraďam ýksnevols	ýksraďamoksnevols	[20.142857142857142, 10.333333333333334, 10.125, 9.083333333333334, 1.0, 0.5, 0.25, 0.2, 0.16666666666666666, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99997	False	True	True	2.99997
slovnědruhový	slovní druh	True	['slovní druhový', 'slovný druhový', 'Slovní druhový', 'slovnědruhový', 'slovní duhrový', 'slůvní druhový', 'slovní dRuhový', 'slovNí druhový', 'slovnídruhový', 'slovnědruh', 'slovnídruh', 'slovnědruha', 'slovnídruha', 'slovědruh', 'Slovnědruh']	ývohurd ínvols	ývohurděnvols	[21.0, 20.25, 10.166666666666666, 10.125, 10.1, 10.090909090909092, 10.076923076923077, 10.066666666666666, 0.5, 0.3333333333333333, 0.2, 0.14285714285714285, 0.1111111111111111, 0.08333333333333333, 0.07142857142857142]	True	False	True	0.06338	True	True	True	3.06338
sluchovod	sluch vést	True	['sluch vést', 'sluch vodit', 'slucha vést', 'sluchovod', 'sluch', 'sluchý vést', 'sluchovést', 'sluchovés', 'sluchovéd', 'sluchvod', 'sluch-vod', 'slujchovod', 'slouchovod', 'sluch-vést', 'sluchev']	tsév hculs	dovohculs	[21.0, 20.125, 19.11111111111111, 10.333333333333334, 10.2, 10.066666666666666, 0.5, 0.25, 0.16666666666666666, 0.14285714285714285, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.95787	True	True	True	3.95787
slunoměr	slunce měřit	True	['slunce měřit', 'slunný měřit', 'slunc měřit', 'slunk měřit', 'sluna měřit', 'sluný měřit', 'sluna mířit', 'sluně měřit', 'slunno měřit', 'slund měřit', 'sluno měřit', 'slunč měřit', 'slunz měřit', 'slunomit', 'sluna miř m']	tiřěm ecnuls	rěmonuls	[21.0, 20.333333333333332, 19.1, 19.09090909090909, 10.5, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.125, 10.083333333333334, 10.076923076923077, 10.066666666666666, 0.1111111111111111, 0.07142857142857142]	True	True	True	0.99994	True	True	True	3.99994
slunovrat	slunce vracet	True	['slunce vracet', 'slunce vracený', 'slunce vrace', 'slunovrat', 'slunit rovat', 'sluno vracet', 'sluna vracet', 'slunce vrát', 'slune vracet', 'slunce vracent', 'slunit rat', 'slunie vracet', 'sluna vracený', 'sluno vrát', 'sluovrat']	tecarv ecnuls	tarvonuls	[21.0, 20.125, 19.25, 10.5, 10.2, 10.166666666666666, 10.11111111111111, 10.1, 10.090909090909092, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.3333333333333333, 0.14285714285714285]	True	True	True	0.91574	True	True	True	3.91574
slzopudný	slza pudit	True	['slza pudit', 'slz pudit', 'slza pudný', 'slza poudit', 'slzý pudit', 'slzopudný', 'slža pudit', 'slza puda', 'slza', 'sls pudit', 'slza pudnout', 'slza pudět', 'slga pudit', 'slzopudit', 'slzý pudný']	tidup azls	ýndupozls	[21.0, 19.333333333333332, 10.5, 10.25, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.2, 0.125]	True	True	True	0.89639	True	True	True	3.89639
slzotvorný	slza tvořit	True	['slza tvořit', 'slza tvorný', 'slz tvořit', 'slza zotvorný', 'slza tvora', 'slza tvorit', 'slza zetvorný', 'slza zotvor', 'slza zetvora', 'slza zatvorný', 'slza zotevorný', 'slza vorný', 'slz tvorit', 'slz tvora', 'slzotvor']	tiřovt azls	ýnrovtozls	[20.5, 20.076923076923077, 19.11111111111111, 11.0, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.1, 10.090909090909092, 10.071428571428571, 10.066666666666666, 9.125, 9.083333333333334, 0.14285714285714285]	True	True	True	0.99891	False	True	True	2.99891
slzovod	slza vést	True	['slza vést', 'slza vézt', 'slza vodit', 'slza zvést', 'slza vědět', 'slza véda', 'slz vést', 'slza předa', 'slza', 'slzev vést', 'slza ovést', 'slzev vodit', 'slza pévodit', 'slz', 'slzev']	tsév azls	dovozls	[21.0, 20.25, 20.2, 20.166666666666668, 20.125, 20.071428571428573, 19.09090909090909, 19.083333333333332, 10.5, 10.11111111111111, 10.1, 10.076923076923077, 10.066666666666666, 9.142857142857142, 0.3333333333333333]	True	True	True	0.99013	True	True	True	3.99013
směrodatný	směr dát	True	['směr dát', 'smír dát', 'směr dat', 'směr dodatný', 'směr Datný', 'směrodatný', 'směr dátný', 'směr adatný', 'směr -datný', 'směr Dát', 'směr Dadat', 'směr', 'směr odatný', 'směrzat', 'směrdý']	tád rěms	ýntadorěms	[21.0, 20.166666666666668, 19.5, 10.333333333333334, 10.25, 10.2, 10.142857142857142, 10.125, 10.11111111111111, 10.1, 10.083333333333334, 10.076923076923077, 10.066666666666666, 0.09090909090909091, 0.07142857142857142]	True	True	True	0.13972	True	True	True	3.13972
šmirglpapír	šmirgl papír	True	['šmirgl papír', 'šmirglen papír', 'Šmirgl papír', 'šmirgl', 'šmirgle papír', 'smirgl papír', 'šmirglpapír', 'mirgl papír', 'Smirgl papír', 'šmírgl papír', 'šmirgl papér', 'šmirgl-papír', 'šmirgleppapír', 'šmirglempapír', 'šmirglappar']	rípap lgrimš	rípaplgrimš	[21.0, 10.5, 10.333333333333334, 10.25, 10.2, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.076923076923077, 10.066666666666666, 0.16666666666666666, 0.125, 0.08333333333333333, 0.07142857142857142]	True	False	True	0.87507	True	True	True	3.87507
smluvněopoziční	smluvní opozice	True	['smluvní poziční', 'smluvně poziční', 'smluvní opoziční', 'smluvně opoziční', 'smluvný poziční', 'smluvní půziční', 'smluvněopoziční', 'smluvně půziční', 'smluvně -poziční', 'smluvní -poziční', 'smluvní peziční', 'smluvný opoziční', 'smluvní zpoziční', 'smluvný půziční', 'smluvný peziční']	ínčizop ínvulms	ínčizopoěnvulms	[20.5, 20.333333333333332, 20.2, 20.076923076923077, 11.0, 10.25, 10.166666666666666, 10.125, 10.11111111111111, 10.1, 10.090909090909092, 10.071428571428571, 10.066666666666666, 0.14285714285714285, 0.08333333333333333]	True	False	True	0.98034	False	True	True	2.98034
smluvněprávní	smluvní právní	True	['smluvní právní', 'smluvněprávní', 'Smluvní právní', 'smluvný právní', 'smluvněpráví', 'smluvněpráv', 'smluvněpráva', 'Smluvněpráví', 'smluvnípráví', 'smluvnípráv', 'Smluvněpráva', 'smluvnípráva', 'Smluvněpráv', 'smluvníprávní', 'smluvniprávní']	ínvárp ínvulms	ínvárpěnvulms	[21.0, 10.5, 10.142857142857142, 10.083333333333334, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.86716	True	True	True	3.86716
smrtihlav	smrt hlava	True	['smrt hlava', 'smrtihlav', 'smrt', 'smrtat lit', 'smrthal', 'smrthlav', 'smrtat lavat', 'smrthat', 'smrthalva', 'smrtahlav', 'smrtahlavat', 'smrtihlavý', 'smrtěhlav', 'smrthlavat', 'smrtrhlav']	avalh trms	valhitrms	[21.0, 10.2, 10.142857142857142, 9.1, 0.5, 0.3333333333333333, 0.25, 0.16666666666666666, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99663	True	True	True	3.99663
smrtonoš	smrt nosit	True	['smrt nosit', 'smrt nos', 'smrt bon', 'Smrt nos', 'smrt noso', 'smrt šon', 'smrt bonoslat', 'smrt aš', 'smrt', 'smrt bonos', 'smrt bonoslak', 'smrt ronoš', 'smrt honoslat', 'smrt monoš', 'Mrton']	tison trms	šonotrms	[21.0, 20.25, 20.125, 10.5, 10.333333333333334, 10.2, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.09090909090909091]	True	False	True	0.57595	True	True	True	3.57595
smrtonosný	smrt nosit	True	['smrt nosit', 'smrt as', 'smrt osný', 'smrt onosit', 'smrt', 'smrt sný', 'smrto nosit', 'smrt monosit', 'smrt asný', 'smrt ónos', 'smrt ósnos', 'smrtonosit', 'smrtosný', 'smrtonos', 'strmonosit']	tison trms	ýnsonotrms	[21.0, 20.1, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.083333333333334, 10.076923076923077, 10.066666666666666, 0.5, 0.125, 0.09090909090909091, 0.07142857142857142]	True	False	True	0.96259	True	True	True	3.96259
smutnohra	smutný hra	True	['smutný hra', 'smute noha', 'smutnat hra', 'smutnohra', 'smutnat hrát', 'smutna hra', 'smutný', 'smutnohr', 'smute nohr', 'smutnoha', 'smutnohrah', 'smutnat', 'smutnohad', 'smutna', 'smutnahr']	arh ýntums	arhontums	[20.5, 19.083333333333332, 10.2, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 9.333333333333334, 9.090909090909092, 1.0, 0.25, 0.125, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99047	False	True	True	2.99047
smutnokrásný	smutný krásný	True	['smutný krásný', 'smutno krásný', 'smutna krásný', 'smutnokrásný', 'smuten krásný', 'smutný krásek', 'smutnokrásek', 'smutnokrása', 'smutnký rásný', 'smutenký rásný', 'smutnka -rásný', 'smutnka rásný', 'smutnek rásný', 'smutnokrás', 'smutnka trásný']	ýnsárk ýntums	ýnsárkontums	[21.0, 20.1, 10.5, 10.2, 10.166666666666666, 10.066666666666666, 0.3333333333333333, 0.25, 0.14285714285714285, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.97227	False	True	True	2.97227
smutnooký	smutný oko	True	['smutný oko', 'smutnat oko', 'smutnooký', 'smuta noký', 'smutený oko', 'smutna oko', 'smuta noka', 'smutný', 'smutnatý oko', 'smute nooký', 'smutnoký', 'smutnat okový', 'smutnat', 'smuten nooký', 'smuto noka']	oko ýntums	ýkoontums	[21.0, 10.5, 10.166666666666666, 10.142857142857142, 10.125, 10.11111111111111, 10.090909090909092, 10.076923076923077, 10.066666666666666, 9.1, 0.3333333333333333, 0.25, 0.2, 0.08333333333333333, 0.07142857142857142]	True	True	True	0.98589	False	True	True	2.98589
smutnoveselý	smutný veselý	True	['smutný veselý', 'smutno veselý', 'smutn veselý', 'smutne veselý', 'smutna veselý', 'smutnoveselý', 'smutný vesílý', 'smutno selý', 'smutný vesit', 'smutnus veselý', 'smutný veset', 'smutnosevý', 'smutnoveset', 'smutnovesit', 'smutne veset']	ýlesev ýntums	ýlesevontums	[21.0, 20.5, 19.166666666666668, 10.333333333333334, 10.25, 10.142857142857142, 10.11111111111111, 10.1, 10.083333333333334, 10.076923076923077, 10.071428571428571, 0.2, 0.125, 0.09090909090909091, 0.06666666666666667]	True	True	True	0.99528	False	True	True	2.99528
smyslotvorný	smysl tvořit	True	['smysl tvořit', 'smyslotvorný', 'smyslý tvořit', 'smy slotvorný', 'smyslotvor', 'smyslotvorit', 'smyslotvorí', 'smyslotvorce', 'smyslotvorda', 'smyslotvorba', 'smyslotvorin', 'smyslotvordý', 'smyslo tvorit', 'smyslotvořit', 'smyslotvorpa']	tiřovt lsyms	ýnrovtolsyms	[20.125, 10.333333333333334, 10.076923076923077, 9.2, 1.0, 0.5, 0.25, 0.16666666666666666, 0.14285714285714285, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.99228	False	True	True	2.99228
snadnohořlavý	snadný hořlavý	True	['snadný hořlavý', 'snadný hořet', 'snadný hořet lavý', 'snadný hořetlavý', 'snadný hořerlavý', 'snadní hořlavý', 'snadnohořlavý', 'snadný hořlař', 'snadný hořlat', 'snadný hořenlavý', 'snadný hřořlavý', 'snadný hořen- lavý', 'snadný hořeť', 'snadný hořlať', 'snadný hořlaf']	ývalřoh ýndans	ývalřohondans	[21.0, 20.142857142857142, 20.076923076923077, 10.5, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.125, 10.11111111111111, 10.1, 10.090909090909092, 10.083333333333334, 10.071428571428571, 10.066666666666666]	True	False	True	0.94788	False	True	True	2.94788
sněhuprostý	sníh prostý	True	['sníh prostý', 'sněh prostý', 'sněhý prostý', 'sněhuprostý', 'sněhuprý', 'sněhuprý rost', 'sněh uprostý', 'sněhoprostý', 'sněh průstý', 'sněhupr rostý', 'sněhup hrostý', 'sněh prustý', 'sněhupr rost', 'sněh huprostý', 'sníhuprostý']	ýtsorp híns	ýtsorpuhěns	[20.25, 11.0, 10.5, 10.333333333333334, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.95657	False	True	True	2.95657
socdemák	sociální demokrat	True	['sociální demokrat', 'sociální demák', 'sociální demokní', 'socdemák', 'sociální demokus', 'socIální demokrat', 'sociámní demokrat', 'sociální demokrav', 'sociální demokral', 'sociální demokram', 'sociální demokraf', 'sociální demokravní děmos', 'socIální demák', 'socdemový', 'socémeka']	tarkomed ínláicos	kámedcos	[21.0, 10.5, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 10.083333333333334, 10.071428571428571, 10.066666666666666, 0.125, 0.09090909090909091, 0.07692307692307693]	True	False	True	0.69552	True	True	True	3.69552
sociálněpedagogický	sociálně pedagogický	True	['sociálně pedagogický', 'sociálně peagogický', 'sociálněpedagogický', 'sociálněpedagogie', 'sociálněpeagoga', 'sociálněpeagogický', 'sociálněpeagogogie', 'sociálněpeagogie', 'sociálněpetagogie', 'sociálněpecagogický', 'sociálněpetagogický', 'sociálněpeagogika', 'sociálněpecagogie', 'sociálně-pedagogický', 'sociálněpeagog']	ýkcigogadep ěnláicos	ýkcigogadepěnláicos	[21.0, 10.142857142857142, 10.125, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.94273	True	True	True	3.94273
sociálněvýchovný	sociálně výchovný	True	['sociálně výchovný', 'sociálněvý chovný', 'sociálněe výchovný', 'sociálněvý výchovný', 'sociálněvýchovný', 'soziálně výchovný', 'sociálněvýchov', 'sociálněvýchova', 'sociálněevýchov', 'sociálněvý', 'sociálněevýchova', 'sociálněvýchoví', 'ociálněvýchovný', 'sociálněvýchovovat', 'sociálněvýcovek']	ýnvohcýv ěnláicos	ýnvohcývěnláicos	[21.0, 10.25, 10.2, 10.166666666666666, 10.1, 10.066666666666666, 0.5, 0.3333333333333333, 0.14285714285714285, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.55293	True	True	True	3.55293
sodnodraselný	sodný draselný	True	['sodný draselný', 'sodn draselný', 'sodna draselný', 'sodnodraselný', 'sodny draselný', 'sodní draselný', 'sodný draslný', 'sondný draselný', 'sodnodras', 'sodnodrasit', 'sodnodraslý', 'sodnodrasel', 'sodnodraslovat', 'soddný raselný', 'sododný raselný']	ýnlesard ýndos	ýnlesardondos	[21.0, 19.1, 10.333333333333334, 10.2, 10.166666666666666, 10.142857142857142, 10.090909090909092, 10.066666666666666, 0.5, 0.25, 0.125, 0.1111111111111111, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.93526	True	True	True	3.93526
sodnovápenatý	sodný vápenatý	True	['sodný vápenatý', 'sodn vápenatý', 'sodny vápenatý', 'sodna vápenatý', 'sodní vápenatý', 'sodný vápénatý', 'snodný vápenatý', 'sodne vápenatý', 'sůdný vápenatý', 'sodný vápanetat', 'sodnovápena', 'sodnovápina', 'sodnovapina', 'snodnovápena', 'svodnovápena']	ýtanepáv ýndos	ýtanepávondos	[21.0, 19.071428571428573, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.125, 10.083333333333334, 10.076923076923077, 10.066666666666666, 0.5, 0.14285714285714285, 0.1111111111111111, 0.1, 0.09090909090909091]	True	True	True	0.90118	True	True	True	3.90118
solivar	sůl vařit	True	['sůl vařit', 'síl vařit', 'slít var', 'slít vařit', 'solivar', 'slovit', 'slít', 'sůl viř', 'sůl viřal', 'slit', 'solivařit', 'solivař', 'slovivar', 'sólivař', 'sólivar']	tiřav lůs	ravilos	[21.0, 20.1, 20.076923076923077, 20.066666666666666, 10.5, 10.333333333333334, 10.166666666666666, 10.142857142857142, 10.083333333333334, 9.125, 0.25, 0.2, 0.1111111111111111, 0.09090909090909091, 0.07142857142857142]	True	True	True	0.51606	True	True	True	3.51606
sólohráč	sólo hráč	True	['sólo hráč', 'sólohráč', 'solo hráč', 'sólohračit', 'sólohráčit', 'solohráč', 'sólohráčný', 'solohračit', 'sólohračý', 'sólohravý', 'sólohrabý', 'sólohračný', 'solohráčit', 'sólohrát', 'sólohracý']	čárh olós	čárholós	[21.0, 10.333333333333334, 10.11111111111111, 0.5, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.81274	True	True	True	3.81274
sólokampaň	sólo kampaň	True	['sólo kampaň', 'solo kampaň', 'sůlo kampaň', 'Sólo kampaň', 'sélo kampaň', 'sílo kampaň', 's[UNK]lo kampaň', 'sálo kampaň', 'sôlo kampaň', '-solo kampaň', 'sólo', 'S[UNK]lo kampaň', 'sólokampaň', 'Sólokampan', '-molikampaň']	ňapmak olós	ňapmakolós	[21.0, 10.5, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.125, 10.11111111111111, 10.1, 10.090909090909092, 10.076923076923077, 10.071428571428571, 0.08333333333333333, 0.06666666666666667]	True	False	True	0.98355	True	True	True	3.98355
sólokapr	sólo kapr	True	['sólo kapr', 'sólo kapr pař', 'sólo kaprep', 'sólo kaprp', 'sólo kappr', '-solo kapr', '-lo kapr', 'Sólo kapr', 'sólo kaprpat', '-lo- kapr', '-go- kapr', '-go-', '-solo -kapr', '-copf', '-solo kappr']	rpak olós	rpakolós	[21.0, 20.11111111111111, 10.5, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.125, 10.090909090909092, 10.071428571428571, 10.066666666666666, 0.14285714285714285, 0.1, 0.08333333333333333, 0.07692307692307693]	True	False	True	0.99815	True	True	True	3.99815
