limitovat_V	limit_N
léčebna_N	léčba_N
lučebna_N	lučba_N
platebna_N	platba_N

Leningraďan_N	Leningrad_None
Petrohraďan_N	Petrohrad_None
Stalingraďan_N	Stalingrad_None

retušér_N	retuš_N
voltižér_N	voltiž_N
startér_N	start_N

ocásek_N	ocas_N
rozhlásek_N	rozhlas_N
klásek_N	klas_N

patice_N	pata_N
Ostravice_N	Ostrava_N
cévice_N	céva_N

meteorit_N	meteor_N
molybdenit_N	molybden_N
chromit_N	chrom_N

spoleh_N	spolehnout_V
brejk_N	brejknout_V
mok_N	moknout_V

křemenáč_N	křemen_N
nanukáč_N	nanuk_N
kruháč_N	kruh_N

analfabet_N	analfabetismus_N
bráhman_N	bráhmanismus_N
aktiv_N	aktivismus_N

pouze_D	pouhý_A
sáhodlouze_D	sáhodlouhý_A
stroze_D	strohý_A

neandertálec_N	neandertálský_A
masarykovec_N	masarykovský_A
darwinovec_N	darwinovský_A

cize_D	cizí_A
ryze_D	ryzí_A
svěže_D	svěží_A

normál_N	norma_N
portál_N	porta_N
placentál_N	placenta_N

adaptovat_V	adaptér_N
žonglovat_V	žonglér_N
mixovat_V	mixér_N

ježek_N	ježit_V
zvonek_N	zvonit_V
působek_N	působit_V

Ostrava_N	Ostravsko_N
Jihlava_N	Jihlavsko_N
Toskána_N	Toskánsko_N

kolidovat_V	kolize_N
abradovat_V	abraze_N
erodovat_V	eroze_N

bos_N	bosý_A
chrom_N	chromý_A
nov_N	nový_A

zpětný_A	zpět_D
opětný_A	opět_D
včasný_A	včas_D

koleso_N	kolo_N
těleso_N	tělo_N
sloveso_N	slovo_N

rezavý_A	rez_N
popelavý_A	popel_N
kadeřavý_A	kadeř_N

Goldin_N	Golda_N
Hanin_N	Hana_N
Dorotin_N	Dorota_N

desetitisíce_N	desetitisíc_N
veřeje_N	veřej_N
regrese_N	regres_N

náměstkyně_N	náměstek_N
svědkyně_N	svědek_N
pastorkyně_N	pastorek_N

operatér_N	operace_N
restauratér_N	restaurace_N
absentér_N	absence_N

brek_N	brečet_V
ryk_N	ryčet_V
jek_N	ječet_V

borkyně_N	borec_N
učenkyně_N	učenec_N
zoufalkyně_N	zoufalec_N

smrádek_N	smrad_N
hádek_N	had_N
hrádek_N	hrad_N

oběžný_A	oběh_N
vztažný_A	vztah_N
dlužný_A	dluh_N

Berouňan_N	Beroun_None
Miláňan_N	Milán_None
Bostoňan_N	Boston_None

prameniště_N	pramenit_V
složiště_N	složit_V
seřadiště_N	seřadit_V

tygrovaný_A	tygr_N
talentovaný_A	talent_N

doktrinární_A	doktrína_N
disciplinární_A	disciplína_N

leucinóza_N	leucin_N
mimóza_N	mim_N

kotevní_A	kotva_N
bitevní_A	bitva_N

vyžla_N	vyžle_N
Maria_N	Marie_N

seník_N	seno_N
plemeník_N	plemeno_N

skif_N	skifařka_N
skeet_N	skeetařka_N

mandelinka_N	mandel_N
bezinka_N	bez_N

Turkmenistán_N	Turkmen_N
Uzbekistán_N	Uzbek_N

softball_N	softbal_N
špicl_N	špic_N

drobné_N	drobný_A
šampaňské_N	šampaňský_A

politizovat_V	politika_N
polemizovat_V	polemika_N

Hronková_N	Hronová_N
Bartoňková_N	Bartoňová_N

proužek_N	pruh_N
pstroužek_N	pstruh_N

rakůvka_N	rak_N
lemůvka_N	lem_N

ondy_D	onde_D
všudy_D	všude_D

nedělička_N	neděle_N
grešlička_N	grešle_N

frkot_N	frčet_V
brekot_N	brečet_V

endemit_N	endemický_A
dynamit_N	dynamický_A

hrb_N	hrbatý_A
pejz_N	pejzatý_A

tábořiště_N	tábor_N
orchestřiště_N	orchestr_N

orientalista_N	orient_N
instrumentalista_N	instrument_N

kolem_D	kolo_N
právem_D	právo_N

měsíčník_N	měsíc_N
střevíčník_N	střevíc_N

angora_N	angorizmus_N
avantgarda_N	avantgardizmus_N

humoreska_N	humor_N
hosteska_N	host_N

katedrála_N	katedra_N
normála_N	norma_N

laní_A	laň_N
vorvaní_A	vorvaň_N

obilný_A	obilí_N
zelný_A	zelí_N

Bohumila_N	Bohumil_NC
Vlastimila_N	Vlastimil_NC

volař_N	vůl_N
stolař_N	stůl_N

modrooký_A	modrý_A
šikmooký_A	šikmý_A

hovor_N	hovořit_V
mor_N	mořit_V

materialismus_N	materiál_N
kapitalismus_N	kapitál_N

babylon_N	babylónský_A
faraon_N	faraónský_A

odvážka_N	odvážet_V
frčka_N	frčet_V

srp_N	srpen_N
hřeb_N	hřeben_N

bručák_N	bručet_V
fičák_N	fičet_V

pátek_N	páteční_A
pupek_N	pupeční_A

bublanina_N	bublat_V
rubanina_N	rubat_V

vápenný_A	vápno_N
prkenný_A	prkno_N

rozsoška_N	rozsocha_N
cíška_N	cícha_N

Miloň_N	Miloš_N
Dobříň_N	Dobříš_N

mečet_V	mekat_V
syčet_V	sykat_V

exponovat_V	expozice_N
disponovat_V	dispozice_N

krematorium_N	kremace_N
sanatorium_N	sanace_N

trámoví_N	trám_N
sloupoví_N	sloup_N

pediatrička_N	pediatrie_N
Žofička_N	Žofie_N

mrkvovitý_A	mrkev_N
tykvovitý_A	tykev_N

Rwanďan_N	Rwanda_N
Grenaďan_N	Grenada_N

dezertér_N	dezertovat_V
žonglér_N	žonglovat_V

trojka_N	trojice_N
dvojka_N	dvojice_N

mobilizovat_V	mobilní_A
sterilizovat_V	sterilní_A

dveřej_N	dveře_N
partaj_N	parta_N

pozdě_D	pozdní_A
zvláště_D	zvláštní_A

utilizovat_V	utilita_N
kriminalizovat_V	kriminalita_N

sluchadlo_N	sluch_N
sukadlo_N	suk_N

ospalek_N	ospalý_A
prvek_N	prvý_A

viničný_A	vinice_N
hořčičný_A	hořčice_N

Zdenek_N	Zdeněk_N
Věnek_N	Věněk_N

japanoložka_N	japanologie_NC
gerontoložka_N	gerontologie_NC

Vorel_N	Vorlová_N
Havel_N	Havlová_N

dřepět_V	dřep_N
šumět_V	šum_N

prokuratura_N	prokurátor_N
diktatura_N	diktátor_N

veveruška_N	veverka_N
Jituška_N	Jitka_N

konvice_N	konev_N
pánvice_N	pánev_N

Písečan_N	Písek_None
Norimberčan_N	Norimberk_None

opičit_V	opice_N
líčit_V	líce_N

provinciál_N	provincie_N
koloniál_N	kolonie_N

dávačka_N	dávat_V
skartovačka_N	skartovat_V

dvoutýdeník_N	dvoutýdenní_A
čtrnáctideník_N	čtrnáctidenní_A

kurevník_N	kurva_N
vrstevník_N	vrstva_N

židovština_N	žid_N
šturmovština_N	šturm_N

slizký_D	sliz_N
břitký_D	břit_N

bouře_N	bouřit_V
batole_N	batolit_V

systematika_N	systém_N
problematika_N	problém_N

zřivý_A	zřít_V
chtivý_A	chtít_V

oratorium_N	oratoř_N
kalendárium_N	kalendář_N

noveleta_N	novela_N
opereta_N	opera_N

blažit_V	blahý_A
množit_V	mnohý_A

Kiribaťan_N	Kiribati_N
Haiťan_N	Haiti_N

žárovčička_N	žárovka_N
zkumavčička_N	zkumavka_N

laciný_A	lacino_D
lítý_A	líto_D

labutí_A	labuť_N
sviští_A	svišť_N

exponent_N	expozice_N
komponent_N	kompozice_N

makovka_N	makový_A
sněhovka_N	sněhový_A

taktak_D	tak_D
užuž_D	už_D

Žatečan_N	Žatec_N
Chlumečan_N	Chlumec_N

crack_N	cracker_N
sken_N	skener_N

Uzbek_N	Uzbekistán_N
Turkmen_N	Turkmenistán_N

oligarchie_N	oligarcha_NC
monarchie_N	monarcha_NC

jubileum_N	jubilejní_A
muzeum_N	muzejní_A

pásmo_N	pás_N
kouřmo_N	kouř_N

absoluce_N	absolvovat_V
perzekuce_N	perzekvovat_V

loutkařit_V	loutka_N
chatařit_V	chata_N

stigmatizovat_V	stigma_N
klimatizovat_V	klima_N

chaos_N	chaotický_A
démos_N	démotický_A

prsten_N	prst_N
duben_N	dub_N

popravce_N	poprava_N
úpravce_N	úprava_N

Jakoubek_N	Jakub_N
doubek_N	dub_N

komunikativní_A	komunikační_A
konstruktivní_A	konstrukční_A

Titan_N	Titán_N
pan_N	pán_N

pastelkovné_N	pastelka_N
fackovné_N	facka_N

hlasivka_N	hlas_N
bičivka_N	bič_N

skladné_N	sklad_N
dovozné_N	dovoz_N

Bavorák_N	Bavorsko_N
Tyrolák_N	Tyrolsko_N

trojčátko_N	trojče_N
varlátko_N	varle_N

kriminálník_N	kriminální_A
stolník_N	stolní_A

izolacionismus_N	izolace_N
abolicionismus_N	abolice_N

pirožek_N	piroh_N
výtažek_N	výtah_N

člunkovitý_A	člun_N
drátkovitý_A	drát_N

šrot_N	šrotovné_N
start_N	startovné_N

Františkov_N	František_N
Vítkov_N	Vítek_N

vidlice_N	vidle_N
židlice_N	židle_N

ježovka_N	ježek_N
výsledovka_N	výsledek_N

myrha_N	myrhovník_N
skořápka_N	skořápkovník_N

okultismus_N	okultní_A
absolutismus_N	absolutní_A

holenní_A	holeň_N
jesenní_A	jeseň_N

konzul_N	konzulát_N
šampion_N	šampionát_N

ubrousek_N	ubrus_N
brousek_N	brus_N

pilatka_N	pila_N
střechatka_N	střecha_N

Syrakusan_N	Syrakusy_None
Théban_N	Théby_None

principál_N	princip_N
instrumentál_N	instrument_N

pivní_A	pivo_N
místní_A	místo_N

Malawijec_N	Malawi_N
Fidžijec_N	Fidži_N

deprivant_N	deprivace_N
habilitant_N	habilitace_N

kulometčík_N	kulomet_N
Jakubčík_N	Jakub_N

zůstání_N	zůstat_V
budování_N	budovat_V

Nasadilová_N	Nasadil_N
Šafářová_N	Šafář_N

důmysl_N	domyslet_V
průmysl_N	promyslet_V

Kartáginec_N	Kartágo_N
prosinec_N	proso_N

třes_N	třást_V
otřes_N	otřást_V

rádius_N	rádiový_A
eukalyptus_N	eukalyptový_A

pružina_N	pružný_A
rovina_N	rovný_A

Lahovičky_N	Lahovice_N
kombinačky_N	kombinace_N

višínka_N	višeň_N
holínka_N	holeň_N

subjektivní_A	subjekt_N
atributivní_A	atribut_N

koncesionář_N	koncese_N
vizionář_N	vize_N

asepse_N	aseptický_A
synopse_N	synoptický_A

klíčit_V	klíček_N
ježit_V	ježek_N

troubel_N	trouba_N
kozel_N	koza_N

rošovat_V	rošáda_N
marinovat_V	marináda_N

hasnice_N	hasit_V
střelnice_N	střelit_V

služčin_A	služka_N
matčin_A	matka_N

Ondříčková_N	Ondřej_N
Blažíčková_N	Blažej_N

hloží_N	hloh_N
paroží_N	paroh_N

Stalingrad_N	Stalin_N
Leningrad_N	Lenin_N

alt_N	altistka_N
skeleton_N	skeletonistka_N

křivárna_N	křivý_A
levárna_N	levý_A

zhůvěřilec_N	zhůvěřilý_A
psanec_N	psaný_A

kačírek_N	kačer_N
frajírek_N	frajer_N

varhanní_A	varhany_N
rorátní_A	roráty_N

kategorizovat_V	kategorie_N
harmonizovat_V	harmonie_N

pivovárek_N	pivovar_N
Kašpárek_N	Kašpar_N

dlážka_N	dlaha_N
podlážka_N	podlaha_N

posuv_N	posuvný_A
splav_N	splavný_A

lazar_N	lazaret_N
menu_N	menuet_N

oratorní_A	oratorium_N
sanatorní_A	sanatorium_N

dogma_N	dogmatický_A
astma_N	astmatický_A

pankreatický_A	pankreas_N
herpetický_A	herpes_N

pytlovat_V	pytel_N
datlovat_V	datel_N

Bavořan_N	Bavorsko_N
Štýřan_N	Štýrsko_N

neurotický_A	neuróza_N
aterosklerotický_A	ateroskleróza_N

podélný_A	podél_R
vstřícný_A	vstříc_R

satrapa_N	satrapie_N
sperma_N	spermie_N

Bis_N	Bisová_N
Jor_N	Jorová_N

ablativ_N	ablace_N
kolektiv_N	kolekce_N

firemní_A	firma_N
noremní_A	norma_N

Pardubičák_N	Pardubice_N
slepičák_N	slepice_N

Eva_N	Evička_N
huba_N	hubička_N

drátkovat_V	drát_N
vtipkovat_V	vtip_N

Jablonecko_N	Jablonec_None
Tunisko_N	Tunis_None

brontosauří_A	brontosaurus_N
dinosauří_A	dinosaurus_N

snowboarďák_N	snowboard_N
prďák_N	prd_N

žalářní_N	žalář_N
vrchní_N	vrch_N

datovat_V	datum_N
publikovat_V	publikum_N

sabotáž_N	sabotovat_V
montáž_N	montovat_V

mědit_V	měď_N
pídit_V	píď_N

autor_N	autorita_N
major_N	majorita_N

poslice_N	posel_N
ďáblice_N	ďábel_N

borka_N	borec_N
Hispánka_N	Hispánec_N

vlastenkyně_N	vlast_N
dorostenkyně_N	dorost_N

Ghaňan_N	Ghana_N
Botswaňan_N	Botswana_N

federální_A	federace_N
inaugurální_A	inaugurace_N

jistojistý_A	jistý_A
pouhopouhý_A	pouhý_A

cukřík_N	cukr_N
svetřík_N	svetr_N

estetička_N	estetika_N
energetička_N	energetika_N

tělnatět_V	tělnatý_A
dřevnatět_V	dřevnatý_A

putýnka_N	putna_N
lokýnka_N	lokna_N

amerikanizovat_V	amerikanizmus_N
anglikanizovat_V	anglikanizmus_N

márnice_N	máry_N
vrhcábnice_N	vrhcáby_N

korálnatec_N	korál_N
hrotnatec_N	hrot_N

curium_N	curie_N
harmonium_N	harmonie_N

lokál_N	lokalizovat_V
intelektuál_N	intelektualizovat_V

gól_N	gólman_NC
kamera_N	kameraman_NC

soustíčko_N	sousto_N
tělíčko_N	tělo_N

podlažní_A	podlaha_N
záložní_A	záloha_N

kašovitý_A	kaše_N
čepicovitý_A	čepice_N

Tošov_N	Tošovská_N
Náhlov_N	Náhlovská_N

zimnice_N	zima_N
trávnice_N	tráva_N

sportoviště_N	sport_N
štěrkoviště_N	štěrk_N

pašalík_N	paša_N
špiclík_N	špic_N

živůtek_N	život_N
chobůtek_N	chobot_N

svačina_N	svačit_V
rozvalina_N	rozvalit_V

dualismus_N	duel_N
naturalismus_N	naturel_N

toustovač_N	toust_N
sendvičovač_N	sendvič_N

adopce_N	adoptovat_V
dezerce_N	dezertovat_V

nodulární_A	nodule_N
partikulární_A	partikule_N

věžný_N	věž_N
hrázný_N	hráz_N

botanizovat_V	botanik_N
dramatizovat_V	dramatik_N

sérový_A	sérum_N
vakuový_A	vakuum_N

snad_D	snadný_A
vstříc_D	vstřícný_A

presumovat_V	presumpce_N
subsumovat_V	subsumpce_N

družina_N	druh_N
batožina_N	batoh_N

snůpek_N	snop_N
cůpek_N	cop_N

kádr_N	kádrovák_N
šroub_N	šroubovák_N

Falklanďan_N	Falklandy_N
Kapverďan_N	Kapverdy_N

federace_N	federální_A
mediace_N	mediální_A

kalich_N	kališník_N
ořech_N	ořešník_N

snowboarding_N	snowboard_N
rafting_N	raft_N

šroubení_N	šroub_N
sklepení_N	sklep_N

věřitelkyně_N	věřitel_N
poselkyně_N	posel_N

prcek_N	prcat_V
klouzek_N	klouzat_V

Kule_N	Kulová_N
Kratochvíle_N	Kratochvílová_N

Jiřák_N	Jiří_N
nádražák_N	nádraží_N

purpura_N	purpurový_A
vejražka_N	vejražkový_A

jezernatý_A	jezero_N
pernatý_A	pero_N

octárna_N	ocet_N
účtárna_N	účet_N

fík_N	fíkovna_N
sněm_N	sněmovna_N

krevel_N	krev_N
obratel_N	obrat_N

kartáčovat_V	kartáček_N
plátovat_V	plátek_N

jednorázovka_N	jednorázový_AC
osmiletka_N	osmiletý_AC

maturiťák_N	maturita_N
cesťák_N	cesta_N

prezence_N	prezent_N
garance_N	garant_N

bukva_N	buk_N
břitva_N	břit_N

duchařit_V	duch_N
melouchařit_V	melouch_N

trafikant_N	trafika_N
hydrant_N	hydra_N

princátko_N	princ_N
sluchátko_N	sluch_N

řezivo_N	řezat_V
mazivo_N	mazat_V

křečík_N	křeček_N
klacík_N	klacek_N

kališník_N	kalich_N
ořešník_N	ořech_N

hutník_N	huť_N
pamětník_N	paměť_N

Agáta_N	Agátka_N
kupa_N	kupka_N

malíř_N	malovat_V
verbíř_N	verbovat_V

Šafařík_N	Šafář_N
rybařík_N	rybář_N

opozičník_N	opozice_N
finančník_N	finance_N

parlament_N	parlamentární_A
arbitr_N	arbitrární_A

cenina_N	cena_N
husina_N	husa_N

negativ_N	negativní_A
primitiv_N	primitivní_A

žirafečka_N	žirafa_N
uzdečka_N	uzda_N

bakterie_N	bakteriální_A
bestie_N	bestiální_A

revize_N	revidovat_V
abraze_N	abradovat_V

Jugoslávie_N	Jugoslávka_N
Žofie_N	Žofka_N

darwinismus_N	darwinovský_A
hitlerismus_N	hitlerovský_A

vyjížďka_N	vyjet_V
projížďka_N	projet_V

fyzika_N	fyzický_A
ezoterika_N	ezoterický_A

praváctví_N	pravák_N
leváctví_N	levák_N

rostlinopis_N	rostlina_N
chorobopis_N	choroba_N

pastorace_N	pastor_N
orchestrace_N	orchestr_N

hřbitůvek_N	hřbitov_N
ostrůvek_N	ostrov_N

bradýř_N	brada_N
baštýř_N	bašta_N

šavlenka_N	šavle_N
kudlanka_N	kudla_N

taškařit_V	taškář_N
hokynařit_V	hokynář_N

bubínek_N	buben_N
křemínek_N	křemen_N

roštěnec_N	roštěnka_N
kosatec_N	kosatka_N

rosenka_N	rosa_N
děvenka_N	děva_N

lesk_N	lesklý_A
nezvyk_N	nezvyklý_A

violoncellista_N	violoncello_N
libretista_N	libreto_N

loupat_V	loupit_V
lapat_V	lapit_V

rušno_D	ruch_N
vzdušno_D	vzduch_N

Karlíček_N	Karel_N
Pavlíček_N	Pavel_N

východo_A	východ_N
západo_A	západ_N

plavky_N	plavat_V
šponovky_N	šponovat_V

sklivec_N	sklo_N
železivec_N	železo_N

ego_N	egoista_N
advent_N	adventista_N

platonismus_N	platonský_A
semitismus_N	semitský_A

boubelatý_A	boubelka_N
placatý_A	placka_N

křemičitý_A	křemík_N
uhličitý_A	uhlík_N

kladivoun_N	kladivo_N
okoun_N	oko_N

čtyřnásobek_N	čtyřnásobný_C
devítinásobek_N	devítinásobný_C

zhouba_N	zhubit_V
chlouba_N	chlubit_V

labutěnka_N	labuť_N
pláštěnka_N	plášť_N

žebř_N	žebřík_N
Tesař_N	Tesařík_N

tanker_N	tank_N
skener_N	sken_N

vápnit_V	vápník_N
špendlit_V	špendlík_N

klaun_N	klaunerie_N
žandarm_N	žandarmerie_N

nártoun_N	nárt_N
plešoun_N	pleš_N

normalizátor_N	normalizace_N
arizátor_N	arizace_N

voděnka_N	voda_N
podkověnka_N	podkova_N

havírna_N	havíř_N
malírna_N	malíř_N

Bedřiška_N	Bedřich_N
Jindřiška_N	Jindřich_N

katedra_N	katedrální_A
epocha_N	epochální_A

racionalismus_N	racionalita_N
konformismus_N	konformita_N

legenda_N	legendární_A
kometa_N	kometární_A

úschovní_A	úschovna_N
kuní_A	kuna_N

jednoduše_D	jednoduchý_A
hluše_D	hluchý_A

investovat_V	investor_N
reflektovat_V	reflektor_N

Odry_N	Odra_N
primátorky_N	primátorka_N

horizontála_N	horizont_N
magistrála_N	magistr_N

žlutice_N	žlutý_A
hrubice_N	hrubý_A

narcisizmus_N	narcis_N
klubizmus_N	klub_N

pralesnička_N	prales_N
soudnička_N	soud_N

deštivý_A	déšť_N

Jára_N	Jaroslav_N

imperializmus_N	impérium_N

připevnit_V	pevný_A

omilostnit_V	milost_N

džínsy_N	džínovina_N

culík_N	culit_V

subtilní_A	křehký_A

prorežimní_A	režim_N

pikat_V	pikola_N

digestoř_N	gesce_N

rýsovat_V	rys_N

prvenství_N	první_C

desaterý_A	desatero_N

otop_N	topit_V

kafe_N	káva_N

chraptit_V	chrapot_N

mydlina_N	mýdlo_N

dříví_N	dřevo_N

žďářit_V	Žďár_N

předbíhat_V	běhat_V

Tetín_N	teta_N

vřeckovýtrusný_A	vřecko_N

trošku_D	trochu_None

odkládat_V	odložit_V

ryzí_A	ryze_D

koníčkář_N	kůň_N

Jiřka_N	Jiřina_N

lada_N	Ladová_N

konkubinát_N	konkubína_N

dojit_V	doják_N

řež_N	řezat_V

subjektivismus_N	subjekt_N

makovec_N	mák_N

penzionovat_V	penzijní_A

vůkol_D	kolo_N

propisovačka_N	psát_V

energetika_N	energie_N

mičuda_N	míč_N

nadoraz_D	doraz_N

stříbronosný_A	stříbro_N

Foglar_N	foglarovka_N

anulovat_V	nula_N

Slánsko_N	Slaný_None

vlahý_A	vláha_N

astmatik_N	astma_N

klisna_N	klusat_V

příštipek_N	příštipkář_N

viladům_N	vila_N

nadsamec_N	samec_N

dernisáž_N	derniéra_N

vysokanánský_A	vysokánský_A

Pohár_N	pohár_N

šestiválec_N	válec_N

vyuhlit_V	uhlí_N

našlapovat_V	šlapat_V

redakce_N	redigovat_V

obroučka_N	obruč_N

exprezident_N	prezident_N

kroj_N	krájet_V

filharmonie_N	harmonie_N

mrňavý_A	mrně_N

oslnit_V	slunce_N

řezat_V	dřevořezba_NC

toulouský_A	Toulouse_N

hukot_N	houkat_V

jankovatět_V	Janek_None

Kafka_N	kavka_N

havíř_N	Havířov_N

břich_N	břichomluvec_N

broskvoň_N	broskev_N

Držkov_N	držka_N

sekeromlat_N	sekera_N

upozornit_V	pozor_N

chytrý_A	vychytralý_A

oktan_N	oktáva_N

Břevnov_N	břevno_N

pomekávat_V	mekat_V

kolohnát_N	kolo_N

opičárna_N	opice_N

zpovzdálí_D	opodál_D

podsvinče_N	svině_N

panička_N	paní_N

napotom_D	potom_D

přešlapovat_V	šlapat_V

starost_N	starat_V

chef_N	starý_A

špalíček_N	špalek_N

podhoubí_N	houba_N

zrní_N	zrno_N

jobovka_N	Job_None

prosťáček_N	prostý_A

kulovnice_N	kule_N

pouto_N	pnout_V

galvanovna_N	galvanický_A

brzičko_D	brzy_D

Habrůvka_N	habr_N

pyj_N	pysk_N

konkurence_N	konkurenceschopný_AC

dementi_N	demence_N

pachuť_N	chuť_N

nenadálý_A	znenadání_D

zpřísnit_V	přísný_A

Podřipsko_N	Říp_N

aróma_N	aromatický_A

zcela_D	celý_A

strojvůdce_N	stroj_N

zotavit_V	týt_V

venek_N	venku_D

sklípek_N	sklep_N

kulatý_A	koulet_V

soustrojí_N	stroj_N

pejsánek_N	pes_N

styk_N	stýkat_V

obětiště_N	obětovat_V

Blažek_N	Blažej_N

cukina_N	cuketa_N

průser_N	srát_V

velký_A	velikost_N

regiment_N	rychtář_N

jednovaječný_A	vejce_N

kapénka_N	kapka_N

námořní_A	moře_N

zanártní_A	nárt_N

sprosťárna_N	sprostý_A

moře_N	mořeplavkyně_N

sesun_N	sunout_V

výdech_N	dech_N

obětovat_V	oběť_N

Pátek_N	pátek_N

pečivárna_N	péct_V

schraňovat_V	schránka_N

nůžtičky_N	nůžky_N

vestoje_D	stojící_A

souzvuk_N	zvuk_N

hmota_N	homole_N

tlustý_A	tloušťka_N

sítnice_N	síť_N

cédéčko_N	dvojcédéčko_N

uran_N	Uran_None

nuzák_N	nouze_N

hrůza_N	hrozit_V

zapříčinit_V	příčina_N

Ambrozková_N	Ambrožová_N

univerzální_A	univerzitní_A

judo_N	džudo_N

administrativa_N	administrátor_N

Británie_N	Brit_N

násep_N	sypat_V

chřest_N	chroustat_V

anekumena_N	ekumena_N

exkláva_N	enkláva_N

příklep_N	překlep_N

Barma_N	Barmánec_N

pěší_N	pěšky_D

reedice_N	edice_N

smažit_V	smazat_V

Vřesovice_N	vřes_N

spočívat_V	odpočívat_V

podsudí_N	sudí_N

divotvůrce_N	div_N

Sladký_N	sladký_A

zástěra_N	zastřít_V

cache_A	geocaching_NC

prézentní_A	prezent_N

neustálý_A	stálý_A

Aga_N	Agáta_N

záhrobí_N	hrob_N

dokumentarista_N	dokumentární_A

zprava_D	pravý_A

břicho_N	břichomluvec_N

špehýrka_N	špehovat_V

Petronila_N	Petr_N

nádvoří_N	dvůr_N

ropušák_N	ropucha_N

pětikilo_N	kilo_N

Nohavica_N	nohavice_N

odklon_N	klonit_V

matematika_N	zmatematizovat_V

výlev_N	vylít_V

postrach_N	strach_N

náměstek_N	místo_N

pětidenní_A	pět_C

břit_N	břitva_N

veltruský_A	Veltrusy_None

Světluška_N	Světlana_N

Vojtěch_N	voj_N

Sibiř_N	sibiřský_A

zvuk_N	přízvuk_N

plynout_V	plyn_N

vdech_N	dech_N

mešní_A	mše_N

génius_N	geniální_A

bicista_N	bít_V

koldokola_D	dokola_D

taxon_N	taxonomie_NC

náměstí_N	město_N

drakonický_A	drak_N

podkroví_N	krov_N

bezdomovec_N	domov_N

kočkodan_N	kočka_N

výlučný_A	výluka_N

zelený_A	zeleň_N

amnestie_N	amnestovat_V

obnovit_V	nový_A

průdušnice_N	průduškový_A

Moldavsko_N	moldavský_A

černoprdeláč_N	černoprdelník_N

zletilý_A	léto_N

vyštvat_V	štvát_V

instituce_N	institucionální_A

křoví_N	keř_N

bezohledný_A	ohled_N

pojmosloví_N	pojem_N

úbočí_N	bok_N

tatér_N	tetovat_V

opočlověk_N	člověk_N

galánečka_N	gala_N

koncipient_N	koncept_N

vojtěška_N	Vojtěch_N

mošťovadlo_N	mošt_N

příští_A	napříště_D

doleva_D	levý_A

pře_N	přít_V

nanuk_N	nanukáč_N

schwarzenberský_A	Schwarzenberg_None

kolegáček_N	kolega_N

verbuňk_N	verbovat_V

výstřih_N	stříhat_V

desátek_N	desetinný_A

brusinka_N	brousit_V

Vyšehrad_N	vyšehradský_A

sněhule_N	sníh_N

bidélko_N	bidlo_N

lexikální_A	lexikologie_NC

optimální_A	optimalizovat_V

stádce_N	stádo_N

úhyn_N	hynout_V

pohotový_A	hotový_A

Děvín_N	děva_N

Iroameričan_N	Američan_N

ředit_V	řídký_A

včelmistr_N	včela_N

univerzita_N	univerzální_A

nehet_N	nehýtek_N

Mrázková_N	mráz_N

caudillo_N	caudillizmus_N

žerzej_N	Jersey_N

úsek_N	sekat_V

Souček_N	Suk_N

žebračenka_N	žebrat_V

vejce_N	vaječina_N

Zálabí_N	Labe_N

zakrojit_V	krájet_V

první_A	prvý_A

návětrný_A	větrný_A

kvantum_N	kvantitativní_A

Newyorčan_N	newyorský_AC

městys_N	město_N

Moravěnka_N	moravský_A

naostro_D	ostrý_A

kolomaz_N	kolo_N

palermský_A	Palermo_N

hebký_A	zhebnout_V

kráva_N	kravín_N

centralizovat_V	centrum_N

blešárna_N	blecha_N

okostice_N	kost_N

povýšit_V	vysoký_A

rytmus_N	zrytmizovat_V

potud_D	odtud_D

Hellas_N	helénský_A

Tom_N	Tomáš_N

Mikoláš_N	Mikuláš_N

břevno_N	Břevnov_N

dvoukolejný_A	jednokolejný_A

mrákota_N	mrak_N

Dubina_N	dub_N

smutno_D	smutek_N

podnadpis_N	nadpis_N

předvolba_N	volba_N

vnikat_V	vznikat_V

botulin_N	botulizmus_N

podezřelý_A	podezírat_V

vteřina_N	úterý_N

záprseň_N	prs_N

křivdit_V	křivit_V

měděný_A	měď_N

díl_N	oddíl_N

